,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius],insolation_flux_earth
3351,433.0,16.3850021,0.10379,0.52,8.55
3352,553.0,7.8773565,0.0637,0.52,22.72
3353,532.0,24.3078946,0.1594,0.8,19.87
3354,839.0,8.51203588,0.081,0.88,133.32
3355,467.0,60.92832271,0.2897,0.98,10.55
3356,1095.0,24.85462415,0.1992,2.02,174.58
3357,564.0,19.96371318,0.1333,0.83,47.97
3358,1248.0,5.65179605,0.0676,1.44,506.41
3359,623.0,28.86235584,0.1789,1.06,36.53
3360,652.0,34.43587975,0.2194,1.3,32.33
3361,742.0,26.62949944,0.1722,1.42,71.75
3362,332.0,296.637865,0.8589,1.2,4.21
3363,797.0,19.55659418,0.134,1.41,114.39
3364,381.0,130.194,0.509,0.94,2.47
3365,439.0,85.312,0.384,0.94,4.33
3366,543.0,45.154,0.2514,0.94,10.12
3367,584.0,41.74600392,0.2384,1.2,28.48
3368,710.0,25.30889748,0.1763,1.25,60.37
3369,1407.0,3.56809693,0.0473,1.32,877.33
3370,1080.0,6.8834055,0.075,1.19,330.55
3371,314.0,27.52197994,0.1445,0.53,3.64
3372,374.0,9.54927542,0.0646,0.33,5.99
3373,1217.0,4.28686431,0.0535,1.22,859.51
3374,1304.0,3.62276006,0.0467,1.22,683.84
3375,1125.0,5.64067757,0.0627,1.04,324.86
3376,909.0,8.5083244,0.0806,1.03,193.68
3377,1125.0,9.37647,0.087,1.58,388.44
3378,1196.0,7.81254,0.077,1.58,494.7
3379,1750.0,3.5484657,0.0538,1.79,1822.76
3380,844.0,5.63252845,0.0598,0.83,148.46
3381,931.0,9.61375356,0.0897,0.96,202.78
3382,1210.0,3.57320367,0.0457,1.11,1129.27
3383,747.0,8.30864937,0.0747,0.82,62.93
3384,1000.0,5.89660978,0.0614,1.09,108.13
3385,1200.0,3.41303622,0.0427,0.83,310.02
3386,1093.0,8.02511821,0.0804,1.26,79.04
3387,1438.0,3.00387658,0.0439,1.54,1414.33
3388,1111.0,4.22538451,0.0516,1.03,312.51
3389,1597.0,3.26869515,0.0453,1.12,1059.52
3390,371.0,18.596108,0.116,0.56,6.06
3391,717.0,2.576549,0.031,0.56,64.39
3392,443.0,10.9129343,0.07821,0.53,12.34
3393,509.0,7.2037945,0.05929,0.53,21.48
3394,538.0,17.27629612,0.1209,0.76,20.62
3395,1303.0,3.12082923,0.0428,1.09,778.51
3396,1226.0,2.41839004,0.0337,0.89,535.84
3397,487.0,38.6519976,0.2141,0.88,15.04
3398,662.0,15.3587684,0.1157,0.88,51.49
3399,1243.0,3.2432598,0.0433,1.09,622.01
3400,766.0,10.04556931,0.0896,0.87,90.63
3401,755.0,30.229104,0.2072,1.47,61.49
3402,352.0,56.35418576,0.2537,0.72,4.44
3403,899.0,10.06082567,0.0894,1.09,183.84
3404,1312.0,4.9195838,0.0605,1.34,764.08
3406,448.0,42.8961,0.2279,0.89,9.29
3407,736.0,9.67395,0.0845,0.89,67.59
3408,932.0,4.778,0.0528,0.89,173.12
3409,649.0,12.49341307,0.0994,0.81,37.75
3410,640.0,13.2217576,0.1032,0.8,39.56
3411,649.0,11.11990653,0.0911,0.79,38.71
3412,807.0,14.00640607,0.1126,1.09,100.09
3413,980.0,3.10550819,0.0399,0.79,215.46
3414,1115.0,5.66067294,0.0606,1.08,671.06
3415,879.0,14.55731705,0.1186,1.34,243.38
3416,876.0,4.17625551,0.0483,0.78,139.24
3417,1308.0,5.01423457,0.0626,1.8,1146.88
3418,1485.0,24.66919569,0.2322,1.66,41.2
3422,484.0,38.47875707,0.2213,0.87,11.24
3423,712.0,24.99324193,0.1651,1.37,72.75
3424,1206.0,3.70921385,0.0465,1.05,500.46
3425,503.0,51.07926307,0.2671,1.05,15.17
3426,996.0,9.94067247,0.0953,1.29,227.82
3427,1163.0,7.25696522,0.0765,1.59,495.0
3428,880.0,8.98101683,0.078,0.9,166.04
3429,453.0,207.62,0.7584,1.57,9.97
3430,611.0,84.6866,0.4172,1.57,31.27
3431,886.0,8.31378306,0.0821,0.91,254.91
3432,389.0,220.1303357,0.7211,1.26,5.4
3433,845.0,6.766589,0.067,0.79,92.35
3435,543.0,33.60134,0.1968,0.94,10.9
3436,798.0,20.74028413,0.154,2.22,279.79
3437,1008.0,10.6906004,0.0996,1.24,244.47
3439,844.0,10.57,0.0954,1.05,116.27
3441,265.0,384.843,1.046,1.11,1.1
3444,1199.0,7.51464,0.082,1.64,557.21
3445,944.0,15.413135,0.1324,1.64,213.73
3446,769.0,28.454851,0.1993,1.64,94.33
3447,1000.0,2.455239,0.03,0.55,68.37
3448,661.0,33.6727,0.1979,1.47,45.09
3449,917.0,12.58242,0.1027,1.47,167.41
3451,882.0,7.79430132,0.0769,1.05,119.04
3452,436.0,5.148921,0.0403,0.24,3.31
3453,520.0,3.036179,0.0283,0.24,6.71
3454,648.0,1.565409,0.0182,0.24,16.21
3455,305.0,8.15275,0.0439,0.21,4.31
3456,341.0,4.871229,0.0301,0.21,9.18
3457,401.0,2.984151,0.0217,0.21,17.66
3458,673.0,9.740486,0.0811,0.75,59.91
3459,727.0,7.743493,0.0696,0.75,81.34
3460,783.0,6.189392,0.06,0.75,109.64
3461,868.0,4.5458841,0.04881,0.75,165.73
3462,938.0,3.6001053,0.04178,0.75,225.74
3463,233.0,177.6693,0.495,0.71,0.86
3464,241.0,112.3053,0.409,0.6,0.66
3465,189.0,207.2482,0.64,0.55,0.21
3466,229.0,101.11141,0.242,0.56,1.2
3467,1544.0,3.2467293,0.0446,1.35,1109.22
3468,291.0,178.1396,0.563,0.87,1.83
3469,288.0,35.23319,0.166,0.52,1.4
3470,308.0,66.65062,0.288,0.68,2.15
3471,503.0,16.79713874,0.1158,0.71,14.52
3472,322.0,64.00205,0.339,0.7,1.69
3473,1729.0,8.6001536,0.0948,3.21,677.92
3474,1000.0,12.8747099,0.1143,1.38,158.28
3475,1776.0,5.33408384,0.0679,2.26,1682.66
3477,812.0,52.501129,0.301,4.06,97.85
3478,856.0,11.922,0.1045,1.09,272.84
3479,951.0,8.703,0.0847,1.09,415.55
3480,1032.0,6.803,0.0719,1.09,577.54
3481,458.0,110.979,0.4757,1.49,9.1
3482,667.0,35.968,0.2244,1.49,40.84
3483,1620.0,3.0240949,0.046,1.42,1138.12
3484,1070.0,3.52563254,0.0433,0.8,195.09
3485,1100.0,10.290994,0.091,1.35,208.72
3486,1300.0,3.21751883,0.0414,0.92,410.72
3487,1070.0,3.79701816,0.0464,0.86,229.04
3489,1116.0,3.3118644,0.044,0.94,470.75
3490,1605.0,2.6843285,0.03585,0.95,649.15
3491,1028.0,7.8914483,0.082,1.24,264.98
3492,185.0,704.1984,1.219,0.76,0.23
3493,450.0,1.865169,0.0154,0.17,12.54
3494,720.0,0.45328509,0.006,0.17,82.12
3495,519.0,1.2137672,0.0116,0.17,22.39
3497,613.0,69.7546,0.37,1.74,37.42
3498,835.0,12.21829987,0.1024,1.08,114.59
3499,434.0,86.67856,0.3779,1.09,8.88
3500,616.0,15.943,0.1194,0.81,30.97
3501,671.0,12.331,0.1006,0.81,43.62
3502,791.0,12.209,0.1021,1.07,93.07
3503,986.0,6.319,0.0658,1.07,224.09
3504,543.0,8.708,0.0695,0.64,26.24
3505,694.0,4.176,0.0426,0.64,69.83
3506,890.0,7.171,0.0699,0.95,137.09
3507,1024.0,4.7,0.0527,0.95,241.17
3509,1850.0,1.7208604,0.02897,1.29,2144.31
3511,410.0,58.02035,0.279,0.82,3.7
3512,838.0,7.834435,0.0739,0.82,53.33
3513,1138.0,3.005156,0.0375,0.82,191.27
3514,866.0,17.833648,0.1226,1.35,159.5
3515,1790.0,1.8555582,0.03101,1.29,2036.75
3516,402.0,68.9584,0.3183,0.89,6.16
3517,1561.0,2.46502,0.0359,1.23,1503.58
3519,1983.0,0.66931,0.0149,1.01,4102.01
3520,1050.0,4.62332,0.0552,1.07,349.77
3521,1302.0,2.42629,0.0359,1.07,826.93
3522,557.0,29.726682,0.188,0.89,14.09
3523,785.0,10.613839,0.095,0.89,55.62
3524,678.0,14.751166,0.118,0.88,33.15
3525,730.0,11.829851,0.102,0.88,44.53
3526,958.0,13.61159129,0.1211,1.45,285.3
3527,604.0,54.280749,0.297,1.33,45.15
3528,1194.0,7.031462,0.076,1.33,689.46
3529,931.0,11.242861,0.102,1.26,157.48
3530,1006.0,8.921099,0.087,1.26,214.28
3531,1140.0,6.124821,0.068,1.26,353.97
3532,1311.0,4.028751,0.051,1.26,619.84
3533,380.0,184.256405,0.6503,1.29,8.48
3534,598.0,47.318218,0.269,1.33,52.0
3535,889.0,14.383035,0.122,1.33,254.25
3536,755.0,17.340824,0.134,1.15,76.86
3537,939.0,9.024389,0.087,1.15,183.39
3538,1620.0,6.87349,0.08,2.13,1187.96
3539,1650.0,3.21346,0.0456,1.49,1245.43
3540,486.0,58.034616,0.261,0.68,5.57
3541,630.0,26.67569,0.155,0.68,15.69
3542,773.0,14.425281,0.103,0.68,35.63
3543,636.0,6.83437001,0.0618,0.67,40.83
3544,536.0,11.419412,0.087,0.61,20.56
3545,755.0,4.081423,0.044,0.61,81.29
3546,295.0,135.498527,0.48,0.77,1.8
3547,539.0,22.250949,0.144,0.77,20.01
3548,390.0,88.505,0.378,1.06,5.24
3549,496.0,42.994,0.2336,1.06,13.73
3550,341.0,34.989262,0.177,0.56,2.11
3551,576.0,7.054346,0.061,0.56,17.8
3552,1165.0,5.61358023,0.0646,1.1,435.61
3553,901.0,12.130686,0.11,1.13,94.53
3554,1035.0,8.005013,0.083,1.13,164.78
3555,901.0,14.613612,0.124,1.38,231.21
3556,1052.0,9.182417,0.091,1.38,429.81
3557,901.0,10.423118,0.093,1.13,185.1
3558,1125.0,5.341853,0.059,1.13,450.65
3559,1015.0,20.485435,0.161,3.57,193.09
3560,1425.0,7.416755,0.082,3.57,748.71
3561,630.0,13.060022,0.101,0.78,41.35
3562,786.0,6.738088,0.065,0.78,99.97
3563,897.0,21.08721,0.164,1.4,90.22
3564,636.0,14.51143,0.11,0.79,22.73
3565,1047.0,3.244107,0.041,0.79,167.06
3566,515.0,13.297004,0.093,0.59,16.64
3567,830.0,3.173315,0.036,0.59,112.21
3568,826.0,11.837549,0.098,1.05,144.96
3569,994.0,6.791636,0.068,1.05,304.08
3570,513.0,25.193458,0.155,0.77,16.66
3571,651.0,12.31043,0.096,0.77,43.26
3572,535.0,56.4159,0.3024,1.16,19.37
3573,829.0,15.163161,0.127,1.13,83.16
3574,951.0,10.043686,0.097,1.13,143.92
3575,531.0,45.348269,0.236,0.88,40.1
3576,670.0,22.597053,0.148,0.88,101.55
3577,406.0,31.200751,0.172,0.67,6.44
3578,545.0,12.904532,0.095,0.67,20.91
3579,882.0,12.162701,0.097,0.94,124.74
3580,1166.0,5.262155,0.055,0.94,381.46
3581,1387.0,8.25629997,0.085,2.19,874.56
3582,1180.0,13.391635,0.117,1.57,225.33
3583,1576.0,5.629021,0.066,1.57,716.09
3584,1056.0,7.630004,0.078,1.22,333.56
3585,1317.0,3.930821,0.05,1.22,808.09
3587,530.0,62.784697,0.326,1.31,19.79
3588,775.0,20.09838,0.152,1.31,90.35
3589,414.0,28.906009,0.166,0.67,8.17
3590,503.0,16.092361,0.112,0.67,17.82
3591,677.0,27.014976,0.182,1.22,49.85
3592,875.0,12.509529,0.109,1.22,139.11
3593,873.0,14.172327,0.115,1.18,168.29
3594,1242.0,4.920199,0.057,1.18,689.91
3595,720.0,19.986326,0.141,0.84,33.15
3596,851.0,12.125934,0.101,0.84,64.44
3597,1272.0,5.028219,0.056,0.91,548.1
3598,1467.0,3.282807,0.042,0.91,966.59
3599,1761.0,1.897806,0.029,0.91,2014.66
3600,729.0,16.725948,0.126,0.84,103.76
3601,1054.0,5.535309,0.06,0.84,453.87
3602,660.0,30.092568,0.201,1.14,53.47
3603,755.0,20.053763,0.154,1.14,91.88
3604,1081.0,6.849692,0.075,1.14,384.63
3605,443.0,67.968015,0.313,0.99,17.06
3606,554.0,34.763278,0.2,0.99,41.74
3607,647.0,19.02293,0.14,0.9,54.2
3608,1040.0,4.57953,0.054,0.9,361.51
3610,458.0,39.7922,0.2076,0.77,9.9
3611,564.0,21.302,0.1368,0.77,22.79
3612,656.0,13.36731,0.1003,0.79,43.31
3613,391.0,14.871572,0.094,0.47,4.21
3614,687.0,2.732756,0.03,0.47,40.3
3615,575.0,72.379334,0.36,2.02,28.68
3616,800.0,26.84768,0.186,2.02,107.58
3617,357.0,53.578637,0.253,0.69,3.76
3618,401.0,37.815724,0.201,0.69,5.99
3619,848.0,12.51616,0.11,1.05,314.93
3620,1326.0,3.281959,0.045,1.05,1873.31
3621,729.0,17.784129,0.137,1.05,66.87
3622,865.0,10.664903,0.098,1.05,132.15
3623,568.0,59.980627,0.312,1.28,22.23
3624,753.0,25.745718,0.178,1.28,68.71
3625,905.0,11.932125,0.107,1.49,203.76
3626,1054.0,7.542427,0.079,1.49,376.29
3627,1347.0,3.614568,0.048,1.49,1000.24
3628,543.0,37.866281,0.207,0.72,36.67
3629,838.0,10.327186,0.087,0.72,207.34
3630,568.0,55.188023,0.3,1.34,33.95
3631,1060.0,8.486616,0.086,1.34,411.9
3632,860.0,7.186434,0.075,1.06,146.5
3633,1116.0,3.289672,0.044,1.06,415.43
3634,928.0,16.21865,0.1283,1.63,191.0
3635,978.0,13.86825,0.1153,1.63,247.0
3636,464.0,77.095691,0.372,1.09,11.0
3637,512.0,57.68802,0.307,1.09,16.19
3638,671.0,25.563222,0.178,1.09,47.94
3639,411.0,83.488369,0.381,0.95,6.6
3640,554.0,34.060467,0.21,0.95,21.8
3641,402.0,49.499875,0.246,0.83,4.62
3642,576.0,16.85837,0.12,0.83,19.4
3643,793.0,6.475434,0.063,0.83,69.57
3644,913.0,13.121632,0.115,1.33,209.37
3645,1294.0,4.612696,0.057,1.33,844.98
3646,633.0,25.762294,0.179,1.07,49.97
3647,840.0,11.03189,0.102,1.07,154.8
3648,451.0,24.209842,0.146,0.67,8.95
3649,508.0,16.934402,0.115,0.67,14.4
3650,741.0,5.47666,0.054,0.67,64.84
3651,472.0,8.410894,0.065,0.5,16.56
3652,534.0,5.795278,0.051,0.5,27.19
3653,788.0,6.88727999,0.0657,0.77,90.91
3654,591.0,16.332995,0.118,0.78,26.37
3655,694.0,10.05537,0.085,0.78,50.39
3656,318.0,142.544247,0.5177,0.78,1.99
3657,431.0,57.24809,0.287,0.85,6.71
3658,498.0,37.054919,0.214,0.85,11.98
3659,782.0,26.136,0.1786,1.25,83.24
3660,888.0,17.849,0.1385,1.25,138.41
3661,1037.0,11.189562,0.104,1.53,257.72
3663,763.0,12.247629,0.105,0.93,94.49
3664,972.0,5.929778,0.065,0.93,248.27
3665,888.0,17.265427,0.138,1.36,133.26
3666,1196.0,7.05677,0.076,1.36,438.94
3667,705.0,27.320871,0.183,1.0,65.71
3668,908.0,12.79836,0.11,1.0,180.55
3669,654.0,23.851549,0.168,1.02,23.81
3670,1008.0,6.511127,0.071,1.02,134.36
3671,575.0,9.387427,0.077,0.62,25.83
3672,622.0,7.415563,0.066,0.62,35.37
3673,360.0,125.596809,0.488,0.98,2.67
3674,643.0,21.963945,0.153,0.98,27.33
3675,746.0,23.22182,0.167,1.43,57.93
3676,1024.0,8.96855,0.088,1.43,206.07
3677,1897.0,1.64422461,0.0293,1.34,3111.32
3678,658.0,39.459357,0.242,1.47,44.83
3679,754.0,26.234138,0.185,1.47,77.29
3680,905.0,15.170318,0.128,1.47,160.26
3681,539.0,42.473269,0.242,1.02,25.67
3682,622.0,27.666313,0.182,1.02,45.42
3683,940.0,8.01041,0.08,1.02,237.43
3684,1085.0,5.195528,0.06,1.02,422.1
3685,946.0,22.824669,0.178,1.85,154.65
3686,1092.0,14.844387,0.134,1.85,274.32
3688,796.0,10.558345,0.091,0.8,58.65
3689,914.0,6.988055,0.069,0.8,101.84
3690,1023.0,4.977656,0.055,0.8,159.94
3691,1143.0,9.341,0.0893,1.74,428.52
3692,680.0,44.431014,0.257,1.74,53.56
3693,831.0,24.310856,0.172,1.74,119.65
3694,1005.0,13.726976,0.117,1.74,256.61
3695,1017.0,9.693201,0.093,1.76,376.21
3696,1458.0,3.292781,0.045,1.76,1589.01
3697,749.0,20.678772,0.154,1.3,74.36
3698,967.0,9.600001,0.092,1.3,206.91
3699,1625.0,2.024823,0.033,1.3,1652.5
3700,592.0,67.844469,0.356,1.85,32.03
3701,1290.0,6.562331,0.075,1.85,721.12
3702,656.0,25.09849,0.168,1.07,39.48
3703,822.0,12.758005,0.107,1.07,97.21
3704,1090.0,5.470319,0.061,1.07,300.98
3705,386.0,24.08821,0.135,0.53,7.05
3706,480.0,12.551158,0.087,0.53,16.82
3707,427.0,34.21154,0.189,0.72,7.25
3708,550.0,15.995622,0.114,0.72,19.99
3709,703.0,7.626324,0.07,0.72,53.71
3710,346.0,32.134328,0.159,0.49,6.07
3711,425.0,17.28111,0.105,0.49,13.89
3712,540.0,8.457496,0.065,0.49,35.98
3713,573.0,15.955387,0.116,0.72,27.68
3714,714.0,8.25978,0.075,0.72,66.58
3715,691.0,41.02902,0.2535,1.82,53.18
3716,752.0,31.7844,0.2138,1.82,74.72
3717,853.0,21.77596,0.1662,1.82,123.69
3718,1009.0,13.17562,0.1189,1.82,241.76
3719,1336.0,5.66793,0.0677,1.82,744.01
3720,402.0,18.684737,0.113,0.52,11.87
3721,547.0,7.416397,0.061,0.52,40.69
3722,475.0,71.312,0.354,1.06,22.02
3723,602.0,34.921,0.2199,1.06,57.08
3724,387.0,13.969457,0.09,0.49,7.59
3725,537.0,5.212333,0.047,0.49,28.27
3726,682.0,2.549575,0.029,0.49,73.06
3727,781.0,6.766888,0.066,0.8,180.64
3728,889.0,4.580358,0.051,0.8,303.62
3729,1127.0,2.248329,0.032,0.8,783.45
3730,498.0,38.715185,0.22,1.0,12.08
3731,721.0,12.762172,0.105,1.0,53.04
3732,1017.0,4.544439,0.053,1.0,210.55
3733,635.0,13.97939968,0.1074,0.83,38.44
3734,410.0,51.805612,0.26,0.84,7.23
3735,935.0,4.385315,0.05,0.84,194.34
3736,1292.0,3.553822,0.046,1.18,650.01
3737,1659.0,1.678327,0.028,1.18,1774.33
3738,996.0,4.337234,0.051,0.89,203.41
3739,1373.0,1.653888,0.027,0.89,735.18
3740,752.0,13.093921,0.11,1.19,80.1
3741,1042.0,4.915379,0.057,1.19,296.15
3742,1002.0,17.934937,0.142,1.11,101.62
3743,1292.0,8.371554,0.085,1.11,280.56
3744,1026.0,0.74296,0.013,0.53,349.64
3745,652.0,2.896,0.033,0.53,56.65
3746,328.0,22.7802,0.13,0.53,3.63
3747,451.0,8.7522,0.09,0.53,10.68
3748,514.0,5.90124,0.05,0.53,22.02
3749,528.0,31.781925,0.191,0.9,17.96
3750,876.0,6.941357,0.069,0.9,136.34
3751,1023.0,4.362705,0.051,0.9,253.66
3752,762.0,11.815007,0.105,1.19,96.51
3753,1039.0,4.662715,0.056,1.19,333.15
3754,837.0,8.77501,0.083,0.94,81.76
3755,976.0,5.524242,0.061,0.94,151.65
3756,577.0,6.827766,0.058,0.52,37.38
3757,837.0,2.240508,0.027,0.52,164.78
3758,291.0,265.469335,0.791,1.04,1.72
3759,409.0,96.101141,0.402,1.04,6.67
3760,890.0,5.960392,0.064,0.95,149.98
3761,1195.0,2.461069,0.035,0.95,488.67
3762,683.0,32.273273,0.208,1.54,51.5
3763,883.0,14.970418,0.125,1.54,143.33
3764,754.0,19.747412,0.153,1.47,165.82
3765,1685.0,1.772419,0.031,1.47,4124.02
3766,744.0,19.738286,0.145,1.19,72.46
3767,960.0,9.176092,0.087,1.19,201.36
3768,353.0,92.876125,0.392,0.88,3.66
3769,417.0,56.47542,0.281,0.88,7.11
3770,665.0,13.930698,0.111,0.88,45.97
3771,484.0,87.6451,0.4,1.22,13.49
3772,615.0,42.6318,0.26,1.22,35.25
3773,781.0,20.8613,0.16,1.22,91.47
3774,204.0,105.356383,0.401,0.72,2.14
3775,531.0,5.923653,0.059,0.72,99.49
3776,714.0,15.38231,0.123,0.94,58.68
3777,833.0,9.694928,0.09,0.94,108.64
3778,739.0,13.0729,0.1068,0.81,44.0
3779,797.0,10.4208,0.0917,0.81,59.7
3780,390.0,44.840975,0.227,0.72,6.18
3781,535.0,17.326644,0.12,0.72,21.98
3782,716.0,7.240193,0.067,0.72,70.45
3783,830.0,4.646186,0.05,0.72,127.25
3784,1000.0,3.20538,0.0399,0.83,236.11
3785,576.0,16.738661,0.121,0.79,25.52
3786,728.0,8.291,0.0752,0.8,65.1
3787,836.0,5.487,0.0571,0.8,112.91
3788,1137.0,1.49914695,0.0232,0.73,397.25
3789,611.0,9.653471,0.08,0.69,33.16
3790,746.0,5.315946,0.054,0.69,73.6
3791,875.0,3.295709,0.039,0.69,139.15
3792,521.0,7.061149,0.057,0.48,25.85
3793,802.0,1.937055,0.024,0.48,145.44
3794,392.0,127.282184,0.503,1.22,4.58
3795,634.0,30.184104,0.193,1.22,31.25
3796,725.0,13.751243,0.112,0.9,68.93
3797,989.0,5.419026,0.06,0.9,238.48
3798,1278.0,2.508553,0.036,0.9,665.44
3799,516.0,40.714955,0.232,0.9,43.25
3800,812.0,10.446347,0.094,0.9,265.19
3801,308.0,143.34394,0.5,0.95,1.96
3802,411.0,60.323105,0.3,0.95,6.22
3803,524.0,29.33434,0.18,0.95,16.38
3804,534.0,38.285489,0.22,1.03,20.17
3805,729.0,15.054786,0.118,1.03,69.96
3806,946.0,6.885875,0.07,1.03,198.55
3807,1258.0,2.927128,0.04,1.03,622.07
3808,277.0,77.473633,0.305,0.58,1.72
3809,416.0,22.92881,0.136,0.58,8.7
3810,540.0,10.475464,0.08,0.58,24.71
3811,409.0,74.920137,0.336,0.92,6.86
3812,509.0,38.871826,0.217,0.92,16.46
3813,274.0,63.33627,0.255,0.48,0.62
3814,337.0,34.14211,0.169,0.48,1.41
3815,403.0,19.850291,0.118,0.48,2.9
3816,606.0,5.8416366,0.0521,0.48,14.8
3817,495.0,10.864384,0.079,0.48,6.5
3818,533.0,33.884054,0.192,0.9,104.96
3819,621.0,21.526258,0.142,0.9,192.14
3820,741.0,12.645164,0.099,0.9,391.01
3821,895.0,6.6264,0.071,0.98,151.49
3822,1087.0,3.701212,0.048,0.98,329.8
3823,466.0,54.155743,0.286,0.96,7.29
3824,657.0,19.254196,0.144,0.96,28.94
3825,563.0,20.834237,0.141,0.83,24.32
3826,678.0,11.97901,0.097,0.83,50.92
3827,808.0,7.055679,0.068,0.83,103.0
3828,1001.0,3.715335,0.045,0.83,242.42
3829,1130.0,2.580827,0.035,0.83,394.3
3830,1035.0,5.700786,0.065,1.02,332.74
3831,1212.0,3.546511,0.047,1.02,627.37
3832,437.0,36.77031,0.205,0.74,6.6
3833,594.0,14.589347,0.11,0.74,22.64
3834,715.0,13.28613,0.1087,0.73,34.4
3835,777.0,10.33974,0.0919,0.73,55.9
3837,394.0,125.8518,0.51,1.0,4.88
3838,607.0,34.545,0.21,1.0,27.37
3839,570.0,56.633742,0.287,1.09,12.66
3840,815.0,19.305772,0.14,1.09,53.15
3841,1197.0,6.097326,0.065,1.09,247.3
3842,513.0,44.851896,0.246,1.03,12.46
3843,667.0,20.342199,0.145,1.03,35.75
3844,539.0,29.221289,0.176,0.86,22.4
3845,919.0,5.914323,0.061,0.86,188.48
3846,1098.0,3.468095,0.042,0.86,384.29
3847,1367.0,1.796302,0.027,0.86,925.92
3848,851.0,6.186676,0.064,0.81,137.07
3849,1131.0,2.633867,0.036,0.81,428.41
3850,478.0,37.514456,0.213,0.81,9.04
3851,686.0,12.699149,0.104,0.81,38.37
3852,240.0,92.743711,0.341,0.57,0.95
3853,488.0,11.008151,0.082,0.57,16.26
3854,484.0,44.347,0.2269,0.89,24.11
3855,588.0,24.806,0.154,0.89,52.35
3856,717.0,13.638723,0.106,0.9,116.12
3857,817.0,9.220524,0.082,0.9,195.94
3858,321.0,148.2720032,0.5456,0.88,2.51
3859,513.0,36.337373,0.215,0.9,35.2
3860,694.0,14.646008,0.117,0.9,118.25
3861,1088.0,4.807091,0.056,0.89,279.08
3862,1425.0,2.139542,0.032,0.89,821.89
3863,509.0,8.9858,0.081,0.7,35.9
3864,585.0,5.9123,0.062,0.7,62.58
3865,574.0,54.414,0.2901,1.07,35.74
3866,774.0,35.736,0.2236,1.07,60.16
3867,1104.0,12.309681,0.112,1.75,249.02
3868,702.0,51.078775,0.294,2.94,49.15
3869,836.0,30.160546,0.207,2.94,99.27
3870,778.0,33.006,0.2129,1.69,83.9
3871,964.0,17.324,0.1385,1.69,198.25
3872,489.0,48.648,0.2642,1.03,11.27
3873,563.0,31.884,0.1994,1.03,19.79
3874,739.0,14.12841,0.119,1.05,58.59
3875,671.0,35.676062,0.224,1.38,59.44
3876,875.0,16.088134,0.132,1.38,171.82
3877,1015.0,10.300682,0.098,1.38,311.76
3878,678.0,33.197861,0.204,1.01,36.52
3879,961.0,11.634788,0.101,1.01,147.81
3880,865.0,8.014927,0.073,0.81,74.89
3881,1209.0,2.936532,0.037,0.81,285.64
3882,777.0,10.937304,0.091,0.93,141.13
3883,947.0,6.057342,0.061,0.93,310.76
3884,1200.0,2.971353,0.038,0.93,801.74
3885,954.0,5.24972541,0.0558,0.87,189.34
3886,850.0,7.41086267,0.0702,0.87,119.63
3887,759.0,10.43547805,0.0881,0.87,75.96
3888,756.0,25.262887,0.18,1.46,62.24
3889,984.0,11.476094,0.107,1.46,178.36
3890,810.0,6.54628992,0.0668,0.82,115.56
3891,481.0,31.3309,0.191,0.59,11.07
3892,610.0,15.3348,0.118,0.59,28.68
3893,875.0,8.127899,0.081,0.96,416.58
3894,1007.0,5.326718,0.061,0.96,730.77
3895,471.0,83.446393,0.391,1.27,13.66
3896,695.0,25.934138,0.18,1.27,64.93
3897,301.0,28.464515,0.154,0.56,2.65
3898,484.0,6.87745,0.06,0.56,17.58
3899,615.0,3.353728,0.037,0.56,45.84
3900,421.0,107.723601,0.457,1.03,5.59
3901,1066.0,6.61833,0.071,1.03,230.4
3902,476.0,67.831024,0.319,1.1,10.35
3903,554.0,43.130617,0.236,1.1,18.94
3904,755.0,17.028937,0.127,1.1,65.36
3905,1022.0,6.846262,0.069,1.1,220.33
3906,511.0,140.101261,0.566,1.55,15.35
3907,772.0,40.806231,0.249,1.55,79.48
3908,386.0,47.332773,0.242,0.79,5.99
3909,548.0,16.568087,0.12,0.79,24.31
3910,618.0,21.853722,0.152,0.88,25.26
3911,734.0,13.060855,0.108,0.88,50.17
3912,505.0,24.570858,0.156,0.79,14.51
3913,672.0,10.381227,0.088,0.79,45.78
3914,372.0,76.050178,0.332,0.86,6.78
3915,782.0,8.187399,0.075,0.86,132.13
3916,276.0,46.827915,0.22,0.57,1.75
3917,652.0,3.543919,0.039,0.57,31.79
3918,385.0,17.2559,0.10725,0.51,4.82
3919,431.0,12.28,0.08551,0.51,7.6
3920,530.0,36.924931,0.217,0.9,15.05
3921,879.0,8.115317,0.079,0.9,113.45
3922,470.0,33.653079,0.193,0.92,7.99
3923,642.0,13.19722,0.103,0.92,27.79
3924,567.0,24.664551,0.16,1.04,24.53
3925,881.0,6.581484,0.066,1.04,142.63
3926,1237.0,2.382667,0.034,1.04,553.53
3927,897.0,10.681572,0.096,1.3,98.9
3928,1097.0,5.839172,0.064,1.3,221.1
3929,1315.0,3.38802,0.045,1.3,457.07
3930,1681.0,1.620493,0.027,1.3,1225.93
3931,1710.0,1.04562266,0.0192,0.86,1686.09
3932,807.0,9.946047,0.092,0.93,83.26
3933,971.0,5.714606,0.063,0.93,174.4
3934,686.0,18.746477,0.139,0.91,38.84
3935,787.0,12.412183,0.105,0.91,67.22
