,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
2575,13.86387,0.1027,2.56,16.7,5.2,0.079,575.0,32.94,4950.0,0.71,0.75,-0.21,116.474
2576,5.3518,0.057,1.82,5.29,4.8,0.13,1309.0,9.59,5775.0,1.25,0.84,-0.46,200.394
2578,5.817685,0.0642,12.14,410.0007,1.97,0.0,1098.0,12.08,5660.0,1.24,1.04,0.27,635.722
2579,11.3909311,0.0943,10.447,638.8351,3.08,0.081,701.0,24.63,4920.0,0.82,0.86,0.41,475.758
2580,20.272615,0.143,12.06,266.9772,0.82,0.137,619.0,38.68,5657.0,0.88,0.95,-0.1,413.591
2582,1.2916,0.0189,2.03,4.78,3.14,0.06,868.0,7.87,3778.0,0.51,0.54,-0.05,101.632
2583,5.444017,0.0492,2.06,4.9,3.08,0.15,537.0,18.52,3778.0,0.51,0.54,-0.05,101.632
2585,7.727283,0.0698,2.53,6.94,2.35,0.07,666.0,19.23,4740.0,0.71,0.76,-0.05,365.581
2588,5.1857539,0.0629,7.52,44.1,0.57,0.22,738.0,20.19,4690.0,0.67,0.69,-0.16,169.398
2589,2.2193023,0.0373,1.16,1.65,5.81,0.21,769.0,13.61,4009.0,0.59,0.63,0.32,72.0444
2590,30.951524,0.1649,2.76,8.05,2.1,0.06,338.0,61.21,4035.0,0.59,0.62,0.03,161.555
2591,6.413651,0.049,2.9,8.75,1.97,0.08,442.0,28.0,3570.0,0.39,0.39,0.023,140.385
2593,7.385655,0.0656,1.97,4.54,3.26,0.06,601.0,20.29,4339.0,0.65,0.69,0.02,102.953
2594,3.588163,0.0411,8.37,52.9,0.496,0.12,809.0,11.46,4575.0,0.66,0.72,-0.11,709.999
2599,0.369311,0.0095,1.5,6.3,7.7,0.0,2062.0,3.0,5200.0,0.81,0.84,-0.02,152.509
2600,9.1751,0.0916,14.572,155.7367,0.277,0.29,1586.0,4.76,4840.0,3.85,1.08,-0.01,609.818
2606,17.307137,0.11728,2.91,8.8,1.96,0.13,425.0,39.0,4499.0,0.66,0.74,0.15,59.2474
2609,2.35309,0.03385,1.51,3.1,4.9,0.048,1157.0,8.5,5356.3,0.86,0.94,0.14,202.585
2610,3.56004,0.04461,2.299,6.31,2.8,0.045,1012.0,11.1,5356.3,0.86,0.94,0.14,202.585
2611,5.40479,0.05893,2.39,7.92,3.1,0.043,888.0,14.7,5356.3,0.86,0.94,0.14,202.585
2612,8.26146,0.0782,3.39,12.97,1.8,0.077,757.0,19.5,5356.3,0.86,0.94,0.14,202.585
2613,12.75758,0.10447,2.904,1.63,0.4,0.062,653.0,26.1,5356.3,0.86,0.94,0.14,202.585
2614,41.96797,0.23109,3.013,4.32,0.9,0.059,445.0,57.7,5356.3,0.86,0.94,0.14,202.585
2615,28.380619,0.1796,9.11,123.00021,0.91,0.12,524.0,47.25,5370.0,0.88,0.96,0.24,153.856
2616,8.36802,0.0627,4.81,20.7,1.02,0.14,488.0,30.16,3789.0,0.45,0.47,-0.37,364.048
2617,6.569188,0.068,13.563,295.58042,0.66,0.0,962.0,14.1,5585.0,1.06,0.96,0.1,347.917
2618,0.2803244,0.00716,1.51,5.08,8.2,0.0,2039.0,2.292,4599.0,0.68,0.71,-0.06,61.8736
2620,2.6446,0.0248,2.05,5.77,3.69,0.129,534.0,15.25,3385.0,0.33,0.33,-0.02,79.3002
2653,9.97857,0.0999,2.264,5.75,2.72,0.41,1131.0,14.72,6141.0,1.46,1.34,0.425,80.8994
2655,19.660302,0.11283,2.668,7.6,2.2,0.45,331.0,51.3,3660.0,0.47,0.5,-0.013,185.605
2658,7.814,0.0679,0.705,0.29013,4.55,0.042,664.0,20.8,4285.0,0.7,0.69,-0.12,77.5586
2659,14.697,0.1035,2.93,8.9,2.03,0.047,538.0,31.7,4285.0,0.7,0.69,-0.12,77.5586
2669,32.939623,0.1429,2.37,8.92,4.11,0.2,284.0,83.83,3457.0,0.41,0.36,0.12,38.0266
2671,8.8656511,0.0734,2.52,11.44182,5.6,0.0,802.0,21.93,5306.0,0.72,0.72,-0.5,203.896
2673,4.7369683,0.0526,2.69,20.0,5.6,0.04,969.0,14.23,5170.0,0.79,0.86,0.12,154.83
2689,7.9222,0.074,7.0,32.4,0.334,0.2,854.0,18.5,5322.0,0.82,0.88,0.06,289.827
2690,11.8993,0.0971,4.1,10.8,0.94,0.21,745.0,24.09,5322.0,0.82,0.88,0.06,289.827
2691,2.5081,0.0344,1.11,10.0,51.4,0.0,1252.0,7.582944,5322.0,0.82,0.88,0.06,289.827
2705,3.2253993,0.0382,1.73,6.9,7.2,0.02,913.0,12.07,4491.0,0.68,0.71,-0.01,107.518
2706,7.3744897,0.0662,2.85,12.4,2.9,0.03,694.0,20.96,4491.0,0.68,0.71,-0.01,107.518
2718,9.325038,0.076,1.84,4.04,2.7,0.1,500.0,25.37,4222.06,0.65,0.68,-0.11,83.6448
2719,15.50192,0.107,2.49,6.76,5.4,0.21,420.0,35.5,4222.06,0.65,0.68,-0.11,83.6448
2726,2.1748,0.028,1.75,8.0,8.2,0.0,1103.0,8.3,4503.0,0.72,0.7,0.0,115.461
2744,0.584216,0.0131,1.0,2.49,8.9,0.0,1818.0,4.2,5315.0,0.79,0.87,-0.09,102.564
2745,8.32727,0.0769,2.03,21.3,12.8,0.0,750.0,24.9,5315.0,0.79,0.87,-0.09,102.564
2748,11.168454,0.10356,11.209,126.49634,0.405,0.258,1030.0,19.25,6154.0,1.16,1.19,0.1,130.72
2749,2.4675,0.03308,1.343,11.26,26.26,0.079,1121.0,10.07,5033.0,0.71,0.79,-0.09,67.5062
2750,7.06005,0.06666,1.281,12.81,33.91,0.2002,790.0,20.3,5033.0,0.71,0.79,-0.09,67.5062
2751,24.3645,0.15224,2.358,21.14,8.85,0.1999,523.0,46.36,5033.0,0.71,0.79,-0.09,67.5062
2752,2.18053539,0.03558,16.197,433.20012,0.562,0.042,1828.0,6.07,6360.0,1.26,1.26,0.137,314.995
2753,3.20466,0.046,14.572,273.3338,0.56,0.0,1587.0,6.27,5630.0,1.59,1.19,0.34,537.963
2757,20.88977,0.154,5.4,19.0,0.64,0.06,709.0,28.6,5625.0,1.16,1.07,0.34,170.562
2758,42.3391,0.247,7.5,15.4,0.2,0.07,560.0,53.0,5625.0,1.16,1.07,0.34,170.562
2772,3.48456408,0.0287,3.44,24.5,3.31,0.428,494.0,21.09,3207.0,0.29,0.26,0.15,44.9565
2785,2.6266657,0.0404,17.396,451.3186,0.5,0.0,1957.0,5.291,6367.0,1.69,1.39,-0.14,663.834
2786,11.633478,0.1034,9.528,59.75174,0.38,0.286,1046.0,13.53,5445.0,1.64,1.09,0.36,213.283
2787,50.818947,0.2573,2.41,14.8,5.7,0.14,470.0,64.7,5368.0,0.85,0.88,-0.08,162.481
2788,5.840002,0.05023,2.231,5.61,2.78,0.5,496.0,22.84,3660.0,0.47,0.5,-0.013,185.605
2794,19.482,0.1249,2.73,14.3,2.21,0.043,490.0,38.2,4285.0,0.7,0.69,-0.12,77.5586
2801,6.771315,0.06702,4.48,30.9,1.87,0.251,902.0,16.5,5248.0,0.89,0.87,0.13,249.645
2814,2.260455,0.0214,2.32,5.99,2.64,0.0,568.0,17.9,3214.0,0.29,0.26,0.26,62.9969
2815,19.89526,0.1461,7.5,37.1,0.48,0.35,787.0,25.79,5500.0,1.28,1.03,0.33,391.537
2819,4.795069,0.04771,2.78,8.15,2.08,0.078,653.0,16.84,4140.0,0.61,0.63,0.0,107.272
2820,3.471745,0.03817,2.59,9.68,3.07,0.0,1089.0,10.43,4975.0,0.79,0.83,0.0,154.961
2821,7.138048,0.0824,3.53,15.68,1.95,0.0,741.0,22.51,4975.0,0.79,0.83,0.0,154.961
2825,14.893291,0.1206,9.494,100.11645,0.643,0.478,804.0,23.87,5695.0,1.07,1.06,0.2,158.335
2828,3.2588321,0.04217,13.339,232.0159,0.53,0.066,1171.0,10.51,5358.0,0.86,0.94,0.16,178.475
2829,9.21165,0.0923,3.06,10.9,4.1,0.0,1230.0,13.15,6302.0,1.51,1.19,-0.06,272.909
2830,48.36685,0.305,11.276,246.00042,1.01,0.0,676.0,43.5,6302.0,1.51,1.19,-0.06,272.909
2831,2.225177,0.03261,1.589,6.49,8.84,0.0,1301.0,7.7942,5520.0,0.9,0.93,0.08,90.0562
2832,16.9841,0.13,2.63,24.5,7.4,0.04,795.0,25.9,5725.0,1.09,1.0,0.07,114.293
2835,4.024867,0.0451,10.054,106.47305,0.612,0.0,852.0,13.76,4444.0,0.7,0.74,0.14,232.801
2836,10.054626,0.074,1.98,6.48,3.7,0.0,504.0,30.02,3896.0,0.56,0.6,-0.32,44.0727
2837,24.646582,0.1345,1.56,2.14,2.98,0.0,374.0,54.57,3896.0,0.56,0.6,-0.32,44.0727
2838,44.55646,0.2097,1.53,2.80007,5.62,0.0,282.0,80.98,3896.0,0.56,0.6,-0.32,44.0727
2839,4.098503,0.04839,11.646,184.02357,0.64,0.0,1092.0,12.34,5425.0,0.84,0.9,-0.15,333.042
2848,8.992,0.0795,5.299,15.0,0.55,0.03,837.0,19.86,5271.0,0.86,0.83,-0.06,157.682
2849,20.66093,0.13843,3.134,8.1,1.43,0.049,634.0,34.58,5271.0,0.86,0.83,-0.06,157.682
2850,31.71701,0.18422,3.484,6.7,0.87,0.05,550.0,46.02,5271.0,0.86,0.83,-0.06,157.682
2851,4.34934,0.04899,1.212,2.1,6.3,0.043,1066.0,12.24,5271.0,0.86,0.83,-0.06,157.682
2859,12.4551225,0.1016,8.676,82.6358,0.694,0.0697,650.0,26.62,5282.0,0.82,0.9,0.098,233.237
2872,2.9956348,0.0442,13.75,539.67534,0.94,0.0,1687.0,6.68,6168.0,1.42,1.16,0.01,348.646
2885,2.399964,0.031,1.32,2.3,5.5,0.13,979.0,10.53,4402.71,0.62,0.7,0.04,252.596
2886,5.608352,0.055,1.93,4.38,3.35,0.12,766.0,19.1,4402.71,0.62,0.7,0.04,252.596
2899,1.422614,0.0223,1.43,3.9,7.2,0.0,1224.0,6.63,4916.0,0.72,0.79,-0.09,109.749
2900,5.3410507,0.05574,3.12,7.8,1.3,0.0,788.0,15.32,4953.0,0.73,0.81,-0.047,109.749
2922,4.01593,0.04994,1.54,7.3,11.0,0.197,1266.0,10.13,5731.0,1.06,1.03,0.26,192.69
2923,10.56103,0.09514,2.29,8.3,3.8,0.161,916.0,19.3,5731.0,1.06,1.03,0.26,192.69
2941,4.60543,0.05708,6.277,28.6047,0.5,0.0,1670.0,3.41,4881.0,2.97,0.66,0.32,307.47
2955,10.003417,0.078,2.1,5.06,3.0,0.08,563.0,27.68,4014.73,0.57,0.64,-0.12,231.828
2996,3.00265,0.045,7.656,135.39558,1.7,0.0,1400.0,7.78,5500.0,1.12,0.97,0.01,491.87
3004,5.06963,0.05983,2.49,21.3,7.8,0.0,1372.0,7.874,5887.0,1.67,1.11,-0.047,513.877
3036,13.733314,0.096,2.6,7.27,2.27,0.07,502.0,33.4,4484.0,0.62,0.63,-0.225,134.188
3039,10.1346454,0.0525,3.31,11.0,1.67,0.16,474.0,28.28,3566.0,0.4,0.41,0.1,179.854
3040,8.406726,0.086,10.61,152.5584,0.702,0.22,1499.0,10.16,4717.0,4.47,1.2,0.33,878.43
3041,10.136448,0.0974,5.2,32.2,2.15,0.0,1092.0,15.09,6172.0,1.57,1.2,-0.06,518.625
3042,18.251985,0.1597,11.73,308.2951,1.05,0.19,1113.0,12.01,6217.0,2.63,1.63,0.21,519.229
3043,1.217514,0.02466,12.442,8654.15,24.7,0.0099,2233.0,3.6,6518.0,1.46,1.32,0.131,268.43
3045,4.7361,0.06229,15.132,54.34893,0.093,0.0007,1712.0,4.98,5375.0,2.69,1.44,0.17,99.1596
3046,5.031623,0.06708,19.952,301.9385,0.209,0.0,1800.0,6.08,6279.0,2.37,1.59,0.19,368.03
3047,1.7100566,0.03005,19.537,408.09372,0.322,0.0,1970.0,4.248,5720.0,1.52,1.24,0.32,250.121
3048,3.32944,0.04613,19.504,416.3573,0.36,0.0,1642.0,6.7,6003.0,1.78,2.06,0.05,324.683
3049,0.9689951,0.02044,15.861,874.0325,1.2,0.0,2453.0,3.23,6236.0,1.36,1.21,-0.002,444.586
3051,2.8717518,0.0455,17.598,375.0394,0.377,0.0,2085.0,5.138,6670.0,1.91,1.52,0.09,321.376
3053,4.11379,0.05497,15.132,540.311,0.91,0.0,1715.0,6.48,6327.0,1.93,1.54,0.0,134.058
3054,3.4741085,0.0542,19.515,1074.90106,0.806,0.0,2262.0,7.42,8720.0,1.57,1.76,-0.29,136.426
3055,3.6127647,0.05224,17.777,1242.7153,1.24,0.0,2051.0,6.86,7598.0,1.64,1.46,-0.405,470.878
3056,2.255251,0.03302,14.83,298.12454,0.503,0.0,1561.0,7.13,5899.0,1.0,0.94,-0.105,126.261
3057,5.5514926,0.06969,14.258,1646.3594,3.13,0.077,1459.0,9.95,6509.0,1.51,1.46,0.186,96.5173
3058,2.70339,0.04123,17.486,616.5902,0.75,0.0,1816.0,6.0,6304.0,1.7,1.96,0.05,210.252
3059,2.9895932,0.04317,19.044,286.68266,0.228,0.0,1823.0,5.792,6206.0,1.6,1.2,-0.116,218.05
3060,7.8457,0.07939,14.572,165.2716,0.311,0.22,1313.0,10.83,6102.0,1.73,1.42,-0.28,240.726
3062,2.73477,0.04415,17.934,441.7837,0.442,0.0,2048.0,5.5,6768.0,1.81,1.76,0.0,136.681
3063,3.24406,0.0455,18.159,209.7678,0.167,0.04,1675.0,5.9,5754.0,1.46,0.81,0.27,197.572
3064,1.4811235,0.03462,21.196,915.3504,0.53,0.0,4050.0,3.153,10170.0,2.36,2.52,-0.03,204.455
3073,440.7813,1.1455,6.4,33.6,0.704,0.0,308.0,158.9,6340.0,1.24,1.07,-0.38,1274.01
3080,572.3847,1.4062,4.6,19.2,1.08,0.0,264.0,153.5,6065.0,1.03,0.98,-0.28,1594.74
3141,17.855182,0.154,13.787,349.613,0.733,0.34,911.0,19.9926,6635.0,1.4,1.5,0.081,399.398
3142,86.647661,0.382,10.54,460.83,2.1,0.772,511.0,167.911,5520.0,1.13,0.99,0.27,656.0
3143,1.763588,0.03641,16.948,2949.4624,3.6,0.00064,2550.0,4.5007,7650.0,1.74,1.72,0.2,519.096
3144,10.91647,0.098,3.438,9.5,1.29,0.05561,758.0,24.8,5466.0,0.9,0.99,0.27,376.863
3146,20.4415,0.14728,1.9,4.6,3.69,0.014,660.0,32.63,5833.0,0.97,1.02,0.06,1131.64
3147,13.6088,0.112293,1.9,9.0,7.21,0.0114,755.0,24.89,5833.0,0.97,1.02,0.06,1131.64
3148,134.4628,0.5135,8.86,71.0,0.56,0.0,412.0,94.8,5922.0,1.14,1.08,0.11,865.73
3149,284.215,0.8453,5.44,15.0,0.51,0.0,321.0,143.36,5922.0,1.14,1.08,0.11,865.73
3150,34.169,0.1949,1.13,2.23,9.95,0.0,475.0,57.9,5233.0,0.84,0.9,0.08,501.574
3151,7.685,0.0634,2.58,11.02,4.5,0.0,613.0,17.43,4413.0,0.67,0.68,-0.58,290.324
3153,21.185,0.1462,1.19,9.2,10.0,0.0,785.0,58.769,6001.0,1.25,0.86,-0.543,887.064
3154,31.828,0.1911,1.21,10.36,10.0,0.0,686.0,43.4,6001.0,1.25,0.86,-0.543,887.064
3155,7.008151,0.074,1.31,2.27,5.55,0.0,1062.0,13.2,6080.0,1.2,1.2,-0.12,848.254
3156,8.719375,0.089,1.19,1.81,5.9,0.0,987.0,16.0,6080.0,1.2,1.2,-0.12,848.254
3157,59.73667,0.32,2.87,8.6,2.0,0.0,520.0,56.1,6080.0,1.2,1.2,-0.12,848.254
3158,91.93913,0.42,2.66,7.56,2.21,0.0,450.0,74.7,6080.0,1.2,1.2,-0.12,848.254
3159,124.9144,0.48,2.88,8.65,1.99,0.0,407.0,86.4,6080.0,1.2,1.2,-0.12,848.254
3162,141.241671,0.534,11.097,613.4119,2.46,0.496,347.0,125.7,5830.0,0.96,1.01,0.16,921.986
3166,6.8430344,0.0678,2.22,5.56,2.79,0.0,805.0,16.67,5241.0,0.87,0.88,0.058,264.995
3167,24.278553,0.1456,2.34,6.08,2.61,0.0,432.0,40.92,4324.0,0.79,0.76,-0.06,271.277
3168,3.743208,0.05119,1.71,10.5,10.1,0.25,1486.0,7.25,6182.0,1.52,1.28,0.023,477.052
3169,10.423648,0.1013,4.32,15.6,0.91,0.43,1012.0,14.3,6182.0,1.52,1.28,0.023,477.052
3170,22.342989,0.1684,11.27,106.0,0.363,0.022,806.0,23.8,6182.0,1.52,1.28,0.023,477.052
3171,54.32031,0.3046,6.56,35.0,0.6,0.019,584.0,43.1,6182.0,1.52,1.28,0.023,477.052
3172,4.2881785,0.0504,4.3,17.1,1.18,0.12,1022.0,13.26,5295.0,0.82,0.93,0.12,252.667
3174,1.706291,0.0269,11.545,346.4347,1.31,0.0,1459.0,7.64,5165.0,0.91,0.89,0.22,262.706
3176,0.837491,0.0172,1.481,4.60853,8.0,0.06,2130.0,3.47,5627.0,1.06,0.91,-0.15,185.506
3177,45.2946,0.241,2.323,7.37,3.14,0.025,584.0,48.75,5706.0,1.09,1.02,-0.12,185.506
3178,6.88705,0.072,1.32,7.34,14.25,0.13,1155.0,6.18,5825.0,1.49,1.08,0.02,304.645
3181,120.0181272,0.5337,4.76,20.3,1.03,0.0,473.0,71.8,6453.0,1.51,1.4,0.35,1115.62
3182,14.30511983,0.1129,3.15,10.1,1.78,0.0,693.0,14.1,5491.0,0.88,0.9,-0.03,928.978
3183,9.18186,0.084,1.578,3.11,4.35,0.0,804.0,5.32,5376.0,0.84,0.93,-0.16,928.978
3184,4.33642933,0.0564,1.71,3.57,3.92,0.0,1453.0,4.86,6144.0,1.57,1.22,0.04,408.303
3185,3.55485691,0.0444,1.78,3.82,3.72,0.0,1157.0,13.104,6109.0,1.17,1.11,0.01,941.902
3186,5.28789787,0.0671,6.28,32.5,0.721,0.0,1661.0,3.9,4972.0,3.39,1.11,-0.04,1152.68
3187,6.49801525,0.0669,1.5,2.86,4.66,0.0,1026.0,21.39,5782.0,1.06,1.0,0.02,567.806
3188,19.76172042,0.1464,1.54,2.99,4.5,0.0,791.0,16.87,5328.0,0.74,0.78,-0.4,1081.738
3189,5.18500207,0.048,1.44,2.67,4.91,0.0,652.0,18.865,4587.0,0.7,0.73,0.03,365.0
3190,12.43931193,0.0951,1.28,2.18,5.71,0.0,627.0,30.711,5066.0,0.78,0.81,-0.01,282.565
3191,11.35011917,0.0796,2.17,5.35,2.88,0.0,403.0,39.21,4027.0,0.57,0.59,-0.12,355.019
3192,3.4876812,0.0474,5.77,51.1,1.45,0.086,1513.0,6.55,5667.0,1.56,1.17,0.33,927.981
3193,6.02976,0.0684,1.25,3.78,10.5,0.0,1413.0,8.0,5667.0,1.56,1.17,0.33,927.981
3194,34.2685705,0.193,2.32,5.99,2.64,0.0,477.0,41.8,5253.0,0.82,0.86,-0.01,579.273
3195,5.75322197,0.0633,2.87,8.6,2.0,0.0,920.0,11.38,5416.0,0.88,0.91,0.08,736.779
3196,5.50860439,0.0585,1.29,2.21,5.66,0.0,934.0,14.25,5556.0,0.91,0.95,0.05,411.077
3197,18.93054959,0.137,2.15,5.27,2.91,0.0,766.0,25.0,4954.0,0.76,0.81,0.04,422.246
3198,16.57110363,0.121,2.39,6.3,2.54,0.0,614.0,31.9,5388.0,0.84,0.88,-0.06,624.8
3199,16.00494214,0.1396,3.55,12.3,1.51,0.0,1040.0,19.14032,6769.0,1.81,1.49,0.06,739.357
3200,1.95452434,0.0307,2.18,5.39,2.86,0.0,1540.0,5.2,5821.0,1.0,0.99,-0.03,1402.82
3201,105.6551369,0.4389,3.68,13.1,1.44,0.0,407.0,90.02,5821.0,1.0,0.99,-0.03,1402.82
3202,7.23400469,0.0702,1.99,4.62,3.22,0.0,831.0,26.01,5473.0,0.87,0.93,0.04,552.058
3203,49.1013514,0.253,2.58,7.18,2.3,0.0,498.0,46.0,5518.0,0.88,0.91,-0.05,1010.01
3204,1.41122985,0.0221,1.46,2.73,4.82,0.0,1164.0,4.6,4433.0,0.67,0.7,0.01,194.182
3207,10.3117,0.0862,1.18,3.8,13.27,0.0,634.0,16.0,4903.0,0.74,0.8,0.08,107.796
3208,16.1457,0.1162,2.22,8.93,4.68,0.0,546.0,21.6,4903.0,0.74,0.8,0.08,107.796
3210,96.9151496,0.3878,2.28,5.82,2.7,0.0,325.0,120.8,5227.0,0.8,0.87,0.0,415.358
3211,13.47469571,0.1034,2.33,6.04,2.62,0.0,634.0,40.56,5431.0,0.86,0.89,-0.05,810.082
3212,10.99469878,0.0805,2.36,6.17,2.58,0.0,512.0,27.9,4445.0,0.68,0.71,0.06,420.042
3213,62.1387714,0.301,2.63,7.41,2.24,0.0,524.0,111.6,5494.0,0.89,0.93,0.05,694.175
3214,66.4162133,0.3033,3.91,14.5,1.33,0.0,376.0,76.06,5143.0,0.78,0.81,-0.1,1087.4
3215,37.3229493,0.3344,1.98,4.58,3.24,0.0,1654.0,40.53,6089.0,1.13,1.09,-0.03,803.776
3216,36.5156053,0.1977,2.21,5.52,2.81,0.0,425.0,67.3,4948.0,0.75,0.79,-0.02,351.239
3217,1.9078052,0.0295,0.89,0.64,4.99,0.0,1268.0,7.958,5436.0,0.82,0.91,-0.06,405.104
3218,2.51462432,0.0354,1.33,2.33,5.44,0.0,1217.0,6.0,5522.0,0.87,0.9,-0.09,607.916
3219,4.41769648,0.047,1.26,2.13,5.85,0.0,790.0,17.77,5030.0,0.77,0.82,0.01,366.656
3220,15.9654,0.1269,3.37,9.7,1.38,0.03,872.0,27.471,5845.0,1.44,1.09,0.07,494.832
3221,179.612,0.6372,5.14,36.1,1.47,0.02,389.0,84.3,5845.0,1.44,1.09,0.07,494.832
3222,19.32952416,0.1338,2.48,6.71,2.42,0.0,529.0,39.98,4983.0,0.76,0.8,-0.01,758.702
3223,1.22621732,0.0218,0.87,0.59,4.92,0.0,2024.0,4.388,6011.0,1.12,1.09,0.03,682.882
3224,3.29011795,0.0361,1.87,4.16,3.5,0.0,802.0,16.42,4647.0,0.71,0.77,0.16,673.01
3225,7.56052806,0.0761,2.51,6.85,2.38,0.0,914.0,15.332,5547.0,0.92,0.94,0.06,1455.5
3226,12.12400943,0.0965,2.26,5.73,2.73,0.0,675.0,28.683,5198.0,0.8,0.83,-0.06,654.549
3227,2.71407755,0.0386,1.17,1.71,5.87,0.0,1301.0,16.55,5763.0,0.97,0.98,-0.03,562.116
3228,122.8808058,0.4629,3.01,9.32,1.88,0.0,326.0,58.0,5533.0,0.89,0.95,0.04,489.435
3229,1.06378867,0.0198,1.28,2.18,5.71,0.0,1650.0,7.62,5105.0,0.78,0.82,-0.03,446.914
3230,148.4603382,0.5238,3.53,12.2,1.52,0.0,285.0,131.0,5335.0,0.83,0.87,-0.04,584.136
3231,7.1276598,0.0692,1.416,2.59,5.01,0.0,784.0,22.38,5159.0,0.82,0.87,0.16,584.136
3232,0.93488424,0.0184,1.46,2.73,4.82,0.0,2080.0,3.9,4870.0,0.74,0.79,0.01,306.91
3233,11.427548,0.094,3.1,19.6,3.62,0.0,852.0,19.407,5711.0,1.35,0.81,-0.38,400.785
3234,23.668205,0.153,3.13,9.96,1.78,0.0,668.0,26.8,5711.0,1.35,0.81,-0.38,400.785
3235,51.755394,0.257,3.58,12.5,1.5,0.0,515.0,45.2,5711.0,1.35,0.81,-0.38,400.785
3236,201.1214,0.6559,2.08,4.98,3.04,0.0,300.0,152.01,5694.0,0.96,0.98,0.01,482.119
3237,24.7576421,0.1688,2.94,8.96,1.94,0.0,644.0,14.92,5957.0,1.08,1.06,0.01,1485.82
3238,10.13202575,0.0756,2.19,5.43,2.84,0.0,574.0,25.09,4815.0,0.72,0.75,-0.1,659.0
3239,38.5053398,0.2159,2.55,7.04,2.33,0.0,532.0,39.1,5629.0,0.9,0.92,-0.11,903.332
3240,6.77408868,0.0741,2.67,7.61,2.2,0.0,1058.0,6.48,5985.0,1.11,1.08,0.04,1278.96
3241,26.41045478,0.1616,2.69,7.7,2.17,0.0,512.0,69.2,5301.0,0.82,0.86,-0.03,942.485
3242,14.37508035,0.1167,1.71,3.57,3.92,0.0,786.0,36.52,5913.0,1.04,1.04,0.0,721.534
3243,56.1886887,0.2939,2.09,5.02,3.02,0.0,503.0,32.4,5754.0,1.13,1.08,0.29,817.647
3244,3.18897601,0.0434,0.99,0.937,5.31,0.0,1309.0,9.8354,5754.0,1.13,1.08,0.29,817.647
3245,6.92101021,0.059,1.61,3.22,4.24,0.0,619.0,12.718,4651.0,0.7,0.75,0.01,556.006
3246,3.27346074,0.0349,0.95,0.809,5.18,0.0,625.0,8.5,3864.0,0.49,0.51,-0.33,162.006
3247,5.4122,0.066,4.81,5.1,0.252,0.47,1418.0,8.9,6397.0,1.58,1.28,-0.22,459.223
3248,7.1262,0.0711,1.31,4.6,11.2,0.0,997.0,19.27,5827.0,0.89,0.96,-0.19,459.223
3249,15.3787546,0.1313,1.6,3.19,4.28,0.0,1039.0,22.2,6010.0,1.13,1.09,0.03,490.488
3250,21.1284569,0.1622,1.48,2.79,4.73,0.0,935.0,42.54,6010.0,1.13,1.09,0.03,490.488
3251,25.96200249,0.1891,3.4,11.5,1.61,0.0,850.0,32.16,6675.0,1.73,1.43,0.04,829.343
3252,34.8538276,0.2046,2.93,8.91,1.95,0.0,522.0,51.0,5888.0,1.03,1.03,0.0,943.444
3253,2.41435165,0.0315,0.98,0.904,5.28,0.0,953.0,14.36,4529.0,0.69,0.74,0.1,151.129
3254,4.30655689,0.054,2.63,7.41,2.24,0.0,1177.0,6.8,6209.0,1.34,1.22,0.09,1090.51
3255,2.29503623,0.0331,1.23,2.04,6.02,0.0,1304.0,10.71,5723.0,0.94,0.98,-0.02,389.397
3256,27.495606,0.1629,3.01,9.32,1.88,0.0,590.0,26.9,6127.0,1.2,1.12,0.02,982.51
3257,14.08827448,0.1138,3.36,11.2,1.62,0.0,724.0,26.2,5987.0,1.1,1.07,0.01,1201.82
3258,110.96546,0.3679,2.72,7.85,2.14,0.0,239.0,37.0,4644.0,0.69,0.73,-0.06,491.997
3259,3.76419105,0.044,1.73,3.64,3.86,0.0,908.0,14.08,4906.0,0.72,0.75,-0.15,713.167
3261,13.5708,0.1096,2.5,10.44,3.28,0.0,785.0,32.883,5858.0,1.04,1.0,-0.12,444.322
3263,43.8445,0.2395,2.56,11.17,3.1,0.0,531.0,28.2,5858.0,1.04,1.0,-0.12,444.322
3264,46.8779367,0.2495,2.38,6.26,2.55,0.0,484.0,30.7,5797.0,0.99,0.99,-0.03,946.565
3265,2.75798267,0.0384,1.98,4.58,3.24,0.0,1332.0,3.33,6067.0,1.07,1.09,-0.03,543.375
3266,9.30412078,0.0748,1.76,3.75,3.78,0.0,583.0,37.55,4597.0,0.7,0.75,0.11,397.455
3267,14.07971466,0.1176,1.49,2.83,4.7,0.0,931.0,81.47,5945.0,1.14,1.09,0.09,343.226
3268,16.54080322,0.1183,1.55,3.02,4.46,0.0,570.0,50.54,5153.0,0.79,0.85,0.0,374.0
3269,3.60930891,0.0455,3.73,13.4,1.42,0.0,1092.0,15.46,5635.0,0.93,0.94,-0.01,1122.48
3270,2.37030743,0.0344,1.6,3.19,4.28,0.0,1256.0,9.23,5635.0,0.93,0.94,-0.01,1122.48
3271,1.93155984,0.0299,2.36,6.17,2.58,0.0,1290.0,6.0,5762.0,0.98,0.98,-0.03,344.251
3272,0.76212926,0.0162,0.8,0.437,4.69,0.0,1872.0,4.47,5592.0,0.93,0.95,0.03,667.693
