,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius_[earth_radius],planet_mass_or_mass*sin(i)_[earth_mass],planet_density_[g/cm**3],eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
13,2MASS J01225093-2439505 b,2MASS J01225093-2439505, ,52.000000,11.209,7786.50000,30.400000, ,1600, ,3530.00,0.37,0.40, ,33.8281000
14,2MASS J02192210-3925225 b,2MASS J02192210-3925225, ,156.000000,16.141,4417.83700,5.770000, , , ,3064.00,0.28,0.11, ,40.0896412
15,2MASS J04414489+2301513 b,2MASS J04414489+2301513, ,15.000000,12.600,2383.60000,6.550000, , , ,2936.00,0.23,0.02, ,120.4239870
16,2MASS J12073346-3932539 b,2MASS J12073346-3932539, ,55.000000,12.900,1589.15000,4.070000, ,1250, ,2825.00,0.22,0.02, ,64.3080000
17,2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.00000000,0.920000,13.400,603.87700,1.380000,0.330000, , ,29564.00,0.20,0.48,-0.092,396.3320000
18,2MASS J22362452+4751425 b,2MASS J22362452+4751425, ,230.000000,12.300,3972.87500,11.700000, , , ,4045.00,0.64,0.60, ,69.5737000
19,30 Ari B b,30 Ari B,335.10001000,0.990000,12.300,4392.41060,13.000000,0.290000, , ,6331.00,1.41,1.93,0.190,44.6570000
20,4 UMa b,4 UMa,269.30000000,0.870000,12.700,2256.50000,6.050000,0.432000, , ,4415.00,18.11,1.23,-0.250,73.4603000
21,42 Dra b,42 Dra,479.10000000,1.190000,13.000,1233.13000,3.080000,0.380000, , ,4200.00,22.03,0.98,-0.460,90.6545000
22,47 UMa b,47 UMa,1078.00000000,2.100000,13.200,804.08000,1.920000,0.032000, , ,5872.00,1.21,1.06,0.040,13.7967000
23,47 UMa c,47 UMa,2391.00000000,3.600000,14.200,171.62100,0.329000,0.098000, , ,5872.00,1.21,1.06,0.040,13.7967000
24,47 UMa d,47 UMa,14002.00000000,11.600000,13.500,521.22000,1.160000,0.160000, , ,5872.00,1.21,1.06,0.040,13.7967000
25,51 Eri b,51 Eri,11688.00000000,13.200000,13.400,635.66000,1.450000,0.450000,700, ,7295.00,1.49,1.75,-0.027,29.7575000
26,51 Peg b,51 Peg,4.23078500,0.052700,14.300,146.20180,0.275000,0.013000, , ,5758.00,1.18,1.03,0.180,15.4614000
27,55 Cnc b,55 Cnc,14.65160000,0.113400,13.900,263.97850,0.540000,0.000000,700, ,5172.00,0.94,0.91,0.350,12.5855000
28,55 Cnc c,55 Cnc,44.39890000,0.237300,8.510,54.47380,0.486000,0.030000, , ,5172.00,0.94,0.91,0.350,12.5855000
29,55 Cnc d,55 Cnc,5574.20000000,5.957000,13.000,1232.49300,3.080000,0.130000, , ,5172.00,0.94,0.91,0.350,12.5855000
30,55 Cnc e,55 Cnc,0.73654740,0.015440,1.875,7.99000,6.660000,0.050000,1958,3.520000,5172.00,0.94,0.91,0.350,12.5855000
31,55 Cnc f,55 Cnc,259.88000000,0.770800,7.590,44.81200,0.563000,0.080000, , ,5172.00,0.94,0.91,0.350,12.5855000
32,6 Lyn b,6 Lyn,934.30000000,2.110000,13.400,638.83830,1.460000,0.073000, , ,4938.00,5.20,1.44,-0.130,54.6599000
33,61 Vir b,61 Vir,4.21500000,0.050201,2.110,5.10000,2.980000,0.120000, , ,5577.00,0.96,0.94,-0.010,8.5033200
34,61 Vir c,61 Vir,38.02100000,0.217500,4.460,18.20000,1.130000,0.140000, , ,5577.00,0.96,0.94,-0.010,8.5033200
35,61 Vir d,61 Vir,123.01000000,0.476000,5.110,22.90000,0.943000,0.350000, , ,5577.00,0.96,0.94,-0.010,8.5033200
36,7 CMa b,7 CMa,735.10000000,1.758000,13.400,587.98550,1.340000,0.060000, , ,4826.00,4.87,1.34,0.210,19.8101000
37,7 CMa c,7 CMa,996.00000000,2.153000,13.900,276.51210,0.566000,0.080000, , ,4826.00,4.87,1.34,0.210,19.8101000
38,70 Vir b,70 Vir,116.68800000,0.481000,12.600,2380.45000,6.540000,0.398800, , ,5495.00,1.89,1.09,-0.090,17.9011000
39,75 Cet b,75 Cet,691.90000000,2.100000,13.100,953.49000,2.330000,0.117000, , ,4846.00,10.50,2.49,0.000,82.9613000
40,8 UMi b,8 UMi,93.40000000,0.490000,13.600,416.35730,0.910000,0.060000, , ,4847.00,10.30,1.44,-0.030,162.5520000
41,81 Cet b,81 Cet,952.70000000,2.500000,12.800,1684.40000,4.410000,0.206000, , ,4785.00,11.00,2.40,-0.060,101.2600000
42,91 Aqr b,91 Aqr,181.40000000,0.700000,13.100,1017.00000,2.490000,0.027000, , ,4665.00,11.00,1.40,-0.030,44.0304000
43,AB Aur b,AB Aur, ,93.900000,12.500,2860.45566,8.050000,0.400000, , ,9770.00,2.96,2.40, ,162.1270000
44,AB Pic b,AB Pic, ,260.000000,12.300,4290.50000,12.700000, , , ,5285.00,1.00,0.90,0.040,50.0475000
45,AF Lep b,AF Lep,7520.00000000,7.990000,12.800,1664.46737,4.360000,0.470000,1400, ,6100.00,1.25,1.20,0.290,26.8564000
46,AU Mic b,AU Mic,8.46299910,0.064500,4.070,20.12000,1.320000,0.186000,593,19.100000,3588.00,0.70,0.50, ,9.7221000
47,AU Mic c,AU Mic,18.85899100,0.110100,3.240,9.60000,1.220000,0.041000,454,31.700000,3700.00,0.75,0.50, ,9.7221000
48,BD+03 2562 b,BD+03 2562,481.90000000,1.300000,12.700,2034.11200,5.460000,0.200000, ,8.640000,4095.00,32.35,1.14,-0.710,1070.6300000
49,BD+14 4559 b,BD+14 4559,268.94000000,0.780000,13.800,330.54320,0.691000,0.290000, , ,4864.00,0.86,0.49,0.170,49.3520000
50,BD+15 2375 b,BD+15 2375,153.22000000,0.576000,13.800,337.21763,0.705000,0.001000, , ,4649.00,8.95,1.08,-0.220,768.0450000
51,BD+15 2940 b,BD+15 2940,137.48000000,0.539000,13.700,352.78000,0.754000,0.260000, , ,4796.00,14.70,1.10,0.280,426.4200000
52,BD+20 2457 b,BD+20 2457,379.63000000,1.050000,11.600,17668.16970,62.200000,0.150000, , ,4259.00,71.02,10.83,-0.790,1539.7100000
53,BD+20 2457 c,BD+20 2457,621.99000000,2.010000,12.400,3963.17000,11.400000,0.180000, , ,4137.00,49.00,2.80,-1.000,1539.7100000
54,BD+20 274 b,BD+20 274,578.20000000,1.300000,13.000,1334.88600,3.340000,0.210000, , ,4296.00,17.30,0.80,-0.460,1322.5100000
55,BD+20 594 b,BD+20 594,41.68550000,0.241000,2.578,22.24810,7.890000,0.000000,546,55.800000,5766.00,1.08,1.67,-0.150,179.4610000
56,BD+45 564 b,BD+45 564,307.88000000,0.830000,13.600,432.24663,0.944000,0.120000, , ,5004.00,0.81,0.81,-0.090,53.6220000
57,BD+48 738 b,BD+48 738,392.60000000,1.000000,13.900,289.22530,0.592000,0.200000, , ,4414.00,11.00,0.74,-0.200,871.4930000
58,BD+48 740 b,BD+48 740,733.00000000,1.700000,13.500,540.31100,1.210000,0.760000, , ,4534.00,10.33,1.09,-0.130,666.5890000
59,BD+49 828 b,BD+49 828,2590.00000000,4.200000,13.500,508.50000,1.140000,0.350000, , ,4943.00,7.60,1.52,-0.190,442.0420000
60,BD+55 362 b,BD+55 362,265.59000000,0.780000,14.000,228.83645,0.458000,0.270000, , ,5012.00,0.90,0.91,0.180,52.5697000
61,BD+60 1417 b,BD+60 1417, ,1662.000000,14.684,4767.42610,8.270000, ,1303, ,4993.00,0.80,1.00, ,44.9543000
62,BD+63 1405 b,BD+63 1405,1198.48000000,2.060000,13.000,1258.60049,3.150000,0.880000, , ,5000.00,0.80,0.82,-0.090,38.0473000
63,BD-00 4475 b,BD-00 4475,723.20000000,1.480000,12.000,7961.60160,25.300000,0.390000, , ,5040.00,0.84,0.81,-0.140,42.6402000
64,BD-06 1339 b,BD-06 1339,3.87280000,0.042800,2.850,8.50000,2.020000,0.000000, , ,4324.00,0.69,0.70,-0.140,20.2695000
65,BD-06 1339 c,BD-06 1339,125.94000000,0.435000,8.380,53.00000,0.495000,0.310000, , ,4324.00,0.69,0.70,-0.140,20.2695000
66,BD-08 2823 b,BD-08 2823,5.60000000,0.060000,3.610,12.71320,1.480000,0.150000, , ,4816.00,0.71,0.50,-0.060,41.3342000
67,BD-08 2823 c,BD-08 2823,237.60000000,0.680000,12.500,104.00000,0.293000,0.190000, , ,4746.00,0.72,0.74,-0.070,41.3342000
68,BD-10 3166 b,BD-10 3166,3.48777000,0.040000,14.100,187.51970,0.368000,0.020000, , ,5393.00,0.91,1.47,0.380,84.4069000
69,BD-11 4672 b,BD-11 4672,1634.00000000,2.360000,14.100,206.58950,0.405000,0.050000, , ,4550.00,0.64,0.65,-0.350,27.1665000
70,BD-11 4672 c,BD-11 4672,74.20000000,0.300000,4.040,15.37000,1.280000,0.400000, , ,4550.00,0.64,0.65,-0.350,27.1665000
71,BD-13 2130 b,BD-13 2130,714.29999000,1.660000,12.500,3108.37740,8.750000,0.210000, , ,4545.00,19.17,2.12,-0.080,925.2140000
72,BD-17 63 b,BD-17 63,655.60000000,1.340000,12.800,1620.90000,4.250000,0.540000, , ,4714.00,0.69,0.74,-0.030,34.4603000
73,CD Cet b,CD Cet,2.29070000,0.018500,1.820,3.95000,3.600000, ,464, ,3130.00,0.17,0.16,0.130,8.6071500
74,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.50000000,2.600000,12.400,3337.10000,9.620000, ,370, ,580.50, ,0.02, ,23.1000000
75,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.00000000,200.000000,20.849,2479.06157,1.500000, ,1800, ,2320.00,0.24,0.01, , 
76,CHXR 73 b,CHXR 73, ,210.000000,12.300,3994.48600,11.800000, , , ,3099.00, ,0.35, ,190.3740000
77,CI Tau b,CI Tau,8.98910000, ,12.400,3686.82800,10.600000,0.250000, , ,3807.00,1.88,0.90, ,157.9980000
78,COCONUTS-2 b,COCONUTS-2 A,402000000.00000000,7506.000000,12.442,2002.31896,5.710000, ,434, ,3406.00,0.39,0.37,0.000,10.8864000
79,CT Cha b,CT Cha, ,440.000000,24.660,5403.00000,1.980000, ,2600, ,4403.00,1.68, ,-0.560,190.7200000
80,CoRoT-1 b,CoRoT-1,1.50895570,0.027520,16.700,327.35000,0.380000,0.000000,1898,4.920000,5950.00,1.11,0.95,-0.300,787.9090000
81,CoRoT-10 b,CoRoT-10,13.24060000,0.105500,10.870,874.00000,3.700000,0.530000,600,31.330000,5075.00,0.79,0.89,0.260,338.3860000
82,CoRoT-11 b,CoRoT-11,2.99433000,0.043600,16.030,740.51000,0.990000,0.000000,1657,6.890000,6440.00,1.37,1.27,-0.030,655.0370000
83,CoRoT-12 b,CoRoT-12,2.82804200,0.040160,16.140,291.43800,0.411000,0.070000,1442,8.097200,5675.00,1.12,1.08,0.160,1126.3700000
84,CoRoT-13 b,CoRoT-13,4.03519000,0.051000,9.920,415.70400,2.340000,0.000000,1700,10.810000,5945.00,1.01,1.09,0.010,1148.9300000
85,CoRoT-14 b,CoRoT-14,1.51214000,0.027000,12.220,2415.40000,7.300000,0.000000,1952,4.780000,6035.00,1.21,1.13,0.050,1744.6000000
86,CoRoT-16 b,CoRoT-16,5.35227000,0.061800,13.110,170.03200,0.440000,0.330000, ,11.200000,5650.00,1.19,1.10,0.190,732.4090000
87,CoRoT-17 b,CoRoT-17,3.76810000,0.046100,11.430,772.29000,2.820000,0.000000,1626,6.230000,5740.00,1.59,1.04,0.000,1176.1200000
88,CoRoT-18 b,CoRoT-18,1.90006930,0.029500,14.680,1102.82000,2.200000,0.080000,1550,6.350000,5440.00,1.00,0.95,-0.100,764.8890000
89,CoRoT-19 b,CoRoT-19,3.89713000,0.051800,14.460,352.78000,0.710000,0.047000,2000,6.700000,6090.00,1.65,1.21,-0.020,790.6630000
90,CoRoT-2 b,CoRoT-2,1.74299350,0.027980,16.432,1102.82000,1.470000,0.014300,1521,6.765900,5625.00,0.91,0.96,0.040,213.2830000
91,CoRoT-20 b,CoRoT-20,9.24285000,0.090000,9.416,1366.66900,8.870000,0.590000,1024,18.950000,5880.00,1.02,1.14,0.140,844.0610000
92,CoRoT-20 c,CoRoT-20,1675.00000000,2.900000,12.200,5403.11000,16.400000,0.600000, , ,4947.50,1.37,1.14,0.140,844.0610000
93,CoRoT-21 b,CoRoT-21,2.72474000,0.041700,14.572,718.29580,1.360000,0.000000, ,4.600000,6200.00,1.95,1.29,0.000,1398.8341969
94,CoRoT-22 b,CoRoT-22,9.75598000,0.092000,4.880,12.20000,0.249000,0.077000,885,17.300000,5939.00,1.14,1.10,0.170,627.1580000
95,CoRoT-23 b,CoRoT-23,3.63130000,0.048000,11.770,889.90000,3.000000,0.160000,1660,6.850000,5900.00,1.61,1.14,0.050,1060.9700000
96,CoRoT-24 b,CoRoT-24,5.11340000,0.056000,3.700,5.70000,0.900000,0.000000,1070,10.900000,4950.00,0.86,0.91,0.300,591.5550000
97,CoRoT-24 c,CoRoT-24,11.75900000,0.098000,5.000,28.00000,1.300000,0.000000,850,18.000000,4950.00,0.86,0.91,0.300,591.5550000
98,CoRoT-25 b,CoRoT-25,4.86069000,0.057800,12.110,85.81000,0.150000,0.000000,1330,10.200000,6040.00,1.19,1.09,-0.010,1103.4800000
99,CoRoT-26 b,CoRoT-26,4.20474000,0.052600,14.120,165.26000,0.280000,0.000000,1600,6.280000,5590.00,1.79,1.09,0.010,1045.1800000
100,CoRoT-27 b,CoRoT-27,3.57532000,0.047600,11.287,3302.11000,12.600000,0.065000,1500,9.480000,5900.00,1.08,1.05,-0.100,1010.2800000
101,CoRoT-28 b,CoRoT-28,5.20851000,0.060300,10.705,153.82972,0.690000,0.047000, ,7.290000,5150.00,1.78,1.01,0.150,766.1830000
102,CoRoT-29 b,CoRoT-29,2.85057000,0.038600,10.088,270.15550,1.450000,0.082000, ,9.220000,5260.00,0.90,0.97,0.200,806.5070000
103,CoRoT-3 b,CoRoT-3,4.25680000,0.057830,11.320,6883.91000,26.400000,0.000000,1695,7.800000,6740.00,1.56,1.37,0.140,768.7710000
104,CoRoT-30 b,CoRoT-30,9.06005000,0.084400,11.310,921.70700,3.450000,0.007000, ,21.000000,5650.00,0.91,0.98,0.020,1032.2300000
105,CoRoT-31 b,CoRoT-31,4.62941000,0.058600,16.365,266.97720,0.330000,0.020000, ,7.200000,5700.00,2.15,1.25,0.000,2005.7600000
106,CoRoT-35 b,CoRoT-35,3.22748000,0.042900,18.831,349.61125,0.290000,0.000000,1747, ,6390.00,1.65,1.01,-0.500,1123.2100000
107,CoRoT-36 b,CoRoT-36,5.61653100,0.066000,15.805,216.12332,0.250000,0.000000,1567, ,6730.00,1.52,1.32,-0.100,925.9580000
108,CoRoT-4 b,CoRoT-4,9.20205000,0.090000,13.340,228.83000,0.525000,0.000000,1074,17.360000,6190.00,1.17,1.16,0.050,726.4120000
109,CoRoT-5 b,CoRoT-5,4.03789620,0.049470,15.558,148.42000,0.217000,0.090000,1438,9.540000,6100.00,1.19,1.00,-0.250,882.4720000
110,CoRoT-6 b,CoRoT-6,8.88659300,0.085500,13.068,940.74000,2.320000,0.100000,1017,17.940000,6090.00,1.03,1.05,-0.200,645.2940000
111,CoRoT-7 b,CoRoT-7,0.85359163,0.017016,1.681,4.07661,9.355000,0.000000,1756,4.260000,5275.00,0.83,0.82,0.050,159.9060000
112,CoRoT-7 c,CoRoT-7,3.69800000,0.046000,2.830,8.40000,2.040000,0.000000, , ,5256.00,0.86,0.90,0.060,159.9060000
113,CoRoT-7 d,CoRoT-7,8.96600000, ,4.310,17.14200,1.180000, , , ,5250.00,0.84,0.92,0.020,159.9060000
114,CoRoT-8 b,CoRoT-8,6.21229000,0.063000,6.390,69.92000,1.600000,0.000000,870,17.600000,5080.00,0.77,0.88,0.300,322.0370000
115,CoRoT-9 b,CoRoT-9,95.27265600,0.402100,11.949,266.97720,0.860000,0.133000,420,89.900000,5625.00,0.96,0.96,-0.010,412.9800000
116,CoRoTID 223977153 b,CoRoTID 223977153,6.71837000,0.071000,6.389,47.67450,1.100000, ,938,11.690000,5970.00,0.79,1.08,0.000,576.6830000
117,DE CVn b,DE CVn,4098.10000000,5.750000,12.400,3823.27330,11.000000,0.000000, , ,3579.00,0.42,0.51, ,30.5225000
118,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,246.36000000,0.360000,11.900,9057.77000,29.500000,0.345000, , , , ,0.07, ,20.7700000
119,DH Tau b,DH Tau, ,330.000000,30.264,3496.00000,0.693000, ,2200, ,4371.00,0.27,0.33, ,134.8460000
120,DMPP-1 b,DMPP-1,18.57000000,0.146200,5.290,24.27000,0.901000,0.083000,877, ,6196.00,1.26,1.21, ,62.5388000
121,DMPP-1 c,DMPP-1,6.58400000,0.073300,3.060,9.60000,1.840000,0.057000,1239, ,6196.00,1.26,1.21, ,62.5388000
122,DMPP-1 d,DMPP-1,2.88200000,0.042200,1.650,3.35000,4.100000,0.070000,1632, ,6196.00,1.26,1.21, ,62.5388000
123,DMPP-1 e,DMPP-1,5.51600000,0.065100,1.860,4.13000,3.530000,0.070000,1314, ,6196.00,1.26,1.21, ,62.5388000
124,DMPP-2 b,DMPP-2,5.20720000,0.066400,14.300,138.89171,0.261000,0.078000,1000, ,6500.00,1.78,1.44, ,137.9400000
125,DMPP-3 A b,DMPP-3 A,6.67320000,0.066200,1.410,2.58000,5.060000,0.140000,854, ,5138.00,0.91,0.87,0.180,45.2300000
126,DP Leo b,DP Leo,10220.00000000,8.190000,12.700,1995.88832,5.350000,0.390000, , ,13500.00,0.01,0.69, ,305.6840000
127,DS Tuc A b,DS Tuc A,8.13826800, ,5.700,413.17900, ,0.000000,850,20.350000,5428.00,0.96,1.01,0.000,44.0622000
128,EPIC 201170410.02,EPIC 201170410,6.79870000,0.034900,1.047,1.15000,5.510000,0.000000, , ,3648.00,0.28,0.29,-0.048,134.0000000
129,EPIC 201238110 b,EPIC 201238110,28.16560000, ,1.870,4.16000,3.500000, , ,61.500000,3587.00,0.37,0.41, ,159.2590000
130,EPIC 201427007 b,EPIC 201427007,0.72091000, ,1.500,2.86000,4.660000, , ,3.100000,5633.00,0.94,0.93,-0.053,706.3910000
131,EPIC 201497682 b,EPIC 201497682,2.13174000, ,0.692,0.26000,4.310000, , , ,4991.00,0.55,0.78,-0.089,253.0260000
132,EPIC 201595106 b,EPIC 201595106,0.87721400, ,1.300,2.24000,5.600000, ,1874,5.800000,5820.00,0.93,1.02,-0.010,232.1000000
133,EPIC 201615463 c,K2-166,3.80464000, ,1.220,1.98000,5.990000, , , ,5942.50,1.60,1.07,-0.051,476.8820000
134,EPIC 201754305 d,K2-16,2.71578000, ,1.030,1.08000,5.430000, , , ,4761.00,0.54,0.67,-0.330,334.9670000
135,EPIC 201757695.02,EPIC 201757695,2.04780000,0.029600,0.908,0.68800,5.050000,0.000000, , ,4520.00,0.66,0.73,-0.003,577.6000000
136,EPIC 201833600 c,K2-50,3.96151000, ,1.000,0.97200,5.340000, , ,12.400000,4292.67,0.63,0.61,-0.113,257.4430000
137,EPIC 201841433 b,EPIC 201841433,4.16980000,0.035000,1.040,1.12000,5.470000, , ,11.500000,5053.00,0.63,0.80,0.000,436.4880000
138,EPIC 205950854 c,K2-168,8.05072200, ,1.310,2.27000,5.550000, ,961,16.180000,5502.70,0.83,0.88,-0.130,243.9350000
139,EPIC 206024342 b,EPIC 206024342,4.50756000, ,1.700,3.53000,3.950000, , ,13.900000,5724.00,0.82,0.93,-0.220,369.8880000
140,EPIC 206024342 c,EPIC 206024342,0.91172400, ,1.400,2.54000,5.090000, , ,4.700000,5724.00,1.10,0.93,-0.220,369.8880000
141,EPIC 206024342 d,EPIC 206024342,14.64753100, ,2.600,7.27000,2.270000, , ,29.000000,5724.00,1.10,0.93,-0.220,369.8880000
142,EPIC 206032309 b,EPIC 206032309,2.87814000, ,1.010,1.01000,5.390000, , , ,3489.00,0.37,0.22, ,161.3650000
143,EPIC 206042996 b,EPIC 206042996,5.29860000, ,1.700,3.53000,3.950000, , ,16.000000,4114.00,0.50,0.57,0.006,451.7690000
144,EPIC 206042996 c,EPIC 206042996,0.35488400, ,1.200,1.87000,5.950000, , ,2.600000,4114.00,0.50,0.57,0.006,451.7690000
145,EPIC 206215704 b,EPIC 206215704,2.25543600, ,1.000,0.97200,5.340000, , ,17.000000,3297.00,0.25,0.41,-0.330,109.8880000
146,EPIC 206317286 b,EPIC 206317286,1.58252000, ,0.960,0.84000,5.220000, , ,6.100000,4864.00,0.67,0.71,0.019,314.3500000
147,EPIC 206317286 c,EPIC 206317286,17.51547200, ,2.094,5.03000,3.010000, , ,34.540000,4752.00,0.76,0.83,0.019,314.3500000
148,EPIC 211822797 b,EPIC 211822797,21.17019630,0.119500,1.920,4.35000,3.380000,0.060000,431,44.370000,4057.00,0.58,0.62,0.200,186.1970000
149,EPIC 211945201 b,EPIC 211945201,19.49221000,0.149300,5.760,27.00000,0.650000,0.000000,817,35.630000,6069.00,1.39,1.17,0.100,181.6900000
150,EPIC 212297394 b,EPIC 212297394,2.28936300, ,1.480,2.79000,4.730000, ,1149,8.530000,5171.00,0.80,0.83,-0.030,418.3950000
151,EPIC 212297394 c,EPIC 212297394,5.21396500, ,2.270,5.77000,2.710000, ,866,14.450000,5171.00,0.80,0.83,-0.030,418.3950000
152,EPIC 212424622 b,EPIC 212424622,18.09830000, ,2.170,5.35000,2.880000, , ,27.900000,5782.33,1.22,1.11, ,611.8040000
153,EPIC 212499991 b,EPIC 212499991,34.88500000, ,1.600,3.19000,4.280000, , , ,4982.79,0.76,0.91, ,283.2900000
154,EPIC 212587672 b,EPIC 212587672,15.28078000, ,1.260,2.13000,5.850000, ,756,30.750000,6004.00,0.98,0.99,-0.180,320.0700000
155,EPIC 212587672 c,EPIC 212587672,23.22855500, ,2.320,5.99000,2.640000, ,658,50.740000,6004.00,0.98,0.99,-0.180,320.0700000
156,EPIC 212624936 b,EPIC 212624936,0.57865700, ,1.200,1.87000,5.950000, , ,3.000000,5765.00,0.93,1.00,-0.390,561.9290000
157,EPIC 212624936 c,EPIC 212624936,11.81143700, ,2.300,5.90000,2.660000, , ,41.000000,5765.00,0.93,1.00,-0.390,561.9290000
158,EPIC 212737443 b,EPIC 212737443,13.60300000,0.098000,2.586,7.20000,2.290000,0.200000,536,31.994000,4684.00,0.67,0.69,-0.137,336.2500000
159,EPIC 212737443 c,EPIC 212737443,65.55000000,0.280000,2.690,7.70000,2.170000,0.200000,316,91.172000,4684.00,0.67,0.69,-0.137,336.2500000
160,EPIC 220492298 b,EPIC 220492298,0.76240600, ,0.990,0.93700,5.310000, , ,3.200000,5620.00,0.89,0.95,0.280,624.5120000
161,EPIC 220554210 c,K2-282,0.70531000, ,1.600,3.19000,4.280000, , ,3.000000,5499.00,1.00,0.94,-0.230,496.2890000
162,EPIC 220674823 b,EPIC 220674823,0.57121200,0.013120,1.600,7.72000,8.500000,0.000000,2119,2.900000,5613.00,0.95,0.93,0.010,244.5900000
163,EPIC 220674823 c,EPIC 220674823,13.33461500,0.109100,2.200,5.80000,2.000000,0.180000,741,26.000000,5613.00,0.95,0.93,0.010,244.5900000
164,EPIC 228836835 b,EPIC 228836835,0.72811300, ,1.100,1.37000,5.660000, ,932,6.400000,3782.00,0.32,0.42,-0.180,150.1240000
165,EPIC 246851721 b,EPIC 246851721,6.18023500,0.072290,11.781,953.49000,3.100000, ,1401,9.800000,6202.00,1.59,1.32,0.141,372.6320000
166,EPIC 248847494 b,EPIC 248847494,3650.00000000,4.500000,12.442,4131.79000, ,0.000000,183, ,4898.00,2.70,0.90,-0.230,551.8860000
167,EPIC 249893012 b,EPIC 249893012,3.59510000,0.047000,1.950,8.75000,6.390000,0.060000,1616,5.930000,5430.00,1.71,1.05,0.200,321.2960000
168,EPIC 249893012 c,EPIC 249893012,15.62400000,0.130000,3.670,14.67000,1.620000,0.070000,990,15.790000,5430.00,1.71,1.05,0.200,321.2960000
169,EPIC 249893012 d,EPIC 249893012,35.74700000,0.220000,3.940,10.18000,0.910000,0.150000,752,27.420000,5430.00,1.71,1.05,0.200,321.2960000
170,FU Tau b,FU Tau, ,800.000000,12.200,5085.28000,15.400000, ,2375, ,2838.00, ,0.05, ,133.4950466
171,G 264-012 b,G 264-012,2.30538000,0.022790,1.390,2.50000,5.120000, ,587, ,3326.00,0.30,0.30,0.100,16.0090000
172,G 264-012 c,G 264-012,8.05180000,0.052500,1.760,3.75000,3.780000, ,387, ,3326.00,0.30,0.30,0.100,16.0090000
173,G 9-40 b,G 9-40,5.74600700,0.038500,2.025,11.70000, ,0.000000,456,27.000000,3348.00,0.31,0.29,0.040,27.9276000
174,GJ 1002 b,GJ 1002,10.34650000,0.045700,1.030,1.08000,5.430000, ,231, ,3024.00,0.14,0.12,-0.250,4.8486700
175,GJ 1002 c,GJ 1002,21.20200000,0.073800,1.100,1.36000,5.610000, ,182, ,3024.00,0.14,0.12,-0.250,4.8486700
176,GJ 1061 b,GJ 1061,3.20400000,0.021000,1.100,1.37000,5.660000,0.310000, , ,2953.00,0.16,0.12,-0.080,3.6727800
177,GJ 1061 c,GJ 1061,6.68900000,0.035000,1.180,1.74000,5.820000,0.290000, , ,2953.00,0.16,0.12,-0.080,3.6727800
178,GJ 1061 d,GJ 1061,13.03100000,0.054000,1.160,1.64000,5.770000,0.530000, , ,2953.00,0.16,0.12,-0.080,3.6727800
179,GJ 1132 b,GJ 1132,1.62893100,0.015300,1.130,1.66000,6.300000,0.220000,529,16.000000,3270.00,0.21,0.18,-0.120,12.6130000
180,GJ 1132 c,GJ 1132,8.92900000,0.047600,1.430,2.64000,4.960000,0.270000,300, ,3270.00,0.21,0.18,-0.120,12.6130000
181,GJ 1148 b,GJ 1148,41.38000000,0.166000,11.900,96.70000,0.315000,0.380000, , ,3287.00,0.36,0.34,0.160,11.0143000
182,GJ 1148 c,GJ 1148,532.58000000,0.912000,9.710,68.06000,0.409000,0.342000, , ,3287.00,0.36,0.34,0.160,11.0143000
183,GJ 1151 c,GJ 1151,389.70000000,0.571400,3.250,10.62000,1.700000, , , ,3280.00,0.18,0.16,-0.120,8.0362500
184,GJ 1214 b,GJ 1214,1.58040433,0.014900,2.742,8.17000,2.200000,0.063000,596,14.850000,3250.00,0.21,0.18,0.290,14.6427000
185,GJ 1252 b,GJ 1252,0.51824160,0.009150,1.180,1.32000,4.410000,0.000000,1089,5.030000,3458.00,0.39,0.38,0.100,20.3730000
186,GJ 1265 b,GJ 1265,3.65110000,0.026000,2.630,7.40000,2.240000,0.040000, , ,3236.00,0.19,0.18,-0.040,10.2525000
187,GJ 143 b,GJ 143,35.61253000,0.191500,2.610,22.70000,7.000000,0.188000,422,60.100000,4640.00,0.70,0.73,0.003,16.3200000
188,GJ 15 A b,GJ 15 A,11.44070000,0.072000,1.550,3.03000,4.470000,0.094000,550, ,3607.00,0.38,0.38,-0.340,3.5622800
189,GJ 15 A c,GJ 15 A,7600.00000000,5.400000,6.670,36.00000,0.667000,0.270000, , ,3607.00,0.38,0.38,-0.340,3.5622800
190,GJ 160.2 b,GJ 160.2,5.23540000,0.053000,3.170,10.20000,1.760000,0.060000, , ,4347.00,0.66,0.69, ,25.8557000
191,GJ 163 b,GJ 163,8.63182000,0.060700,3.250,10.60000,1.700000,0.073000, , ,3500.00,0.41,0.40,0.100,15.1285000
192,GJ 163 c,GJ 163,25.63058000,0.125400,2.500,6.80000,2.390000,0.099000, , ,3500.00,0.41,0.40,0.100,15.1285000
193,GJ 163 d,GJ 163,603.95116000,1.030400,5.920,29.40000,0.779000,0.373000, , ,3500.00,0.41,0.40,0.100,15.1285000
