,orbital_period_[days],equilibrium_temperature_[k],orbit_semi-major_axis_[au])
4669,13.3997099,886.0,0.1168
4670,3.5827463,1064.0,0.0445
4671,15.6049212,1013.0,0.1266
4672,9.4060467,981.0,0.0878
4673,7.84931739,925.0,0.0726
4674,0.99166527,2102.0,0.0205
4675,10.139623,447.0,0.082
4676,43.595792,275.0,0.218
4677,7.61760804,1020.0,0.0772
4678,8.18504949,892.0,0.0794
4679,3.05710069,1202.0,0.04
4680,174.509835,260.0,0.546
4681,2.71603809,1360.0,0.0396
4682,4.56380468,980.0,0.051
4683,66.373379,471.0,0.3237
4684,2.94654179,1497.0,0.0427
4685,4.34195123,1236.0,0.0527
4686,122.363553,407.0,0.4823
4688,4.309397,1134.0,0.05511
4689,13.699429,771.0,0.1192
4691,386.370548,209.0,0.9712
4692,7.29804993,786.0,0.0689
4693,2.20921951,1507.0,0.0336
4694,11.17931605,1159.0,0.1074
4695,2.27163926,1522.0,0.0351
4696,0.68368426,2023.0,0.0089
4697,85.7565495,528.0,0.3912
4698,196.435224,324.0,0.6421
4699,13.6473676,913.0,0.1075
4700,16.4735686,612.0,0.1126
4701,114.34219,429.0,0.4679
4702,4.921355,868.0,0.054
4703,7.06424,769.0,0.068
4704,8.70181574,750.0,0.0777
4705,5.1762429,1243.0,0.0586
4706,3.91795101,1030.0,0.0482
4707,1.5184299,1926.0,0.0264
4708,3.9466141,981.0,0.0471
4709,47.3126192,658.0,0.2788
4710,6.76284377,1337.0,0.0761
4711,27.4785572,736.0,0.181
4712,6.10826019,1267.0,0.0706
4713,23.6225913,797.0,0.1611
4714,6.919798,961.0,0.069
4715,19.446355,681.0,0.137
4716,101.951829,428.0,0.4322
4717,92.263714,469.0,0.4204
4718,10.8118737,922.0,0.0994
4719,4.36128348,1000.0,0.0518
4720,3.29030452,540.0,0.0327
4721,287.378949,350.0,0.8748
4722,4.13962966,1352.0,0.0537
4723,7.20283653,794.0,0.0643
4724,76.378033,240.0,0.2952
4725,3.87595807,1081.0,0.0485
4726,7.810937,906.0,0.078
4727,21.347262,648.0,0.152
4728,509.997402,182.0,1.1218
4729,4.09513932,1122.0,0.0511
4730,448.303558,369.0,0.6762
4731,186.404271,925.0,0.3875
4732,374.876239,282.0,1.0525
4733,469.63111,200.0,1.117
4734,425.47785,248.0,1.1546
4735,6.10960324,1093.0,0.0596
4736,259.33683,304.0,0.745
4737,9.878482,1003.0,0.0932
4738,5.03503,1141.0,0.058
4739,10.945723,881.0,0.097
4740,28.986769,637.0,0.187
4741,7.5844126,1228.0,0.0836
4742,19.672266,908.0,0.1473
4743,32.657212,767.0,0.2065
4744,12.2057513,895.0,0.1016
4745,6.6513802,1095.0,0.0678
4746,5.342657,799.0,0.0531
4747,21.0907758,606.0,0.142
4748,16.1779561,754.0,0.1285
4749,4.48558383,365.0,0.0295
4751,8.689099,307.0,0.0514
4752,19.53527,234.0,0.0649
4753,8.180848,716.0,0.072
4754,15.31299,581.0,0.11
4755,1.53818001,602.0,0.0167
4756,9.87863917,393.0,0.0692
4757,38.09722,268.0,0.1654
4758,140.2524,284.0,0.4706
4759,1047.8356,206.0,2.026
4760,11.8728787,863.0,0.103
4761,31.562,651.0,0.1974
4763,3.84937278,2034.0,0.0544
4764,7.650254,772.0,0.072
4765,34.260281,468.0,0.195
4766,1.55400393,1313.0,0.0246
4767,175.06,243.0,0.633
4768,17.6046,362.0,0.1072
4769,14.3868,776.0,0.1137
4770,11.9548,906.0,0.1006
4771,25.8476,672.0,0.1761
4772,40.7157,578.0,0.2383
4773,83.5781,655.0,0.4256
4774,15.434,721.0,0.124
4775,9.51216,530.0,0.0745
4776,1.60932005,958.0,0.0228
4777,4.3931539,918.0,0.04825
4778,7.406106,771.0,0.0684
4779,21.80379,538.0,0.1404
4780,1071.23205,134.0,1.883
4781,20.4998,731.0,0.1528
4782,4.16787,962.0,0.0491
4783,150.878,423.0,0.5726
4784,33.7888,611.0,0.2127
4785,62.5611,417.0,0.3017
4786,63.0382,465.0,0.3076
4787,29.9221,782.0,0.1954
4788,22.064,712.0,0.1624
4789,147.974,329.0,0.5302
4790,9.75376,813.0,0.0892
4791,4.425391,1240.0,0.056
4792,13.193242,862.0,0.116
4793,8.77424,771.0,0.0784
4794,69.8956,442.0,0.32
4795,14.8334,694.0,0.1134
4796,15.0337,669.0,0.1182
4797,47.7055,347.0,0.2253
4798,20.4905,625.0,0.1485
4799,9.30987,913.0,0.0866
4800,5.77954,598.0,0.0532
4801,5.62012,772.0,0.0577
4802,8.483,879.0,0.0798
4803,3.250619,962.0,0.04
4804,6.195469,776.0,0.062
4805,8.348125,702.0,0.075
4806,13.767102,595.0,0.105
4807,87.090195,321.0,0.359
4808,234.636,267.0,0.7097
4809,3.8482,1283.0,0.0495
4810,5.95966,897.0,0.0646
4811,12.0999,807.0,0.1011
4812,5.36370993,1059.0,0.0588
4813,3.89526,956.0,0.0449
4814,4.7329,957.0,0.0529
4815,65.9409,454.0,0.3244
4816,33.4969,630.0,0.2008
4817,1.2107,1351.0,0.0203
4818,3.49082,1010.0,0.0418
4819,1.4857108,1570.0,0.02591
4820,7.930592,899.0,0.08
4821,16.665863,702.0,0.131
4822,234.239,329.0,0.7576
4823,169.134,273.0,0.5608
4824,18.5012,555.0,0.1275
4825,988.88112,254.0,2.027
4826,9.03502,789.0,0.08
4829,65.70459747,472.0,0.3192
4830,4.166972,1053.0,0.05
4831,11.463462,752.0,0.098
4832,39.595519,497.0,0.223
4833,14.91110039,694.0,0.1159
4834,21.06080055,669.0,0.1463
4835,13.81499958,391.0,0.0903
4836,18.01160049,900.0,0.1469
4837,10.27530003,1211.0,0.1047
4838,35.59730148,646.0,0.2178
4839,35.58100128,408.0,0.1916
4840,30.65279961,780.0,0.2014
4841,135.1880035,345.0,0.4878
4842,6.14955998,1287.0,0.0674
4843,2.940309,1256.0,0.04
4844,6.388996,970.0,0.068
4845,14.627119,736.0,0.118
4846,35.118736,550.0,0.211
4847,12.70639992,697.0,0.1043
4848,4.59238005,924.0,0.0519
4849,9.17856979,753.0,0.0819
4850,39.75289917,568.0,0.2249
4851,6.45442009,999.0,0.0683
4852,16.71990013,767.0,0.1302
4853,18.39629936,582.0,0.1306
4854,9.02929974,757.0,0.0796
4855,4.78299999,886.0,0.0535
4856,4.22097015,595.0,0.0418
4857,4.263742,1179.0,0.048
4858,8.005777,956.0,0.074
4859,13.81019974,833.0,0.1131
4860,21.76129913,486.0,0.1401
4861,32.31240082,699.0,0.2015
4862,9.22957993,1021.0,0.0933
4863,6.7968502,985.0,0.0714
4864,7.71792984,502.0,0.0621
4865,37.81029892,566.0,0.2188
4866,64.61750031,383.0,0.297
4867,7.67463016,957.0,0.0781
4868,7.34370995,839.0,0.0697
4869,13.98179,553.0,0.1
4870,44.000529,377.0,0.214
4871,247.35373,212.0,0.677
4872,8.17240047,858.0,0.0779
4873,2.75759006,615.0,0.0296
4874,49.47819901,462.0,0.2587
4875,7.64971018,1144.0,0.0822
4876,37.10110092,532.0,0.2093
4877,3.01619005,1449.0,0.0408
4878,321.2120056,310.0,0.9453
4879,6.23031998,875.0,0.066
4880,5.82352018,955.0,0.0615
4881,14.53409958,420.0,0.0956
4882,11.903515,827.0,0.105
4883,34.035257,583.0,0.213
4884,205.9120026,298.0,0.6785
4885,7.01731014,984.0,0.0712
4886,56.35850143,419.0,0.2698
4887,16.00460052,583.0,0.1179
4888,8.19594955,672.0,0.0718
4889,24.81209946,631.0,0.1668
4890,2.35575008,1093.0,0.0319
4891,19.65640068,549.0,0.1335
4892,9.97721005,1028.0,0.0919
4893,3.7202301,954.0,0.0429
4894,5.433074,841.0,0.058
4895,12.759712,633.0,0.102
4896,25.751974,501.0,0.163
4897,51.16579,398.0,0.2494
4898,38.3260994,480.0,0.2084
4899,4.04354,613.0,0.0413
4900,29.53910065,714.0,0.204
4901,1.48028004,1822.0,0.0257
4902,70.46829987,511.0,0.3512
4903,10.41889954,855.0,0.0917
4904,105.0149994,406.0,0.4229
4905,59.65829849,393.0,0.2873
4906,15.13589954,933.0,0.1286
4907,89.1934967,483.0,0.3987
4908,36.8601,549.0,0.2184
4909,49.40926,497.0,0.2655
4910,16.84189987,699.0,0.1261
4911,88.64399719,391.0,0.3815
4912,3.21509004,1155.0,0.0418
4913,40.80970001,623.0,0.2489
4914,59.77080154,522.0,0.3096
4915,85.65399933,522.0,0.3986
4916,35.01190186,603.0,0.2124
4917,12.18420029,819.0,0.1031
4918,10.08740044,942.0,0.0956
4919,16.34359932,730.0,0.1264
4920,9.576694,846.0,0.085
4921,20.552802,656.0,0.142
4922,96.678988,392.0,0.397
4923,109.4449997,340.0,0.4276
4924,4.88752985,1003.0,0.0574
4925,5.75622988,773.0,0.0582
4926,8.27744007,1088.0,0.077
4927,13.59049988,724.0,0.1072
4928,19.58550072,666.0,0.1379
4929,78.5460968,501.0,0.3659
4930,39.31370163,540.0,0.227
4931,2.80012012,956.0,0.0343
4932,80.23190308,380.0,0.3543
4933,2.735926,1075.0,0.036
4934,6.40013,810.0,0.064
4935,31.58889961,682.0,0.197
4936,7.72086,1021.0,0.0761
4937,4.1957798,1047.0,0.0488
4938,8.77999973,713.0,0.0787
4939,9.76298046,703.0,0.0821
4940,13.36019993,520.0,0.1002
4941,29.4557991,598.0,0.1879
4942,23.3593998,684.0,0.1637
4943,16.85589981,408.0,0.1082
4944,11.9296999,770.0,0.1028
4945,3.504725,1165.0,0.0447
4946,7.64159,899.0,0.0752
4947,14.85888,720.0,0.1172
4948,13.817124,781.0,0.109
4949,41.885775,540.0,0.229
4950,4.56202984,1533.0,0.0592
4951,10.44089985,829.0,0.0915
4952,15.45020008,581.0,0.0662
4953,33.13610077,357.0,0.1748
4954,12.28849983,913.0,0.1017
4955,8.84794044,479.0,0.0699
4956,9.03332043,729.0,0.0813
4957,10.86060047,1108.0,0.0988
4958,23.3404007,601.0,0.1467
4959,3.7572999,877.0,0.0435
4960,3.137873,1041.0,0.04
4961,4.302149,937.0,0.049
4962,101.1330032,380.0,0.4137
4963,76.42230225,455.0,0.3462
4964,7.16521978,1034.0,0.0765
4965,2.81816006,1059.0,0.0364
4966,2.93535996,1022.0,0.0371
4967,12.19139957,763.0,0.0984
4968,91.50099945,310.0,0.3648
4969,44.29919815,463.0,0.2348
4970,4.64490986,1209.0,0.055
4971,16.48690033,760.0,0.1337
4972,9.825792,935.0,0.096
4973,20.684342,729.0,0.157
4974,31.03249931,561.0,0.1964
4975,16.45809937,644.0,0.1244
4976,22.13339996,507.0,0.1416
4977,21.10339928,718.0,0.1528
4978,95.61100006,421.0,0.4267
4979,1.02586997,1520.0,0.0187
4980,1.61536002,806.0,0.0213
4981,3.70061994,1329.0,0.0455
4982,10.2737999,799.0,0.0924
4983,5.18671989,860.0,0.0559
4984,5.687945,1088.0,0.064
4985,11.637071,857.0,0.103
4986,56.49330139,681.0,0.3259
4987,5.78387022,1051.0,0.0655
4988,3.13878989,1022.0,0.037
4989,6.8921299,1177.0,0.0771
4990,4.60301018,848.0,0.0496
4991,11.96409988,808.0,0.0997
4992,5.25416994,1093.0,0.0602
4993,5.90608978,1012.0,0.065
4994,12.14680004,1097.0,0.1096
4995,5.05675983,1049.0,0.0583
4996,10.687576,780.0,0.092
4997,20.303005,630.0,0.141
4998,29.022358,559.0,0.179
4999,131.1900024,284.0,0.4644
5000,25.88599968,542.0,0.1606
5001,14.02639961,822.0,0.116
5002,25.54339981,772.0,0.171
5003,3.92451,1074.0,0.0478
5004,11.60649967,584.0,0.0885
5005,14.82009983,552.0,0.1089
5006,11.12969971,843.0,0.0989
5007,5.60402012,774.0,0.0563
5008,57.29290009,355.0,0.2597
5009,1.6329,1237.0,0.026
5010,20.729042,530.0,0.139
5011,1.3858,1008.0,0.0206
5012,12.02289963,776.0,0.1016
5013,7.97094011,760.0,0.0762
5014,48.88819885,386.0,0.2395
5015,39.83110046,420.0,0.2119
5016,0.72733098,849.0,0.0115
5017,1.30200005,1344.0,0.0215
5018,8.94340992,946.0,0.0807
5019,88.07160187,330.0,0.3575
5020,2.72959995,1455.0,0.0394
5021,3.8867907,571.0,0.0343
5022,7.267302,464.0,0.0451
5023,13.342996,379.0,0.0781
5024,22.407704,319.0,0.11
5025,129.9441,177.0,0.432
5026,12.73719978,697.0,0.1021
5027,40.0306015,617.0,0.2408
5028,16.05730057,645.0,0.1199
5029,44.99760056,508.0,0.2555
5030,3.88151002,1156.0,0.0488
5031,2.52400994,1203.0,0.0344
5032,11.66009998,834.0,0.1016
5033,9.88735962,768.0,0.0872
5034,211.0339966,215.0,0.6266
5035,8.16736031,865.0,0.0791
5036,4.938864,1244.0,0.059
5037,10.640263,963.0,0.099
5038,3.60694003,1046.0,0.0453
5039,1.95270002,1403.0,0.0308
5040,3.82591009,1005.0,0.0465
5041,0.558842,1787.0,0.0128
5042,56.57320023,356.0,0.2633
5043,34.45859909,559.0,0.2039
5044,6.99202013,1194.0,0.0735
5045,2.37756991,1278.0,0.0351
5046,4.44587994,1063.0,0.0521
5047,10.61340046,987.0,0.0953
5048,2.061897,1463.0,0.032
5049,5.996553,1025.0,0.066
5050,6.30921984,606.0,0.054
5051,159.3939972,289.0,0.5368
5052,13.78730011,894.0,0.1151
5053,103.427002,416.0,0.4438
5054,8.98832035,864.0,0.0845
5055,2.52255988,1205.0,0.036
5056,24.2758007,580.0,0.16
5057,19.94750023,625.0,0.1421
5058,11.39169979,886.0,0.0956
5059,37.30369949,493.0,0.2082
5060,10.399931,678.0,0.088
5061,20.134866,544.0,0.137
5062,4.82059002,1328.0,0.0563
5063,4.02229023,1017.0,0.0473
5064,6.33123016,822.0,0.0633
5065,4.17936993,1194.0,0.0504
5066,2.76266003,1231.0,0.0385
5067,6.07029009,789.0,0.0615
5068,44.87020111,536.0,0.2529
5069,24.22030067,505.0,0.1546
5070,4.76562023,1167.0,0.0522
5071,4.0957799,851.0,0.0457
5072,9.28716,762.0,0.0835
5075,2.019999,1166.0,0.03
5076,3.763024,948.0,0.045
5077,2.9862299,1356.0,0.042
5078,3.48412991,1132.0,0.0453
5079,3.82222009,601.0,0.0385
5080,17.0678997,769.0,0.1321
5081,4.57702017,567.0,0.0436
5082,3.42392993,1212.0,0.0451
5083,7.36268997,901.0,0.0738
5084,5.65245009,856.0,0.0565
5085,14.86390018,620.0,0.1076
5086,2.39160991,1031.0,0.0306
5087,9.939632,722.0,0.087
5088,17.738506,596.0,0.128
5089,5.94504102,857.0,0.0599
5090,5.68876982,645.0,0.0536
5091,5.9907999,987.0,0.0636
5092,6.05921984,976.0,0.0646
5093,14.1960001,818.0,0.1209
5094,30.82789993,585.0,0.1954
5095,13.83539963,809.0,0.114
5096,31.25429916,635.0,0.2053
5097,12.90240002,675.0,0.103
5098,47.0564003,497.0,0.2524
5099,37.88660049,479.0,0.2107
5100,9.926746,803.0,0.09
5101,21.2234,623.0,0.15
5102,6.47027579,926.0,0.0668
5103,30.2541008,660.0,0.2043
5104,20.03479958,967.0,0.1557
5105,13.22259998,740.0,0.1077
5106,52.60969925,553.0,0.2846
5107,15.33170033,821.0,0.1216
5108,46.71640015,531.0,0.2588
5109,42.87770081,451.0,0.2197
5110,73.75039673,677.0,0.3859
5111,19.57783,621.0,0.194
5112,59.36249924,566.0,0.2987
5113,11.38848,979.0,0.106
5114,50.697494,595.0,0.286
5115,13.02680016,643.0,0.1025
5116,38.5760994,619.0,0.2356
5117,0.52417702,1891.0,0.0123
5118,4.94329023,1058.0,0.0561
5119,1.41975999,1700.0,0.0245
5120,3.95140004,1083.0,0.0463
5121,126.5569992,524.0,0.5548
5122,9.68859959,1014.0,0.0943
5123,13.06260014,527.0,0.0938
5124,2.7906599,816.0,0.0334
5125,2.092281,1648.0,0.032
5126,17.308032,815.0,0.131
5127,52.814973,562.0,0.275
5128,4.95061016,885.0,0.0525
5129,31.33510017,666.0,0.2054
5130,4.62604999,1012.0,0.0516
5131,4.85018015,1098.0,0.0571
5132,9.84257984,801.0,0.0918
5133,6.08003998,808.0,0.0597
5134,3.03519011,1143.0,0.0394
5135,6.9636302,1298.0,0.0711
5136,15.57129955,399.0,0.1022
5137,2.20828009,1709.0,0.0352
5138,8.307872,751.0,0.077
5139,34.096863,469.0,0.197
5140,10.77690029,752.0,0.0871
5141,20.65780067,728.0,0.1435
5142,27.21080017,725.0,0.1724
5143,6.24565983,731.0,0.0607
5144,5.88343,949.0,0.0625
5145,14.26519966,853.0,0.117
5146,5.94371986,674.0,0.0563
5147,2.18662,1099.0,0.0299
5148,9.32861996,806.0,0.0856
5149,6.38669014,811.0,0.0617
5150,20.739886,536.0,0.138
5151,47.427737,407.0,0.24
5152,122.0800018,297.0,0.4484
5153,2.29794002,1547.0,0.0354
5154,5.6047101,866.0,0.0588
5155,7.99145985,901.0,0.0783
5156,1.96226001,1448.0,0.0298
5157,2.44082999,986.0,0.0322
5158,41.86869812,492.0,0.2301
5159,8.61742973,733.0,0.0763
5160,7.28169012,1086.0,0.0735
5161,7.2810998,744.0,0.0696
5162,6.64752007,999.0,0.0717
5163,5.599308,1142.0,0.06
5164,10.349695,930.0,0.09
5165,15.677563,810.0,0.119
5166,25.209715,691.0,0.164
5167,7.54425,1084.0,0.0763
5168,11.3295,1215.0,0.1041
5169,17.790037,655.0,0.131
5170,49.567416,465.0,0.259
5171,1.31184443,1562.0,0.0229
5172,23.637604,595.0,0.158
5173,67.093408,420.0,0.316
5174,3.69611525,1105.0,0.0463
5175,10.85409089,772.0,0.0949
5176,77.61130017,401.0,0.3506
5177,6.09852281,1040.0,0.0639
5178,19.57758478,705.0,0.1396
5179,34.94,524.0,0.2055
5180,8.594805,854.0,0.08
5181,10.222157,806.0,0.09
5182,25.672083,683.0,0.175
5183,151.884058,378.0,0.573
5184,4.069427,802.0,0.045
5185,16.282493,505.0,0.113
5186,3.162697,1308.0,0.043
5187,5.370647,1096.0,0.061
5188,11.32972,855.0,0.1
5189,14.400974,828.0,0.117
5190,25.660593,683.0,0.173
5191,2.75564,757.0,0.032
5192,20.306546,389.0,0.122
5193,7.781987,983.0,0.078
5194,13.137471,825.0,0.111
5195,23.44281,681.0,0.163
5196,1.611865,1930.0,0.029
5197,3.071571,1556.0,0.044
5198,5.868075,1254.0,0.068
5199,4.22864,1379.0,0.054
5200,7.466623,1141.0,0.079
5201,11.131786,999.0,0.103
5202,16.259458,880.0,0.132
5203,16.087845,668.0,0.122
5204,41.749882,486.0,0.231
5205,2.78578,2025.0,0.042717
5206,2.453234,737.0,0.032
5207,7.972513,497.0,0.07
5208,4.138575,954.0,0.048
5209,6.04045,841.0,0.062
5210,16.257582,830.0,0.133
5211,31.805174,664.0,0.207
5212,2.46236,1326.0,0.036
5213,4.822962,1060.0,0.057
5214,15.660544,758.0,0.13
5215,28.7798,619.0,0.194
5216,9.360672,784.0,0.084
5217,14.667108,675.0,0.113
5218,30.864423,527.0,0.185
5219,68.16101,405.0,0.314
5220,7.693641,1069.0,0.079
5221,17.406669,814.0,0.136
5222,5.374943,1413.0,0.065
5223,8.586004,1208.0,0.089
5224,3.88689525,1574.0,0.0505
5225,3.619337,1156.0,0.046
5226,44.699576,500.0,0.248
5227,124.5244647,356.0,0.4865
5228,4.585512,1307.0,0.057
5229,22.714613,766.0,0.165
5230,47.903645,598.0,0.272
5231,289.8623,262.0,0.849
5232,4.159807,759.0,0.046
5233,9.034199,586.0,0.076
5234,28.122397,401.0,0.163
5235,45.902733,341.0,0.226
5236,2.795906,1090.0,0.037
5237,5.690586,860.0,0.059
5238,10.04156,712.0,0.087
5239,18.369917,582.0,0.13
5240,3.936981,1004.0,0.048
5241,10.08881,734.0,0.091
5242,28.081912,522.0,0.18
5243,7.38449,1042.0,0.0756
5244,9.84564,947.0,0.0916
5245,14.78869,827.0,0.1201
5246,19.72567,751.0,0.1455
5247,3.132924,937.0,0.038
5248,5.925003,758.0,0.058
5249,11.349393,610.0,0.089
5250,18.643577,517.0,0.124
5251,6.738975,579.0,0.056
5252,18.794234,412.0,0.111
5253,3.940997,1018.0,0.047
5254,5.349555,919.0,0.058
5255,8.109044,800.0,0.076
5256,9.488015,793.0,0.09
5257,54.418694,443.0,0.29
5258,2.566546,1360.0,0.038
5259,4.134444,1160.0,0.052
5260,11.094286,835.0,0.101
5261,6.252972,823.0,0.062
5262,16.068638,600.0,0.117
5263,41.194912,439.0,0.22
5264,7.1073,1157.0,0.075
