,orbit_semi-major_axis_[au]),equilibrium_temperature_[k],insolation_flux_earth,orbital_period_[days]
2492,0.076,500,10.00,9.325038
2493,0.107,420,5.10,15.50192
2496,0.0785,542,60.65,9.795647
2498,0.0834,1006, ,8.596802
2500,0.028,1103,248.00,2.1748
2506,0.009,2100,114.00,0.381073
2507,0.1104,758, ,13.683256
2509,0.1211,801,87.06,15.387063
2510,0.0127,2271, ,0.50557
2511,0.0549,1091, ,4.562546
2512,0.0516,1002, ,4.47904
2513,0.0886,764, ,10.09489
2514,0.134,902, ,15.87209
2515,0.0413,1120, ,3.27108
2517,0.0338,914, ,2.69828
2518,0.0131,1818, ,0.584216
2519,0.0769,750, ,8.32727
2520,0.0409,1529, ,2.86041
2522,0.10356,1030,312.16,11.168454
2523,0.03308,1121,273.00,2.4675
2524,0.06666,790,67.10,7.06005
2525,0.15224,523,12.90,24.3645
2526,0.03558,1828,1860.00,2.18053539
2527,0.046,1587,552.64,3.20466
2528,0.0441,502, ,5.24
2529,0.0576,427, ,7.775
2530,0.0685,399, ,10.115
2531,0.154,709,60.10,20.88977
2532,0.247,560,23.40,42.3391
2533,0.0513,586, ,6.034
2534,0.1159,389, ,20.523
2535,0.1567,507, ,26.8199
2536,0.0494,416, ,6.51389
2537,0.1087,1035, ,11.54182
2538,0.1817,801, ,24.94598
2539,0.1418,638, ,21.06884
2540,0.0959,923, ,11.89307
2541,0.0602,977, ,5.76918
2542,0.0304,979, ,2.25021
2543,0.0615,688, ,6.49424
2544,0.0699,886, ,7.17256
2545,0.1151,1061, ,12.409
2546,0.0287,494,9.91,3.48456408
2547,0.0459,958, ,4.01457
2548,0.0694,437, ,9.30075
2549,0.1041,639, ,13.81513
2550,0.0506,1238,365.82,4.00167
2551,0.0448,791, ,4.09639
2552,0.0923,551, ,12.11839
2553,0.0274,1034, ,1.96417
2554,0.0578,845, ,5.52011
2555,0.0216,789, ,1.60588
2556,0.149,831, ,19.0921
2557,0.1271,795, ,15.48043
2558,0.0962,430,5.80,14.5665
2559,0.0404,1957,2520.03,2.6266657
2560,0.1034,1046,180.00,11.633478
2561,0.2573,470, ,50.818947
2562,0.05023,496, ,5.840002
2563,0.1249,490,9.58,19.482
2564,0.0308,1136, ,2.151676
2565,0.0819,696, ,9.327527
2566,288.6525,888, ,4.528598
2567,288.6525,801, ,6.131243
2568,288.6525,492, ,26.27057
2569,0.0531,1429, ,4.144965
2570,0.06702,902,116.00,6.771315
2571,0.0247,1203, ,1.543069
2572,0.0497,848, ,4.400028
2573,0.077,893,73.77,8.562421
2574,0.1007,747, ,14.4536756
2575,0.0729,849, ,11.7195663
2576,0.0964,655, ,14.1330314
2577,0.0277,1166,126.31,3.2809626
2578,0.0881,653,25.21,8.4388385
2579,0.1291,583, ,18.718269
2580,0.0675,958,195.73,6.326763
2581,0.0488,1711, ,3.334966
2582,0.067,879, ,7.122605
2583,0.0214,568,30.10,2.260455
2584,0.1461,787, ,19.89526
2585,0.0773,665, ,8.687721
2586,0.0499,1057, ,4.169783
2587,0.0291,1186, ,1.921036
2588,0.04771,653,42.60,4.795069
2589,0.03817,1089,234.31,3.471745
2590,0.0824,741,50.35,7.138048
2591,0.1178,620,24.61,10.45582
2592,0.18041,501,10.50,14.76289
2593,0.1768,347, ,27.359
2594,0.1206,804, ,14.893291
2595,0.164,226, ,31.393463
2596,0.107,753, ,13.156969
2597,0.04217,1171,293.00,3.2588321
2598,0.0923,1230, ,9.21165
2599,0.305,676, ,48.36685
2600,0.03261,1301,633.00,2.225177
2601,0.13,795,67.00,16.9841
2602,288.6525,750, ,13.1225
2603,288.6525,1425, ,2.50387
2604,0.0451,852,120.04,4.024867
2605,0.074,504,5.80,10.054626
2606,0.1345,374,1.77,24.646582
2607,0.2097,282,0.80,44.55646
2608,0.04839,1092,299.00,4.098503
2609,288.6525,1214,512.90,3.38628
2610,0.022, ,1272.00,1.25785
2611,288.6525,460,7.45,3.1443189
2612,0.0147,841, ,1.133
2613,0.0582,423, ,5.26
2614,0.0542,432, ,6.22
2615,0.0911,456, ,7.01
2616,0.1516,641, ,26.68
2617,0.0795,837,77.70,8.992
2618,0.13843,634,25.60,20.66093
2619,0.18422,550,14.50,31.71701
2620,0.04899,1066, ,4.34934
2621,0.0142,698, ,1.995
2622,0.041,701,68.55,2.298
2623,0.0594,635, ,8.205
2624,0.1275,318, ,24.93
2625,0.0331,707, ,3.262
2626,0.0419,423, ,6.93
2627,0.0198,1114, ,1.256
2628,0.1016,650,45.70,12.4551225
2629,0.0409,850, ,5.424865
2630,288.6525,969,212.84,13.774798
2631,288.6525,909, ,9.398977
2632,288.6525,673, ,22.996591
2633,288.6525,266, ,17.70632
2634,288.6525,826,102.13,14.759287
2635,288.6525,1380,359.23,5.113981
2636,288.6525,949, ,12.283211
2637,288.6525,569, ,21.194733
2638,288.6525,850, ,16.273563
2639,288.6525,783, ,3.850614
2640,288.6525,508, ,19.507428
2641,0.0442,1687,911.46,2.9956348
2642,288.6525,606, ,29.740451
2643,4535.11,598, ,36.552551
2644,288.6525,861, ,11.561052
2645,288.6525,653, ,2.787174
2646,288.6525,465, ,7.676972
2647,288.6525,722,34.60,3.35585
2648,288.6525,437, ,10.367437
2649,288.6525,450,8.81,26.201446
2650,288.6525,640, ,7.187257
2651,288.6525,908,128.99,4.688418
2652,288.6525,655, ,12.550171
2653,288.6525,518, ,9.032178
2654,0.031,979,211.00,2.399964
2655,0.055,766,68.00,5.608352
2656,288.6525,1158, ,4.163873
2657,288.6525,687, ,19.991944
2658,288.6525,934, ,7.806164
2659,288.6525,1160, ,3.665912
2660,288.6525,885, ,8.234885
2661,288.6525,727, ,14.871387
2662,288.6525,735,33.06,15.466805
2663,288.6525,543, ,3.793306
2664,0.0632,1066, ,5.7385647
2665,0.1599,624, ,21.0267366
2666,0.145,735, ,16.3488637
2667,0.0863,888, ,11.2510285
2668,0.0223,1224,529.00,1.422614
2669,0.05574,788,90.00,5.3410507
2677,0.0511,974,213.30,4.44117
2678,0.0654,861,130.30,6.42904
2679,0.1103,663,45.70,14.09189
2680,288.6525,1328,735.85,2.14084
2681,288.6525,957,198.09,3.114905
2691,0.04994,1266,426.00,4.01593
2692,0.09514,916,117.00,10.56103
2710,0.05708,1670,1356.00,4.60543
2711,288.6525,1300,474.71,3.312792
2723,288.6525,2529,9668.66,0.759978
2724,0.078,563,15.60,10.003417
2730,288.6525,969,146.58,3.435471
2736,0.0511, ,619.04,3.2141
2737,0.0586, ,243.52,5.9382
2738,0.0117, ,921.75,0.8094
2739,0.0426, ,69.53,5.3301
2740,0.0487, ,72.11,4.3696
2741,0.0552, ,56.13,6.669
2742,0.0617, ,44.10,6.68796
2743,0.03784,939,49.00,3.471149
2744,288.6525,1094, ,2.198884
2745,0.06,1211,646.00,5.657
2746,0.0224,1074,100.00,1.7292684
2747,0.13821,889,119.00,19.1541
2748,0.1779, ,10.70,31.6372
2749,0.1344, ,15.30,20.5065
2750,0.0309, ,59.00,2.77065
2751,0.0532,565,24.10,5.73594
2752,0.0818,456,10.20,10.93241
2753,0.0705, ,18.80,8.7529
2754,0.054,2004,1124.00,3.535055
2755,0.098,665,52.50,12.20772
2756,0.0671, ,6.10,9.7843
2757,0.03486,912,115.00,2.849258
2758,0.0746, ,24.10,9.0063
2759,0.0692, ,118.00,7.05254
2760,0.035, ,462.00,2.53726
2761,0.1517, ,24.60,22.8827
2762,0.1354, ,17.10,20.6921
2763,0.0905, ,38.30,11.2954
2764,0.1898,615,28.60,30.94191
2765,0.045,1400,1212.00,3.00265
2766,0.0392, ,1686.00,2.57302
2767,0.0636, ,66.00,6.67202
2768,0.1148, ,20.50,16.1966
2769,0.1627, ,188.00,20.257
2770,0.189, ,139.00,25.4556
2771,0.0619, ,98.00,6.53044
2772,0.1014, ,45.00,12.6475
2773,0.05983,1372,840.00,5.06963
2774,0.0708, ,41.00,8.05428
2775,0.0591, ,17.90,7.06599
2776,0.1814,651,125.00,28.67992
2777,0.1112, ,62.00,13.97896
2778,0.0559, ,13.40,6.98541
2779,0.04, ,8.50,5.577212
2780,0.078, ,2.20,15.189034
2781,0.05, ,5.40,7.760178
2782,0.106, ,1.20,24.158868
2783,0.07619, ,213.00,7.49543
2784,0.1402, ,59.10,19.5666
2785,0.081, ,430.00,7.8142
2786,0.1429, ,138.00,18.311
2787,0.076,693,58.00,8.199796
2788,0.0987, ,186.00,10.994748
2789,0.0856,631,37.70,10.35239
2790,0.0532,801,97.80,5.06416
2791,0.135, ,32.50,19.0918
2792,0.0596, ,166.00,5.605
2794,0.059, ,62.90,6.102325
2795,0.03014, ,41.50,2.74697
2796,0.07131, ,7.42,9.99767
2797,0.0665, ,178.00,6.4215
2798,0.1768, ,25.30,27.86
2799,0.013, ,479.00,0.684559
2800,0.077, ,78.00,8.77683
2801,0.094,979,85.00,9.726618
2802,0.0345, ,7.80,4.6122
2803,0.01462, ,78.00,1.096026
2804,0.091,314,1.36,18.4498
2805,0.096,502,10.20,13.733314
2806,0.035, ,80.80,2.900706
2807,0.0164, ,46.00,1.419549
2808,0.0525,474, ,10.1346454
2809,0.086,1499,123.34,8.406726
2810,0.0974,1092,278.86,10.136448
2811,0.1597,1113, ,18.251985
2812,0.02466,2233,5879.56,1.217514
2813,0.0525,1377,600.00,4.1662739
2814,0.06229,1712,1433.00,4.7361
2815,0.06708,1800,1749.00,5.031623
2816,0.03005,1970,826.11,1.7100566
2817,0.04613,1642,1612.76,3.32944
2818,0.02044,2453,5571.09,0.9689951
2819,0.04881,2087,2090.40,3.0801716
2820,0.0455,2085,3152.00,2.8717518
2821,0.0637,1935,2340.00,4.6117093
2822,0.05497,1715,1438.39,4.11379
2823,0.0542,2262,4362.50,3.4741085
2824,0.05224,2051,2950.00,3.6127647
2825,0.03302,1561,991.18,2.255251
2826,0.06969,1459,750.90,5.5514926
2827,0.04123,1816,1704.57,2.70339
2828,0.04317,1823,1840.00,2.9895932
2829,0.07939,1313,718.19,7.8457
2830,2.39, , ,1276.0
2831,0.04415,2048,1747.63,2.73477
2832,0.0455,1675,983.30,3.24406
2833,0.03462,4050,44900.00,1.4811235
2839,5.14, , ,3552.0
2841,0.8, , ,237.68977
2842,1.1455,308,2.14,440.7813
2849,1.4062,264,3.36,572.3847
2850,2.2, , ,176.56875387750543
2851,2.44, , ,206.43239130850708
2852,0.342, , ,33.07136620521648
2853,5.1, , ,423.0878817850005
2854,1.08, , ,78.43462577646322
2855,3.5, , ,297.54093988358284
2856,0.83, , ,65.8354842782667
2857,2.63, , ,272.4647131585786
2858,3.64, , ,315.5878431829765
2859,0.681, , ,52.50527648589138
2860,3.45, , ,309.4318276658325
2861,1.81, , ,134.64590503184397
2862,2.34, , ,176.65905443866387
2863,1.38, , ,90.91927704952516
2864,1.8, , ,134.06165454181053
2865,1.6, , ,129.56369782017953
2866,1.78, , ,129.85478530031943
2867,2.14, , ,136.9167928979776
2868,4.27, , ,378.9999783459997
2869,0.62, , ,49.65197718060255
2870,1.305, , ,93.6712986270496
2871,6.03, , ,564.101554224999
2872,1.449, , ,108.84670301423245
2873,3.54, , ,296.27313101008286
2874,3.09, , ,252.0014448446296
2875,0.763, , ,53.61734898490984
2876,4.27, , ,378.9999783459997
2877,3.1, , ,252.0014448446296
2878,0.79, , ,60.55005465143484
2879,1.16, , ,80.56325229474521
2880,3.31, , ,275.449389643167
2881,1.1, , ,83.16148658950604
2882,1.7, , ,156.67325744112287
2883,2.15, , ,136.9167928979776
2884,1.7, , ,156.67325744112287
2885,2.6, , ,272.4647131585786
2886,3.32, , ,275.449389643167
2887,3.02, , ,224.57655654957955
2889,2.0, , ,140.10154661755848
2890,1.26, , ,91.89705491122275
2891,0.12, , ,24.00873771010114
2892,2.92, , ,243.42687540849653
2893,3.5, , ,297.54093988358284
2894,1.62, , ,118.51958469146484
2895,2.8, , ,218.2768802084591
2896,1.54, , ,118.97319265333428
2898,2.43, , ,208.90292333875703
2899,3.14, , ,252.1994063446296
2900,1.26, , ,91.89705491122275
2901,0.93, , ,71.18906767809712
2902,1.52, , ,118.4742092981676
2903,2.89, , ,241.5141830717964
2904,2.37, , ,183.0642247385836
2905,2.29, , ,182.92993817846423
2906,0.72, , ,51.52712725525951
2907,2.5, , ,205.31402517252369
2908,1.9, , ,145.74401908148187
2909,1.15, , ,85.21082268775635
2910,0.154,911,196.51,17.855182
2911,0.382,511,7.28,86.647661
2912,0.03641,2550,25339.90,1.763588
2913,0.098,758,68.56,10.91647
2914,0.15525, , ,22.26492
2915,0.14728,660,44.80,20.4415
2916,0.112293,755,76.81,13.6088
2917,0.5135,412,5.70,134.4628
2918,0.8453,321,2.49,284.215
2919,0.1949,475,11.67,34.169
2920,0.0634,613,27.35,7.685
2921,0.0477,1046,272.03,3.90512
2922,0.1462,785,49.23,21.185
2923,0.1911,686,28.37,31.828
2924,0.074,1062,316.44,7.008151
2925,0.089,987,236.31,8.719375
2926,0.32,520,18.17,59.73667
2927,0.42,450,10.23,91.93913
2928,0.48,407,6.80,124.9144
2929,0.71,342,3.39,210.60697
2930,1.01,294,1.85,331.60059
2931,0.534,347,3.62,141.241671
2932,0.008,1180,320.00,0.412
2933,0.006, , ,0.240104
2934,0.0076, , ,0.342887
2935,0.0678,805,99.24,6.8430344
2936,0.1456,432,8.27,24.278553
2937,0.05119,1486,1053.18,3.743208
2938,0.1013,1012,268.22,10.423648
2939,0.1684,806,97.12,22.342989
2940,0.3046,584,29.70,54.32031
2941,0.0504,1022,186.31,4.2881785
2942,0.1467,597, ,21.512
2943,0.0269,1459,729.00,1.706291
2944,0.311, , ,121.54
2945,0.0172,2130,3741.78,0.837491
2946,0.241,584,18.30,45.2946
2947,0.072,1155,478.21,6.88705
2948,0.109,939,208.66,12.8159
2949,0.2143,670,53.98,35.3331
2950,0.5337,473,18.00,120.0181272
2951,0.1129,693,40.85,14.30511983
2952,0.084,804,98.61,9.18186
2953,0.0564,1453,981.68,4.33642933
2954,0.0444,1157,814.92,3.55485691
2955,0.0671,1661,1610.09,5.28789787
2956,0.0669,1026,301.33,6.49801525
2957,0.1464,791,153.49,19.76172042
2958,0.048,652,42.62,5.18500207
2959,0.0951,627,35.41,12.43931193
2960,0.0796,403,11.56,11.35011917
2961,0.0474,1513,1240.33,3.4876812
2962,0.0684,1413,596.07,6.02976
2963,0.193,477,10.17,34.2685705
2964,0.0633,920,108.79,5.75322197
2965,0.0585,934,191.81,5.50860439
2966,0.137,766,16.10,18.93054959
2967,0.121,614,33.48,16.57110363
2968,0.1396,1040,172.11,16.00494214
2969,0.0307,1540,1445.20,1.95452434
2970,0.4389,407,7.07,105.6551369
2971,0.0702,831,119.60,7.23400469
2972,0.253,498,12.10,49.1013514
2973,0.0221,1164,330.25,1.41122985
2974,0.0552,792,90.33,5.28696
2975,0.067,719,61.32,7.07142
2976,0.0862,634,37.04,10.3117
2977,0.1162,546,20.39,16.1457
2978,0.1655,457,10.05,27.4536
2979,0.3878,325,2.34,96.9151496
2980,0.1034,634,50.37,13.47469571
2981,0.0805,512,19.26,10.99469878
2982,0.301,524,6.98,62.1387714
2983,0.3033,376,5.45,66.4162133
2984,0.3344,1654,17.95,37.3229493
2985,0.1977,425,5.99,36.5156053
2986,0.0295,1268,1162.51,1.9078052
2987,0.0354,1217,519.64,2.51462432
2988,0.047,790,92.16,4.41769648
2989,0.1269,872,150.54,15.9654
2990,0.6372,389,5.97,179.612
2991,0.1338,529,16.88,19.32952416
2992,0.0218,2024,3973.86,1.22621732
2993,0.0361,802,176.14,3.29011795
2994,0.0761,914,159.42,7.56052806
2995,0.0965,675,36.79,12.12400943
2996,0.0386,1301,1180.06,2.71407755
2997,0.4629,326,2.82,122.8808058
2998,0.0198,1650,1015.43,1.06378867
2999,0.5238,285,1.51,148.4603382
3000,0.0692,784,89.24,7.1276598
3001,0.0184,2080,668.13,0.93488424
3002,0.094,852,119.91,11.427548
3003,0.153,668,45.44,23.668205
3004,0.257,515,16.01,51.755394
3005,0.6559,300,2.12,201.1214
3006,0.1688,644,117.96,24.7576421
3007,0.0756,574,25.66,10.13202575
3008,0.2159,532,21.69,38.5053398
3009,0.0741,1058,218.50,6.77408868
3010,0.1616,512,19.13,26.41045478
3011,0.1167,786,90.16,14.37508035
3012,0.2939,503,28.85,56.1886887
3013,0.0434,1309,1323.07,3.18897601
3014,0.059,619,96.98,6.92101021
3015,0.0349,625,50.43,3.27346074
3016,0.066,1418,341.81,5.4122
3017,0.0711,997,161.00,7.1262
3018,0.1313,1039,62.02,15.3787546
3019,0.1622,935,40.64,21.1284569
3020,0.1891,850,87.46,25.96200249
3021,0.2046,522,20.98,34.8538276
3022,0.0315,953,139.82,2.41435165
3023,0.054,1177,760.52,4.30655689
3024,0.0331,1304,647.26,2.29503623
3025,0.1629,590,56.91,27.495606
3026,0.1138,724,69.21,14.08827448
3027,0.3679,239,0.77,110.96546
3028,0.044,908,174.07,3.76419105
3029,0.0648,1021,277.22,6.16486
3030,0.1096,785,96.91,13.5708
3031,0.1602,649,45.36,23.9802
3032,0.2395,531,20.29,43.8445
3033,0.2495,484,17.42,46.8779367
3034,0.0384,1332,788.50,2.75798267
3035,0.0748,583,33.76,9.30412078
3036,0.1176,931,54.93,14.07971466
3037,0.1183,570,24.87,16.54080322
3038,0.0455,1092,419.91,3.60930891
3039,0.0344,1256,734.62,2.37030743
3040,0.0299,1290,710.02,1.93155984
3041,0.0162,1872,2761.76,0.76212926
3042,0.0601,973,211.66,5.4258399
3043,0.1309,702,55.93,16.92344113
3044,0.1685,823,78.17,23.8990296
3045,0.04544,1593,1175.38,3.1800218
3046,0.06064,1379,659.65,4.901452
3047,0.08377,1173,346.11,7.95839
3048,0.12639,955,151.94,14.749143
3049,0.0693,1101,380.13,6.2216147
3050,0.0615,814,45.12,6.1799844
3051,0.0269,1849,2944.00,1.5690665
3052,0.0805,905,128.55,8.67888593
3053,0.0483,1169,357.08,4.02582254
3054,0.0352,1369,828.59,2.50476003
3055,0.0536,568,27.57,5.94566534
3056,0.0208,818,143.97,1.52372816
3057,0.0611,770,83.18,6.14727918
3058,0.2101,576,26.93,34.3511874
3059,0.0388,1122,373.99,3.00725242
3060,0.1092,887,195.35,13.24503188
3061,0.292,669,47.40,49.183921
3062,0.721,426,7.80,190.323494
3063,0.3781,548,55.45,77.2548396
3064,0.0466,972,225.22,3.85691855
3065,0.0257,1827,2949.56,1.5432066
3066,0.1899,448,10.15,33.4177993
3067,0.0324,1737,1766.59,2.05333679
3068,0.7391,313,2.06,219.3217528
3069,0.3002,491,13.74,56.7771
3070,0.1198,433,9.16,18.78425728
3071,0.503,211,0.52,161.5163345
3072,0.0148,2161,3496.49,0.69384285
3073,0.1602,667,44.89,23.12748644
3074,0.0497,584,26.27,5.13248562
3075,0.0683,1145,432.33,6.48163
3076,0.1506,771,88.92,21.2227
3077,0.6364,297,1.83,198.680179
3078,0.0514,1182,414.60,4.09357325
3079,0.0583,850,138.75,5.39202539
3080,0.0539,1162,384.56,4.70832654
3081,0.0556,998,234.28,5.00731778
3082,0.0322,1497,1324.20,2.0523499
3083,0.052,1139,398.00,4.40840023
3084,0.046,992,229.37,3.96999
3085,0.0873,720,42.49,10.37168453
3086,0.0933,876,181.41,10.00652995
3087,0.0832,986,484.01,8.09888799
3088,0.0748,905,228.28,7.411141
3089,0.6732,236,0.66,226.89047
3090,0.1378,521,15.80,21.02247699
3091,0.1429,487,15.57,23.58914398
3092,0.0524,1174,710.87,4.34728553
3093,0.1173,613,28.22,16.08524954
3094,0.0426,1221,684.76,3.16789194
3095,0.0325,1160,336.67,2.23749275
3096,0.2162,453,15.01,41.40831347
3097,0.232,265,0.73,56.0560538
3098,0.047,1121,514.12,3.76182115
3099,0.0535,1038,373.11,4.58352176
3100,0.088,713,88.91,10.52629406
3101,0.0895,777,75.62,10.35533177
3102,0.3577,452,12.07,80.8720639
3103,0.06067,1630,1375.11,4.8854892
3104,0.1255,727,172.56,16.32976218
3105,0.0471,1151,472.24,3.70987065
3106,0.0535,1234,607.52,4.19042557
3107,0.0374,1021,499.06,3.04033042
3108,0.0659,914,206.44,6.36584161
3109,0.1121,600,31.64,15.37563332
3110,0.1495,639,28.50,21.81293494
3111,0.0649,460,12.99,8.114379
3112,0.081,964,225.70,7.74809437
3113,0.64,299,2.69,242.4613
3114,0.094,779,123.52,13.722341
3115,0.1449,536,35.34,22.36656079
3116,0.046,1005,458.91,3.89593684
3117,0.1326,518,15.65,20.50586978
3118,0.0258,1539,2132.90,1.59474546
3119,0.0265,1579,1137.12,1.6255222
3120,0.064,812,102.87,6.77030201
3121,0.0355,1332,702.28,2.53918318
3122,0.1058,753,306.10,12.61190667
3123,0.1635,489,14.15,26.39435646
3124,0.0469,1147,706.62,3.68992629
3125,1.4, , ,634.6
3126,0.09059,941,204.48,9.6051
3127,0.0617,1280,439.92,5.3988
3128,0.0983,677,56.00,12.39358604
3129,0.0732,833,113.64,7.27503724
3130,0.067,1015,683.27,6.57531678
3131,0.0798,396,8.24,11.59822172
3132,0.0325,1070,308.55,2.33743801
3133,0.028,822,146.51,2.24338185
3134,0.0455,1023,253.46,3.72873109
3135,0.2163,529,16.36,38.3774623
3136,0.0503,1012,331.44,4.28095859
3137,0.0383,1219,528.22,2.81650485
3138,0.1171,602,34.20,15.7259
3139,0.0529,1243,826.76,4.12554687
3140,0.0768,790,77.62,8.35390639
3141,0.2288,516,71.82,41.43962808
3142,0.0542,1133,575.64,4.49876092
3143,0.1148,593,20.72,16.01310205
3144,0.0374,1406,652.43,2.52559332
3145,0.0559,917,167.98,4.99678284
3146,0.1408,530,23.82,21.67697486
3147,0.0585,678,45.53,6.02930132
3148,0.0759,649,44.09,9.27358194
3149,0.1352,699,62.84,17.815815
3150,0.1204,513,21.31,17.671796
3151,0.0188,871,223.75,1.28707676
3152,0.1654,616,34.07,24.54350418
3153,0.0232,1569,924.37,1.26025909
3154,0.2559,588,28.77,46.4063358
3155,0.1116,831,229.31,13.72465129
3156,0.0186,2078,3743.28,0.90037648
3157,0.1197,819,90.38,14.70748976
3158,0.0503,974,211.88,4.18200253
3159,0.1409,574,27.22,21.38521506
3160,0.0421,1507,1218.88,3.03214559
3162,0.084,1117,394.55,8.13123
3163,0.068,1246,609.99,5.859944
3164,0.035,1740,2316.10,2.15491
3165,0.1805,564,25.15,29.90722674
3166,0.1341,674,47.34,17.4211749
3167,0.1827,644,37.22,29.6663
3168,0.1222,788,162.79,16.2254649
3169,0.1149,632,38.23,15.87364565
3170,0.049,1730,1364.76,3.27582262
3171,0.0466,1655,2381.77,3.1739171
3172,0.126,963,211.71,16.33889626
3173,0.0589,1810,719.37,4.41745855
3174,0.0879,926,311.79,9.48961571
3175,0.1566,609,35.06,22.24813967
3176,0.0966,957,295.83,10.21420496
3177,0.0632,1111,872.57,6.07972888
3178,0.1867,1002,63.80,23.20584623
3179,0.1185,614,67.51,16.08066115
3180,0.1764,802,193.93,23.44971004
3181,0.0578,1309,808.84,5.16950177
3182,0.1618,725,65.26,23.78319931
3183,0.0815,1021,257.22,8.50340718
3184,0.1885,500,14.72,30.99660733
3185,0.1447,828,94.14,17.97979059
3186,0.5729,343,5.57,161.4743937
3187,0.08,791,100.37,9.4341505
3188,0.0712,816,103.15,7.2385854
3189,0.1241,871,262.60,15.4580567
3190,0.2327,685,39.30,40.6994443
3191,0.115,784,69.80,14.48585199
3192,0.0508,1048,932.13,4.1653651
3193,0.0768,852,407.83,7.75192492
3194,0.1172,852,130.76,14.58649607
3195,0.0854,825,77.10,9.07097734
3196,0.0978,446,12.49,14.28226676
3197,0.031,737,69.56,2.62811375
3198,0.1053,849,219.05,12.91375431
3199,0.718,208,0.48,267.291
3200,0.427,270,1.35,122.3874
3201,0.12,510,17.21,18.16406
3202,0.0929,578,28.49,12.4417
3203,0.0553,750,80.33,5.714932
3204,0.0225,1767,1652.91,1.20846503
3205,0.0611,1073,224.15,5.4042722
3206,0.046,1296,677.57,3.59576964
3207,0.0219,750,100.30,1.68269615
3208,0.2749,499,14.69,51.06740189
3209,0.4024,413,6.86,90.4113556
3210,0.0927,860,129.18,9.99761851
3211,0.085,620,19.18,10.35584657
3212,0.1027,641,37.20,14.03491514
3213,0.1232,713,66.27,15.77979614
3214,0.0452,1046,997.09,3.72215641
3215,0.0351,1513,1825.30,2.4370333
3216,0.5594,318,2.30,151.86392
3217,0.0719,888,139.07,6.99692655
3218,0.24861,273,1.69,59.87756
3219,0.0682,932,258.06,6.52121067
3220,0.0685,1069,270.16,6.41251504
3221,0.2122,473,11.85,39.67679977
3222,0.0135,1874,2302.61,0.6381632
3223,0.17,683,71.84,24.31575992
3224,0.033,1278,513.03,2.35895152
3225,0.042,1133,316.72,3.38353807
3226,0.1735,637,46.98,25.85501786
3227,0.0666,1098,610.28,6.2171292
3228,0.5001,401,10.82,127.9075774
3229,0.1502,731,119.99,21.05358596
3230,0.1224,852,128.78,15.28469497
3231,0.056,833,110.62,5.37886844
3232,0.1536,528,20.18,23.67517607
3233,0.1012,929,161.00,11.8981
3234,0.0835,1023,236.00,8.9187
3235,0.0719,1102,318.00,7.1334
3236,0.04852,1460,792.22,3.2346996
3237,0.1128,623,24.47,15.65562652
3238,0.3576,367,4.29,86.4945
3239,0.0438,1050,265.41,3.70175428
3240,0.1056,743,76.38,13.02365861
3241,0.156,725,82.30,21.30022655
3242,0.0983,679,50.23,12.38602
3243,0.1582,535,17.38,25.3029092
3244,0.1089,678,59.40,13.64618192
3245,0.1508,706,61.02,21.21708973
3246,0.0397,1367,935.83,2.82019241
3247,0.3554,436,5.62,81.1694299
3248,0.0647,1056,782.41,5.85296257
3249,0.1372,752,107.74,17.9801235
3250,0.104,864,187.51,11.8681707
3251,0.0426,1098,344.61,3.52466011
3252,0.1196,656,32.14,16.54964934
3253,0.052,1176,718.08,4.22162536
3254,0.0952,764,70.97,10.94027841
3255,0.0331,1365,705.05,2.10472218
3256,0.0375,1178,489.15,2.75235975
3257,0.2281,664,76.34,35.1810304
3258,0.0689,1017,178.70,6.5100253
3259,0.1254,603,25.06,18.49235668
3260,0.2259,521,12.39,40.6069821
3261,0.0683,558,24.06,8.22241966
3262,0.236,583,18.24,40.101371
3263,0.1228,799,64.39,15.5741568
3264,0.0927,920,112.99,10.2184954
3265,0.0854,730,60.61,9.66857723
3266,0.0266,1774,496.90,1.6168837
3267,0.1348,314,5.69,25.69578251
3268,0.179,541,16.82,29.91136794
3269,0.0788,803,141.99,9.37891944
3270,0.0723,858,120.47,7.65880414
3271,0.1486,646,46.44,22.18329658
3272,0.1192,553,26.89,17.20523483
3273,0.0546,978,219.04,4.79859939
3274,0.0497,1009,214.04,4.301662
3275,0.096,671,48.57,11.6092567
3276,0.06,850,124.35,5.7293196
3277,0.1981,526,19.31,34.18890521
3278,0.0794,429,8.37,11.02347475
3279,0.1229,611,26.14,16.54297375
3280,0.1247,526,16.88,18.42794624
3281,0.0501,1063,301.46,4.24374723
3282,0.0484,1129,389.40,3.75083228
3283,0.1418,546,18.74,22.18432708
3284,0.1333,658,67.44,18.00931444
3285,0.0593,989,183.17,5.35016198
3286,0.2918,446,7.57,58.3620495
3287,0.0899,298,2.46,18.47764449
3288,2.16, , ,1002.0
3289,0.1652,1087,317.21,21.40239
3290,0.1028,1378,819.25,10.5016
3291,0.1277,706,42.54,17.58752333
3292,0.1759,498,15.23,29.00790538
3293,0.0469,1281,2885.66,3.70598955
3294,0.0973,766,81.64,11.72292176
3295,0.1201,664,129.37,16.21775407
3296,0.0293,1346,877.95,1.90220856
3297,0.9084,224,0.60,328.2399546
3298,0.0484,970,210.01,4.03046804
3299,0.0612,1103,358.99,5.26341577
3300,0.0893,483,14.39,12.3764661
3301,0.0747,760,77.26,8.60010411
