,stellar_age_[gyr],stellar_effective_temperature_[k],stellar_mass_[solar_mass]
4564,1.7,5686.0,0.93
4565,3.98,5676.0,0.95
4566,4.57,5410.0,0.89
4567,2.69,6158.0,1.14
4568,3.98,5780.0,1.0
4569,4.6,5460.0,0.87
4570,4.6,5460.0,0.87
4571,2.75,6200.0,1.19
4572,3.31,6064.0,1.17
4573,1.78,4372.0,0.73
4574,3.98,5617.0,0.99
4575,2.9,6145.0,1.2
4576,2.9,6145.0,1.2
4577,1.82,6511.0,1.3
4578,4.07,5904.0,1.04
4579,1.38,7010.0,1.58
4580,1.48,6846.0,1.54
4581,3.98,5644.0,0.94
4582,2.0,5088.0,0.83
4583,2.0,5088.0,0.83
4584,4.47,4677.0,0.76
4585,4.47,5042.0,0.81
4586,3.89,5706.0,0.96
4587,4.37,5708.0,0.97
4588,2.88,6179.0,1.17
4589,2.82,5748.0,1.07
4590,4.68,4601.0,0.73
4591,2.82,6224.0,1.21
4592,3.89,5857.0,1.03
4593,4.79,5048.0,0.81
4594,13.8,5404.0,0.83
4595,13.8,5404.0,0.83
4596,4.27,5477.0,0.92
4597,4.27,5477.0,0.92
4598,4.27,5678.0,1.02
4599,2.82,6260.0,1.16
4600,4.27,5559.0,0.91
4601,2.19,6431.0,1.31
4602,4.57,5442.0,0.9
4603,3.47,6021.0,1.08
4604,2.95,4434.0,0.71
4605,5.01,5079.0,0.81
4606,4.37,5837.0,1.03
4607,4.79,5176.0,0.84
4608,4.47,5690.0,0.98
4609,4.47,5690.0,0.98
4610,4.47,5769.0,0.98
4611,4.47,5769.0,0.98
4612,4.47,5769.0,0.98
4613,2.51,4540.0,0.74
4614,4.47,5282.0,0.86
4615,8.51,5564.0,0.94
4616,8.51,5564.0,0.94
4617,8.51,5564.0,0.94
4618,8.51,5564.0,0.94
4619,1.91,6561.0,1.39
4620,2.34,4886.0,0.81
4621,4.47,5201.0,0.84
4622,3.72,5623.0,0.95
4623,3.39,6078.0,1.12
4624,4.37,5706.0,0.99
4625,4.79,5324.0,0.88
4626,2.9,4508.0,0.64
4627,2.9,4508.0,0.64
4628,3.55,5991.0,1.07
4629,2.88,6136.0,1.14
4630,3.31,5202.0,0.85
4631,4.57,5288.0,0.85
4632,4.68,5297.0,0.84
4633,4.37,5866.0,1.04
4634,4.9,5608.0,0.97
4635,3.31,6099.0,1.11
4636,4.9,5101.0,0.83
4637,4.27,5316.0,0.86
4638,5.37,5094.0,0.84
4639,5.37,5094.0,0.84
4640,4.17,5815.0,1.02
4641,3.39,5957.0,1.07
4642,4.79,5760.0,1.02
4643,4.07,5765.0,1.0
4644,4.57,5528.0,0.93
4645,5.62,4940.0,0.76
4646,5.01,5254.0,0.84
4647,4.17,5655.0,0.95
4648,4.57,5956.0,1.09
4649,2.45,6319.0,1.25
4650,4.07,5774.0,1.02
4651,4.07,5774.0,1.02
4652,4.07,5866.0,1.02
4653,4.17,5550.0,0.92
4654,2.34,6297.0,1.23
4655,4.79,5618.0,0.97
4656,4.07,5808.0,1.01
4657,3.8,5892.0,1.06
4658,4.17,5667.0,0.95
4659,4.07,5876.0,1.05
4660,4.27,4862.0,0.78
4661,4.27,5545.0,0.9
4662,2.24,4584.0,0.75
4663,13.9,4623.0,0.66
4664,13.9,4623.0,0.66
4665,2.75,6228.0,1.47
4666,4.17,6022.0,1.12
4667,7.76,3208.0,0.28
4668,4.27,5645.0,0.94
4669,3.31,6069.0,1.1
4670,4.37,5538.0,0.94
4671,1.7,6681.0,1.45
4672,5.01,5933.0,1.08
4673,5.5,5817.0,0.96
4674,2.75,6166.0,1.18
4675,2.51,4625.0,0.63
4676,2.51,4625.0,0.63
4677,3.39,6053.0,1.11
4678,3.24,6082.0,1.1
4679,2.69,6213.0,1.18
4680,3.63,4995.0,0.81
4681,3.89,5946.0,1.06
4682,4.68,5203.0,0.84
4683,3.89,5706.0,0.95
4684,2.4,6377.0,1.25
4685,3.8,5940.0,1.07
4686,4.27,5767.0,0.99
4687,3.8,4450.0,0.69
4688,1.6,5471.0,0.97
4689,1.6,5471.0,0.97
4690,1.6,5471.0,0.97
4691,4.68,5214.0,0.86
4692,4.68,5119.0,0.82
4693,4.27,5869.0,1.04
4694,2.51,6296.0,1.22
4695,2.82,6241.0,1.21
4696,4.17,4976.0,0.81
4697,4.68,5280.0,0.86
4698,4.27,5422.0,0.9
4699,3.16,6116.0,1.14
4700,5.13,4992.0,0.75
4701,3.02,6132.0,1.18
4702,4.68,5078.0,0.86
4703,4.68,5078.0,0.86
4704,4.68,5383.0,0.91
4705,5.01,5605.0,0.94
4706,4.57,5643.0,0.96
4707,3.55,6005.0,1.08
4708,5.5,5121.0,0.79
4709,3.89,5865.0,1.04
4710,2.75,6266.0,1.21
4711,3.02,6167.0,1.15
4712,1.78,6620.0,1.41
4713,4.27,5852.0,1.0
4714,3.02,5816.0,0.95
4715,3.02,5816.0,0.95
4716,3.02,6157.0,1.15
4717,2.69,6158.0,1.15
4718,2.19,6436.0,1.31
4719,4.27,5772.0,1.0
4720,4.47,3636.0,0.5
4721,4.37,5677.0,0.96
4722,1.55,6826.0,1.51
4723,4.68,5445.0,0.87
4724,5.13,3724.0,0.55
4725,4.27,5776.0,1.01
4726,4.27,5776.0,0.88
4727,4.27,5776.0,0.88
4728,5.01,4736.0,0.66
4729,4.17,5679.0,0.97
4730,3.09,6137.0,1.12
4731,2.82,6256.0,1.2
4732,4.47,5474.0,0.92
4733,4.9,5347.0,0.89
4734,3.98,5797.0,1.01
4735,4.17,5789.0,1.02
4736,4.37,5710.0,0.97
4737,3.16,6150.0,1.12
4738,0.62,5888.0,1.09
4739,0.62,5888.0,1.09
4740,0.62,5888.0,1.09
4741,2.4,6324.0,1.27
4742,3.02,6152.0,1.12
4743,3.02,6152.0,1.12
4744,4.47,5355.0,0.88
4745,4.47,5355.0,0.88
4746,0.046,4916.0,0.85
4747,4.27,5499.0,0.89
4748,4.17,5812.0,1.02
4749,4.68,3299.0,0.24
4750,4.4,6210.0,1.22
4753,10.5,5211.0,0.79
4754,10.5,5211.0,0.79
4755,13.9,3410.0,0.33
4757,3.2,3638.0,0.4
4758,7.7,4807.0,0.72
4759,5.0,5597.0,1.01
4760,2.56,6148.0,1.03
4761,6.31,5569.0,1.03
4762,6.31,5569.0,1.03
4763,2.01,6216.0,1.45
4764,0.8,5413.0,0.88
4765,0.8,5413.0,0.88
4766,4.47,5350.0,0.88
4767,2.0,5100.0,0.84
4768,0.0,3844.0,0.61
4769,8.2,5735.81,0.94
4770,13.9,5049.84,0.84
4771,0.41,6293.0,1.23
4772,0.41,6293.0,1.23
4773,4.7,5941.54,1.09
4775,13.9,4303.0,0.67
4776,13.9,4224.0,0.61
4777,7.1,4884.0,0.78
4778,7.1,4884.0,0.78
4779,7.1,4884.0,0.78
4780,7.1,4884.0,0.78
4781,0.3,5838.0,1.05
4782,13.4,5135.55,0.87
4783,4.19,6131.95,1.16
4784,0.3,6014.95,1.11
4785,0.5,5473.91,0.96
4786,1.9,5853.19,1.06
4787,0.3,5878.3,1.07
4788,0.3,6013.72,1.11
4789,0.3,5754.0,1.03
4790,0.4,5501.0,0.96
4791,2.29,6282.0,1.11
4792,2.29,6282.0,1.11
4793,13.8,5021.0,0.83
4794,3.3,5756.4,0.89
4795,5.7,5619.12,0.99
4796,13.6,5429.0,0.95
4799,0.4,5714.96,1.02
4800,13.8,4132.0,0.65
4801,14.0,4632.11,0.81
4802,2.5,5731.43,1.02
4803,13.8,4997.0,0.84
4804,13.8,4997.0,0.84
4805,13.8,4997.0,0.84
4806,13.8,4997.0,0.84
4807,13.8,4997.0,0.84
4808,8.5,5404.0,0.94
4809,0.61,6000.0,1.11
4810,6.1,5146.0,0.87
4811,0.8,5432.34,0.95
4812,0.8,5553.0,0.94
4813,0.7,4954.0,0.82
4814,0.5,5473.19,0.96
4819,1.8,5781.0,1.04
4820,1.8,5679.0,1.09
4821,1.8,5679.0,1.09
4825,7.4,5746.0,1.13
4826,2.59,6312.0,1.14
4827,2.59,6312.0,1.14
4828,3.16,6157.0,1.09
4829,2.2,5918.0,1.0
4830,3.47,5642.0,0.91
4831,3.47,5642.0,0.91
4832,3.47,5642.0,0.91
4833,9.1,5650.0,0.93
4834,6.6,5706.0,0.94
4835,13.8,3732.0,0.52
4836,1.45,6477.0,1.3
4837,3.05,6150.0,1.45
4838,0.82,6212.0,1.08
4839,7.9,4894.0,0.75
4840,0.33,6200.0,1.16
4841,10.4,5731.0,0.85
4842,7.7,5687.0,1.08
4843,6.46,5526.0,1.0
4844,6.46,5526.0,1.0
4845,6.46,5526.0,1.0
4846,6.46,5526.0,1.0
4847,0.5,5573.0,0.94
4848,0.7,5351.0,0.89
4849,1.4,5506.0,0.88
4850,3.3,6072.0,0.96
4851,0.3,6092.0,1.02
4852,0.89,6020.0,1.05
4853,10.9,5316.0,0.88
4854,9.7,5349.0,0.82
4855,12.8,5170.0,0.89
4856,1.2,3837.0,0.54
4857,3.3,6031.0,0.79
4858,3.3,6031.0,0.79
4859,7.4,5942.0,1.01
4860,13.9,4859.0,0.78
4861,2.0,5821.0,1.04
4862,0.2,6320.0,1.27
4863,0.3,6061.0,1.05
4864,14.0,3975.0,0.54
4865,1.7,6085.0,0.98
4866,13.7,5043.0,0.83
4867,0.3,6063.0,1.08
4868,0.4,5757.0,0.86
4869,4.9,4880.0,0.6
4870,4.9,4880.0,0.6
4871,4.9,4880.0,0.6
4873,13.4,3683.0,0.45
4874,0.5,5776.0,0.94
4875,5.1,5855.0,1.27
4877,2.1,5611.0,0.99
4879,0.7,5477.0,0.98
4881,13.9,3957.0,0.55
4882,3.39,6064.0,1.12
4883,3.39,6064.0,1.12
4884,0.5,5644.0,0.98
4885,1.9,6052.0,0.97
4886,7.2,5446.0,0.82
4887,6.2,5180.0,0.86
4889,0.3,6086.0,1.0
4890,13.7,4915.0,0.78
4891,0.7,5288.0,0.83
4892,0.4,5557.0,1.04
4893,13.8,5017.0,0.76
4894,13.7,5232.0,0.79
4895,13.7,5232.0,0.79
4896,13.7,5232.0,0.79
4897,4.68,5295.0,0.87
4898,0.6,5229.0,0.82
4899,13.9,3871.0,0.57
4900,0.28,6572.0,1.3
4901,5.4,5897.0,1.03
4902,0.24,6461.0,1.16
4903,11.9,5692.0,0.95
4904,7.3,5868.0,0.92
4905,0.6,5243.0,0.89
4907,2.67,6071.0,1.06
4908,1.8,5732.0,0.92
4909,1.8,5732.0,0.92
4910,12.3,5602.0,0.94
4911,0.8,5661.0,0.94
4912,5.1,5541.0,0.94
4913,2.91,6183.0,1.24
4914,2.5,6214.0,1.1
4915,0.4,5818.0,1.15
4916,0.6,5872.0,1.04
4917,3.1,5771.0,0.98
4918,0.3,6310.0,1.14
4919,0.6,5730.0,1.01
4920,11.3,5676.0,0.94
4921,11.3,5676.0,0.94
4922,11.3,5676.0,0.94
4923,0.6,5403.0,0.87
4924,0.9,5568.0,1.05
4925,14.0,4931.0,0.79
4926,13.9,5129.0,0.89
4927,13.8,5442.0,0.89
4928,0.3,5618.0,0.91
4929,0.5,5808.0,1.06
4930,0.3,6060.0,1.01
4931,13.8,4786.0,0.69
4932,4.5,5436.0,0.92
4933,0.6,5302.0,0.84
4934,0.6,5302.0,0.84
4935,0.5,5866.0,1.02
4936,3.73,5887.0,0.99
4938,3.6,5191.0,0.85
4939,14.0,5052.0,0.77
4940,5.8,4500.0,0.77
4941,0.4,6036.0,1.02
4942,0.4,6244.0,1.07
4943,13.9,3967.0,0.59
4944,0.5,5831.0,1.02
4945,10.0,5345.0,0.97
4946,10.0,5345.0,0.97
4947,10.0,5345.0,0.97
4948,9.7,5731.0,0.95
4949,9.7,5731.0,0.95
4950,14.0,5343.0,1.33
4951,8.1,5738.0,0.94
4952,13.9,4245.0,0.65
4953,13.9,4245.0,0.65
4954,14.0,5109.0,0.93
4955,13.8,3867.0,0.58
4956,0.6,5311.0,0.88
4957,2.95,6455.0,1.09
4958,12.1,5530.0,0.77
4959,7.0,4901.0,0.81
4960,0.5,5333.0,0.85
4961,0.5,5333.0,0.85
4962,4.5,5492.0,0.92
4963,0.4,5561.0,0.95
4964,1.0,6174.0,1.16
4965,2.3,5167.0,0.81
4967,13.5,5516.0,0.86
4968,0.7,5051.0,0.79
4969,0.4,5316.0,0.88
4970,5.4,6047.0,1.02
4971,0.4,6090.0,1.17
4972,3.09,6250.0,1.16
4973,3.09,6250.0,1.16
4974,0.4,5841.0,1.05
4975,0.4,5475.0,0.95
4976,0.8,5165.0,0.78
4977,1.88,6000.0,1.07
4978,0.33,6002.0,1.14
4979,14.0,5123.0,0.83
4980,13.8,3821.0,0.49
4981,13.2,5423.0,0.92
4982,0.4,5806.0,1.0
4983,4.4,5230.0,0.87
4984,4.27,5888.0,0.94
4985,4.27,5888.0,0.94
4986,0.32,6160.0,1.44
4987,0.3,6063.0,1.12
4988,14.0,5242.0,0.68
4989,2.57,6164.0,1.29
4990,12.2,4821.0,0.77
4991,4.8,5903.0,0.92
4993,0.5,5966.0,1.05
4994,6.2,5877.0,1.19
4995,0.4,5926.0,1.03
4996,1.7,5788.0,0.97
4997,1.7,5788.0,0.97
4998,1.7,5788.0,0.97
4999,14.0,4898.0,0.77
5000,11.6,5190.0,0.82
5001,7.0,5970.0,1.06
5002,10.8,5422.0,1.02
5004,1.0,4703.0,0.69
5005,14.0,4825.0,0.79
5006,0.4,6122.0,1.04
5007,13.8,4847.0,0.76
5008,13.5,4806.0,0.71
5009,11.9,5208.0,0.81
5010,11.9,5208.0,0.81
5011,13.8,4239.0,0.61
5012,0.3,5982.0,0.97
5013,8.6,5237.0,0.93
5014,14.0,4821.0,0.77
5015,0.7,5026.0,0.8
5016,13.8,3460.0,0.39
5017,10.9,4948.0,0.78
5018,3.5,6074.0,0.87
5019,0.7,4939.0,0.79
5020,2.5,5887.0,1.09
5021,4.0,3788.0,0.48
5022,4.0,3788.0,0.48
5023,4.0,3788.0,0.48
5024,4.0,3788.0,0.48
5025,4.0,3755.0,0.54
5026,0.4,5420.0,0.87
5027,2.8,5855.0,1.16
5028,0.4,5644.0,0.9
5029,4.7,5871.0,1.1
5031,11.6,5420.0,0.85
5032,0.3,5791.0,1.03
5033,0.5,5693.0,0.91
5034,14.0,4658.0,0.74
5035,6.3,5808.0,0.99
5036,3.72,6105.0,1.11
5037,3.72,6105.0,1.11
5038,13.4,5508.0,0.96
5039,5.7,5741.0,1.02
5041,1.0,5151.0,0.9
5042,13.8,4701.0,0.76
5043,0.3,6161.0,0.95
5044,4.5,6057.0,1.08
5045,0.4,5615.0,1.02
5047,4.3,5865.0,1.02
5048,5.8,6021.0,0.98
5049,5.8,6021.0,0.98
5050,13.6,4380.0,0.52
5051,0.9,5135.0,0.81
5052,7.8,5691.0,1.07
5054,0.3,5984.0,0.99
5055,0.9,5591.0,0.98
5057,0.5,5749.0,0.96
5058,11.3,5557.0,0.9
5060,0.7,5235.0,0.79
5061,0.7,5235.0,0.79
5062,2.65,6046.0,1.02
5063,3.7,5516.0,0.87
5064,0.5,5383.0,0.85
5065,13.9,5633.0,0.97
5066,0.5,5772.0,1.0
5067,1.2,5076.0,0.86
5069,4.2,5165.0,0.86
5071,13.9,4791.0,0.76
5072,1.9,5544.0,0.94
5073,1.9,5544.0,0.94
5074,1.9,5544.0,0.94
5075,3.72,5106.0,0.86
5076,3.72,5106.0,0.86
5077,0.4,6173.0,1.1
5078,0.7,5696.0,1.02
5080,0.23,6347.0,1.05
5081,1.2,3805.0,0.53
5082,0.3,5788.0,1.04
5083,0.5,5868.0,0.99
5084,14.0,5159.0,0.75
5085,14.0,5159.0,0.75
5086,13.9,4935.0,0.66
5087,0.9,5282.0,0.81
5088,0.9,5282.0,0.81
5089,4.9,5215.0,0.84
5090,13.9,4234.0,0.64
5100,0.5,5479.0,0.94
5101,0.5,5479.0,0.94
5102,6.76,5487.0,0.94
5111,0.105,5720.0,1.01
5113,0.3,6335.0,1.14
5114,0.3,6335.0,1.14
5125,2.5,6089.0,1.09
5126,2.5,6089.0,1.09
5127,2.5,6089.0,1.09
5138,0.7,5329.0,0.84
5139,0.7,5329.0,0.84
5150,3.98,5128.0,0.85
5151,3.98,5128.0,0.85
5152,3.98,5132.0,0.81
5163,5.37,6004.0,0.86
5164,5.37,6004.0,0.86
5165,5.37,6004.0,0.86
5166,5.37,6004.0,0.86
5167,7.4,5818.0,1.12
5168,7.4,5818.0,1.12
5169,3.72,5574.0,0.97
5170,3.72,5574.0,0.97
5171,3.72,5636.0,0.97
5172,1.45,5644.0,0.96
5173,1.45,5644.0,0.96
5174,7.6,5495.0,0.95
5175,7.6,5495.0,0.95
5176,7.6,5495.0,0.95
5177,7.6,5495.0,0.95
5178,7.6,5495.0,0.95
5179,7.6,5495.0,0.95
5180,6.3,5678.0,0.98
5181,6.3,5678.0,0.98
5182,2.19,6065.0,1.18
5183,2.19,6065.0,1.18
5184,3.24,4668.0,0.68
5185,3.24,4668.0,0.68
5186,0.5,5821.0,1.0
5187,0.5,5821.0,1.0
5188,0.5,5821.0,1.0
5189,3.3,5812.0,1.03
5190,3.3,5812.0,1.03
5191,3.16,4321.0,0.59
5192,3.16,4321.0,0.59
5193,7.0,5764.0,1.05
5194,7.0,5764.0,1.05
5195,7.0,5764.0,1.05
5196,4.17,5920.0,1.04
5197,4.17,5920.0,1.04
5198,4.17,5920.0,1.04
5199,4.37,6092.0,1.16
5200,4.37,6092.0,1.16
5201,4.37,6092.0,1.16
5202,4.37,6092.0,1.16
5203,4.47,5513.0,0.93
5204,4.47,5513.0,0.93
5205,3.03,6305.0,1.41
5206,1.78,4559.0,0.77
5207,1.78,4559.0,0.77
5208,1.55,5123.0,0.9
5209,1.55,5123.0,0.9
5210,2.5,5852.0,1.17
5211,2.5,5852.0,1.17
5212,1.62,5696.0,1.07
5213,1.62,5696.0,1.07
5214,1.58,6169.0,1.11
5215,1.58,6169.0,1.11
5216,1.62,5739.0,0.94
5217,1.62,5739.0,0.94
5218,1.62,5739.0,0.94
5219,1.62,5739.0,0.94
5220,0.28,6091.0,1.11
5221,0.28,6091.0,1.11
5222,2.63,6171.0,1.14
5223,2.63,6171.0,1.14
5224,2.63,6341.0,1.37
5225,6.3,5502.0,1.02
5226,6.3,5502.0,1.02
5227,5.62,5542.0,1.01
5228,4.0,5786.0,1.17
5229,4.0,5786.0,1.17
5230,4.0,5786.0,1.17
5231,7.08,5518.0,0.97
5232,6.0,4632.0,0.65
5233,6.0,4632.0,0.65
5234,6.0,4632.0,0.65
5235,6.0,4632.0,0.65
5236,4.57,5243.0,0.82
5237,4.57,5243.0,0.82
5238,4.57,5243.0,0.82
5239,4.57,5243.0,0.82
5240,0.7,5433.0,0.88
5241,0.7,5433.0,0.88
5242,0.7,5433.0,0.88
5243,7.2,5803.0,1.12
5244,7.2,5803.0,1.12
5245,7.2,5803.0,1.12
5246,7.2,5803.0,1.12
5247,2.29,5018.0,0.82
5248,2.29,5018.0,0.82
5249,2.29,5018.0,0.82
5250,2.29,5018.0,0.82
5251,2.88,3682.0,0.59
5252,2.88,3682.0,0.59
5253,0.5,5571.0,0.91
5254,0.5,5571.0,0.91
5255,0.5,5571.0,0.91
5256,7.7,5854.0,0.92
5257,7.7,5854.0,0.92
5258,0.3,6043.0,0.95
5259,0.3,6043.0,0.95
5260,0.3,6043.0,0.95
5261,1.1,5120.0,0.8
5262,1.1,5120.0,0.8
5263,1.1,5120.0,0.8
5264,6.0,5760.0,1.11
