,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_surface_gravity
5140,5455.0,0.85,0.76,4.46
5141,5468.0,1.31,0.92,4.17
5142,5973.0,1.31,0.92,4.17
5143,4858.0,0.71,0.79,4.62
5144,5840.0,0.85,0.94,4.55
5145,5825.0,1.29,1.05,4.24
5146,4391.0,0.68,0.67,4.6
5147,4904.0,0.77,0.74,4.54
5148,5749.0,0.86,0.96,4.55
5149,5071.0,0.81,0.77,4.5
5150,5128.0,0.78,0.85,4.57
5151,5128.0,0.78,0.85,4.57
5152,5132.0,0.77,0.81,4.57
5153,6371.0,1.07,1.12,4.43
5154,5401.0,0.78,0.87,4.59
5155,5700.0,1.01,1.0,4.43
5156,5726.0,0.98,0.92,4.42
5157,4803.0,0.7,0.75,4.62
5158,5852.0,0.84,0.93,4.56
5159,5009.0,0.84,0.8,4.49
5160,4970.0,1.81,1.0,3.92
5161,5008.0,0.79,0.84,4.57
5162,6046.0,1.01,1.11,4.48
5163,6004.0,1.12,0.86,4.3
5164,6004.0,1.12,0.86,4.3
5165,6004.0,1.12,0.86,4.3
5166,6004.0,1.12,0.86,4.3
5167,5818.0,1.38,1.12,4.2
5168,5818.0,1.38,1.12,4.2
5169,5574.0,0.94,0.97,4.47
5170,5574.0,0.94,0.97,4.47
5171,5636.0,0.93,0.97,4.49
5172,5644.0,0.97,0.96,4.44
5173,5644.0,0.97,0.96,4.44
5174,5495.0,0.96,0.95,4.45
5175,5495.0,0.96,0.95,4.45
5176,5495.0,0.96,0.95,4.45
5177,5495.0,0.96,0.95,4.45
5178,5495.0,0.96,0.95,4.45
5179,5495.0,0.96,0.95,4.45
5180,5678.0,0.94,0.98,4.45
5181,5678.0,0.94,0.98,4.45
5182,6065.0,1.23,1.18,4.29
5183,6065.0,1.23,1.18,4.29
5184,4668.0,0.67,0.68,4.65
5185,4668.0,0.67,0.68,4.65
5186,5821.0,1.11,1.0,4.36
5187,5821.0,1.11,1.0,4.36
5188,5821.0,1.11,1.0,4.36
5189,5812.0,1.24,1.03,4.27
5190,5812.0,1.24,1.03,4.27
5191,4321.0,0.55,0.59,4.74
5192,4321.0,0.55,0.59,4.74
5193,5764.0,1.19,1.05,4.31
5194,5764.0,1.19,1.05,4.31
5195,5764.0,1.19,1.05,4.31
5196,5920.0,1.59,1.04,4.13
5197,5920.0,1.59,1.04,4.13
5198,5920.0,1.59,1.04,4.13
5199,6092.0,1.31,1.16,4.26
5200,6092.0,1.31,1.16,4.26
5201,6092.0,1.31,1.16,4.26
5202,6092.0,1.31,1.16,4.26
5203,5513.0,0.94,0.93,4.47
5204,5513.0,0.94,0.93,4.47
5205,6305.0,1.9,1.41,4.03
5206,4559.0,0.65,0.77,4.66
5207,4559.0,0.65,0.77,4.66
5208,5123.0,0.82,0.9,4.55
5209,5123.0,0.82,0.9,4.55
5210,5852.0,1.46,1.17,4.18
5211,5852.0,1.46,1.17,4.18
5212,5696.0,1.2,1.07,4.31
5213,5696.0,1.2,1.07,4.31
5214,6169.0,1.35,1.11,4.25
5215,6169.0,1.35,1.11,4.25
5216,5739.0,1.03,0.94,4.36
5217,5739.0,1.03,0.94,4.36
5218,5739.0,1.03,0.94,4.36
5219,5739.0,1.03,0.94,4.36
5220,6091.0,1.26,1.11,4.28
5221,6091.0,1.26,1.11,4.28
5222,6171.0,1.8,1.14,4.03
5223,6171.0,1.8,1.14,4.03
5224,6341.0,1.76,1.37,4.08
5225,5502.0,1.06,1.02,4.39
5226,5502.0,1.06,1.02,4.39
5227,5542.0,1.02,1.01,4.42
5228,5786.0,1.49,1.17,4.16
5229,5786.0,1.49,1.17,4.16
5230,5786.0,1.49,1.17,4.16
5231,5518.0,0.98,0.97,4.44
5232,4632.0,0.67,0.65,4.65
5233,4632.0,0.67,0.65,4.65
5234,4632.0,0.67,0.65,4.65
5235,4632.0,0.67,0.65,4.65
5236,5243.0,0.82,0.82,4.54
5237,5243.0,0.82,0.82,4.54
5238,5243.0,0.82,0.82,4.54
5239,5243.0,0.82,0.82,4.54
5240,5433.0,0.87,0.88,4.55
5241,5433.0,0.87,0.88,4.55
5242,5433.0,0.87,0.88,4.55
5243,5803.0,1.72,1.12,4.46
5244,5803.0,1.72,1.12,4.46
5245,5803.0,1.72,1.12,4.46
5246,5803.0,1.72,1.12,4.46
5247,5018.0,0.68,0.82,4.64
5248,5018.0,0.68,0.82,4.64
5249,5018.0,0.68,0.82,4.64
5250,5018.0,0.68,0.82,4.64
5251,3682.0,0.48,0.59,4.78
5252,3682.0,0.48,0.59,4.78
5253,5571.0,0.8,0.91,4.59
5254,5571.0,0.8,0.91,4.59
5255,5571.0,0.8,0.91,4.59
5256,5854.0,1.09,0.92,4.4
5257,5854.0,1.09,0.92,4.4
5258,6043.0,1.01,0.95,4.47
5259,6043.0,1.01,0.95,4.47
5260,6043.0,1.01,0.95,4.47
5261,5120.0,0.73,0.8,4.63
5262,5120.0,0.73,0.8,4.63
5263,5120.0,0.73,0.8,4.63
5264,5760.0,1.52,1.11,4.0
