,insolation_flux_earth,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius]
2745,646.0,1211.0,5.657,0.06,1.58
2746,100.0,1074.0,1.7292684,0.0224,0.45
2747,119.0,889.0,19.1541,0.13821,1.29
2748,10.7,310.6314158961141,31.6372,0.1779,0.76
2749,15.3,309.71051816884136,20.5065,0.1344,0.73
2750,59.0,325.78846704856545,2.77065,0.0309,0.45
2751,24.1,565.0,5.73594,0.0532,0.57
2752,10.2,456.0,10.93241,0.0818,0.57
2753,18.8,307.1312440684204,8.7529,0.0705,0.55
2754,1124.0,2004.0,3.535055,0.054,2.19
2755,52.5,665.0,12.20772,0.098,0.81
2756,6.1,302.2726604612505,9.7843,0.0671,0.38
2757,115.0,912.0,2.849258,0.03486,0.63
2758,24.1,308.9438274017537,9.0063,0.0746,0.62
2759,118.0,315.99001489871966,7.05254,0.0692,0.86
2760,462.0,335.469798529958,2.53726,0.035,0.86
2761,24.6,311.6025017546999,22.8827,0.1517,0.86
2762,17.1,309.71051816884136,20.6921,0.1354,0.73
2763,38.3,310.219059835508,11.2954,0.0905,0.73
2764,28.6,615.0,30.94191,0.1898,0.96
2765,1212.0,1400.0,3.00265,0.045,1.12
2766,1686.0,336.2760116447121,2.57302,0.0392,1.36
2767,66.0,323.9537573849833,6.67202,0.0636,0.73
2768,20.5,310.62905983550803,16.1966,0.1148,0.73
2769,188.0,312.408714869454,20.257,0.1627,1.63
2770,139.0,312.408714869454,25.4556,0.189,1.63
2771,98.0,323.9537573849833,6.53044,0.0619,0.73
2772,45.0,312.5210434213666,12.6475,0.1014,0.84
2773,840.0,1372.0,5.06963,0.05983,1.67
2774,41.0,312.0170576633222,8.05428,0.0708,0.68
2775,17.9,310.1834783619047,7.06599,0.0591,0.49
2776,125.0,651.0,28.67992,0.1814,0.96
2777,62.0,312.5210434213666,13.97896,0.1112,0.93
2778,13.4,309.8380616952381,6.98541,0.0559,0.43
2779,8.5,319.6728033839903,5.577212,0.04,0.33
2780,2.2,302.68266046125046,15.189034,0.078,0.33
2781,5.4,305.1654700253534,7.760178,0.05,0.33
2782,1.2,301.7641187945838,24.158868,0.106,0.33
2783,213.0,315.1849037876085,7.49543,0.07619,1.06
2784,59.1,311.6025017546999,19.5666,0.1402,0.98
2785,430.0,315.283056296302,7.8142,0.081,1.56
2786,138.0,312.408714869454,18.311,0.1429,1.56
2787,58.0,693.0,8.199796,0.076,0.76
2788,186.0,312.9172565361207,10.994748,0.0987,1.25
2789,37.7,631.0,10.35239,0.0856,0.74
2790,97.8,801.0,5.06416,0.0532,0.74
2791,32.5,311.6025017546999,19.0918,0.135,0.87
2792,166.0,327.8934574459376,5.605,0.0596,0.87
2794,62.9,322.55134332291584,6.102325,0.059,0.63
2795,41.5,325.01774735159574,2.74697,0.03014,0.42
2796,7.42,305.00677738366045,9.99767,0.07131,0.42
2797,178.0,326.5452965263974,6.4215,0.0665,0.93
2798,25.3,311.6025017546999,27.86,0.1768,0.93
2799,479.0,441.1909758657488,0.684559,0.013,0.68
2800,78.0,311.96669474664947,8.77683,0.077,0.76
2801,85.0,979.0,9.726618,0.094,1.4
2802,7.8,318.30479554085304,4.6122,0.0345,0.26
2803,78.0,348.3515863451815,1.096026,0.01462,0.32
2804,1.36,314.0,18.4498,0.091,0.31
2805,10.2,502.0,13.733314,0.096,0.62
2806,80.8,327.06068216484454,2.900706,0.035,0.63
2807,46.0,344.5649064772569,1.419549,0.0164,0.28
2809,123.34,1499.0,8.406726,0.086,4.47
2810,278.86,1092.0,10.136448,0.0974,1.57
2812,5879.56,2233.0,1.217514,0.02466,1.46
2813,600.0,1377.0,4.1662739,0.0525,1.21
2814,1433.0,1712.0,4.7361,0.06229,2.69
2815,1749.0,1800.0,5.031623,0.06708,2.37
2816,826.11,1970.0,1.7100566,0.03005,1.52
2817,1612.76,1642.0,3.32944,0.04613,1.78
2818,5571.09,2453.0,0.9689951,0.02044,1.36
2819,2090.4,2087.0,3.0801716,0.04881,1.65
2820,3152.0,2085.0,2.8717518,0.0455,1.91
2821,2340.0,1935.0,4.6117093,0.0637,1.83
2822,1438.39,1715.0,4.11379,0.05497,1.93
2823,4362.5,2262.0,3.4741085,0.0542,1.57
2824,2950.0,2051.0,3.6127647,0.05224,1.64
2825,991.18,1561.0,2.255251,0.03302,1.0
2826,750.9,1459.0,5.5514926,0.06969,1.51
2827,1704.57,1816.0,2.70339,0.04123,1.7
2828,1840.0,1823.0,2.9895932,0.04317,1.6
2829,718.19,1313.0,7.8457,0.07939,1.73
2831,1747.63,2048.0,2.73477,0.04415,1.81
2832,983.3,1675.0,3.24406,0.0455,1.46
2833,44900.0,4050.0,1.4811235,0.03462,2.36
2842,2.14,308.0,440.7813,1.1455,1.24
2849,3.36,264.0,572.3847,1.4062,1.03
2910,196.51,911.0,17.855182,0.154,1.4
2911,7.28,511.0,86.647661,0.382,1.13
2912,25339.9,2550.0,1.763588,0.03641,1.74
2913,68.56,758.0,10.91647,0.098,0.9
2915,44.8,660.0,20.4415,0.14728,0.97
2916,76.81,755.0,13.6088,0.112293,0.97
2917,5.7,412.0,134.4628,0.5135,1.14
2918,2.49,321.0,284.215,0.8453,1.14
2919,11.67,475.0,34.169,0.1949,0.84
2920,27.35,613.0,7.685,0.0634,0.67
2921,272.03,1046.0,3.90512,0.0477,0.86
2922,49.23,785.0,21.185,0.1462,1.25
2923,28.37,686.0,31.828,0.1911,1.25
2924,316.44,1062.0,7.008151,0.074,1.2
2925,236.31,987.0,8.719375,0.089,1.2
2926,18.17,520.0,59.73667,0.32,1.2
2927,10.23,450.0,91.93913,0.42,1.2
2928,6.8,407.0,124.9144,0.48,1.2
2929,3.39,342.0,210.60697,0.71,1.2
2930,1.85,294.0,331.60059,1.01,1.2
2931,3.62,347.0,141.241671,0.534,0.96
2932,320.0,1180.0,0.412,0.008,0.4
2935,99.24,805.0,6.8430344,0.0678,0.87
2936,8.27,432.0,24.278553,0.1456,0.79
2937,1053.18,1486.0,3.743208,0.05119,1.52
2938,268.22,1012.0,10.423648,0.1013,1.52
2939,97.12,806.0,22.342989,0.1684,1.52
2940,29.7,584.0,54.32031,0.3046,1.52
2941,186.31,1022.0,4.2881785,0.0504,0.82
2943,729.0,1459.0,1.706291,0.0269,0.91
2945,3741.78,2130.0,0.837491,0.0172,1.06
2946,18.3,584.0,45.2946,0.241,1.09
2947,478.21,1155.0,6.88705,0.072,1.49
2948,208.66,939.0,12.8159,0.109,1.49
2949,53.98,670.0,35.3331,0.2143,1.49
2950,18.0,473.0,120.0181272,0.5337,1.51
2951,40.85,693.0,14.30511983,0.1129,0.88
2952,98.61,804.0,9.18186,0.084,0.84
2953,981.68,1453.0,4.33642933,0.0564,1.57
2954,814.92,1157.0,3.55485691,0.0444,1.17
2955,1610.09,1661.0,5.28789787,0.0671,3.39
2956,301.33,1026.0,6.49801525,0.0669,1.06
2957,153.49,791.0,19.76172042,0.1464,0.74
2958,42.62,652.0,5.18500207,0.048,0.7
2959,35.41,627.0,12.43931193,0.0951,0.78
2960,11.56,403.0,11.35011917,0.0796,0.57
2961,1240.33,1513.0,3.4876812,0.0474,1.56
2962,596.07,1413.0,6.02976,0.0684,1.56
2963,10.17,477.0,34.2685705,0.193,0.82
2964,108.79,920.0,5.75322197,0.0633,0.88
2965,191.81,934.0,5.50860439,0.0585,0.91
2966,16.1,766.0,18.93054959,0.137,0.76
2967,33.48,614.0,16.57110363,0.121,0.84
2968,172.11,1040.0,16.00494214,0.1396,1.81
2969,1445.2,1540.0,1.95452434,0.0307,1.0
2970,7.07,407.0,105.6551369,0.4389,1.0
2971,119.6,831.0,7.23400469,0.0702,0.87
2972,12.1,498.0,49.1013514,0.253,0.88
2973,330.25,1164.0,1.41122985,0.0221,0.67
2974,90.33,792.0,5.28696,0.0552,0.74
2975,61.32,719.0,7.07142,0.067,0.74
2976,37.04,634.0,10.3117,0.0862,0.74
2977,20.39,546.0,16.1457,0.1162,0.74
2978,10.05,457.0,27.4536,0.1655,0.74
2979,2.34,325.0,96.9151496,0.3878,0.8
2980,50.37,634.0,13.47469571,0.1034,0.86
2981,19.26,512.0,10.99469878,0.0805,0.68
2982,6.98,524.0,62.1387714,0.301,0.89
2983,5.45,376.0,66.4162133,0.3033,0.78
2984,17.95,1654.0,37.3229493,0.3344,1.13
2985,5.99,425.0,36.5156053,0.1977,0.75
2986,1162.51,1268.0,1.9078052,0.0295,0.82
2987,519.64,1217.0,2.51462432,0.0354,0.87
2988,92.16,790.0,4.41769648,0.047,0.77
2989,150.54,872.0,15.9654,0.1269,1.44
2990,5.97,389.0,179.612,0.6372,1.44
2991,16.88,529.0,19.32952416,0.1338,0.76
2992,3973.86,2024.0,1.22621732,0.0218,1.12
2993,176.14,802.0,3.29011795,0.0361,0.71
2994,159.42,914.0,7.56052806,0.0761,0.92
2995,36.79,675.0,12.12400943,0.0965,0.8
2996,1180.06,1301.0,2.71407755,0.0386,0.97
2997,2.82,326.0,122.8808058,0.4629,0.89
2998,1015.43,1650.0,1.06378867,0.0198,0.78
2999,1.51,285.0,148.4603382,0.5238,0.83
3000,89.24,784.0,7.1276598,0.0692,0.82
3001,668.13,2080.0,0.93488424,0.0184,0.74
3002,119.91,852.0,11.427548,0.094,1.35
3003,45.44,668.0,23.668205,0.153,1.35
3004,16.01,515.0,51.755394,0.257,1.35
3005,2.12,300.0,201.1214,0.6559,0.96
3006,117.96,644.0,24.7576421,0.1688,1.08
3007,25.66,574.0,10.13202575,0.0756,0.72
3008,21.69,532.0,38.5053398,0.2159,0.9
3009,218.5,1058.0,6.77408868,0.0741,1.11
3010,19.13,512.0,26.41045478,0.1616,0.82
3011,90.16,786.0,14.37508035,0.1167,1.04
3012,28.85,503.0,56.1886887,0.2939,1.13
3013,1323.07,1309.0,3.18897601,0.0434,1.13
3014,96.98,619.0,6.92101021,0.059,0.7
3015,50.43,625.0,3.27346074,0.0349,0.49
3016,341.81,1418.0,5.4122,0.066,1.58
3017,161.0,997.0,7.1262,0.0711,0.89
3018,62.02,1039.0,15.3787546,0.1313,1.13
3019,40.64,935.0,21.1284569,0.1622,1.13
3020,87.46,850.0,25.96200249,0.1891,1.73
3021,20.98,522.0,34.8538276,0.2046,1.03
3022,139.82,953.0,2.41435165,0.0315,0.69
3023,760.52,1177.0,4.30655689,0.054,1.34
3024,647.26,1304.0,2.29503623,0.0331,0.94
3025,56.91,590.0,27.495606,0.1629,1.2
3026,69.21,724.0,14.08827448,0.1138,1.1
3027,0.77,239.0,110.96546,0.3679,0.69
3028,174.07,908.0,3.76419105,0.044,0.72
3029,277.22,1021.0,6.16486,0.0648,1.04
3030,96.91,785.0,13.5708,0.1096,1.04
3031,45.36,649.0,23.9802,0.1602,1.04
3032,20.29,531.0,43.8445,0.2395,1.04
3033,17.42,484.0,46.8779367,0.2495,0.99
3034,788.5,1332.0,2.75798267,0.0384,1.07
3035,33.76,583.0,9.30412078,0.0748,0.7
3036,54.93,931.0,14.07971466,0.1176,1.14
3037,24.87,570.0,16.54080322,0.1183,0.79
3038,419.91,1092.0,3.60930891,0.0455,0.93
3039,734.62,1256.0,2.37030743,0.0344,0.93
3040,710.02,1290.0,1.93155984,0.0299,0.98
3041,2761.76,1872.0,0.76212926,0.0162,0.93
3042,211.66,973.0,5.4258399,0.0601,0.93
3043,55.93,702.0,16.92344113,0.1309,1.01
3044,78.17,823.0,23.8990296,0.1685,0.98
3045,1175.38,1593.0,3.1800218,0.04544,1.45
3046,659.65,1379.0,4.901452,0.06064,1.45
3047,346.11,1173.0,7.95839,0.08377,1.45
3048,151.94,955.0,14.749143,0.12639,1.45
3049,380.13,1101.0,6.2216147,0.0693,1.32
3050,45.12,814.0,6.1799844,0.0615,0.81
3051,2944.0,1849.0,1.5690665,0.0269,1.32
3052,128.55,905.0,8.67888593,0.0805,1.0
3053,357.08,1169.0,4.02582254,0.0483,1.0
3054,828.59,1369.0,2.50476003,0.0352,1.12
3055,27.57,568.0,5.94566534,0.0536,0.57
3056,143.97,818.0,1.52372816,0.0208,0.54
3057,83.18,770.0,6.14727918,0.0611,0.74
3058,26.93,576.0,34.3511874,0.2101,1.02
3059,373.99,1122.0,3.00725242,0.0388,0.92
3060,195.35,887.0,13.24503188,0.1092,1.36
3061,47.4,669.0,49.183921,0.292,2.19
3062,7.8,426.0,190.323494,0.721,2.19
3063,55.45,548.0,77.2548396,0.3781,1.16
3064,225.22,972.0,3.85691855,0.0466,0.84
3065,2949.56,1827.0,1.5432066,0.0257,1.14
3066,10.15,448.0,33.4177993,0.1899,0.77
3067,1766.59,1737.0,2.05333679,0.0324,1.28
3068,2.06,313.0,219.3217528,0.7391,1.14
3069,13.74,491.0,56.7771,0.3002,1.08
3070,9.16,433.0,18.78425728,0.1198,0.66
3071,0.52,211.0,161.5163345,0.503,0.66
3072,3496.49,2161.0,0.69384285,0.0148,0.94
3073,44.89,667.0,23.12748644,0.1602,1.08
3074,26.27,584.0,5.13248562,0.0497,0.49
3075,432.33,1145.0,6.48163,0.0683,1.32
3076,88.92,771.0,21.2227,0.1506,1.32
3077,1.83,297.0,198.680179,0.6364,0.82
3078,414.6,1182.0,4.09357325,0.0514,1.05
3079,138.75,850.0,5.39202539,0.0583,0.78
3080,384.56,1162.0,4.70832654,0.0539,0.92
3081,234.28,998.0,5.00731778,0.0556,0.98
3082,1324.2,1497.0,2.0523499,0.0322,1.3
3083,398.0,1139.0,4.40840023,0.052,0.85
3084,229.37,992.0,3.96999,0.046,0.74
3085,42.49,720.0,10.37168453,0.0873,0.78
3086,181.41,876.0,10.00652995,0.0933,1.04
3087,484.01,986.0,8.09888799,0.0832,1.12
3088,228.28,905.0,7.411141,0.0748,0.99
3089,0.66,236.0,226.89047,0.6732,0.78
3090,15.8,521.0,21.02247699,0.1378,0.78
3091,15.57,487.0,23.58914398,0.1429,0.8
3092,710.87,1174.0,4.34728553,0.0524,0.91
3093,28.22,613.0,16.08524954,0.1173,0.77
